Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,26.454011,[ 3 76] ; [7 7],[ 8.49462366 70.50537634] ; [ 1.50537634 12.49462366],1
s3,1,0.01897,5.504274,[16 62] ; [7 7],[19.5 58.5] ; [ 3.5 10.5],0
d1,1,0.025369,4.998511,[31 48] ; [10  4],[34.82795699 44.17204301] ; [6.17204301 7.82795699],0
v1,1,0.030573,4.676793,[15 64] ; [6 7],[18.0326087 60.9673913] ; [ 2.9673913 10.0326087],0
d2,1,0.048869,3.879845,[33 44] ; [10  4],[36.38461538 40.61538462] ; [6.61538462 7.38461538],0
s2,1,0.057774,3.600161,[ 8 71] ; [ 4 10],[10.19354839 68.80645161] ; [ 1.80645161 12.19354839],0
u1,1,0.063303,3.448672,[ 5 74] ; [ 3 11],[ 6.79569892 72.20430108] ; [ 1.20430108 12.79569892],0
n6,1,0.064864,3.408445,[40 37] ; [11  3],[43.15384615 33.84615385] ; [7.84615385 6.15384615],0
n1,1,0.073355,3.206304,[14 21] ; [6 2],[16.27906977 18.72093023] ; [3.72093023 4.27906977],0
n2,1,0.077436,3.117914,[20 15] ; [8 1],[22.27272727 12.72727273] ; [5.72727273 3.27272727],0
d5,1,0.108546,2.575269,[44 35] ; [11  3],[46.72043011 32.27956989] ; [8.27956989 5.72043011],0
p5,1,0.122913,2.379808,[ 1 77] ; [ 1 11],[ 1.73333333 76.26666667] ; [ 0.26666667 11.73333333],0
b4,1,0.127557,2.321981,[39 40] ; [10  4],[41.62365591 37.37634409] ; [7.37634409 6.62365591],0
r3,1,0.131675,2.27265,[51 27] ; [12  2],[53.41304348 24.58695652] ; [9.58695652 4.41304348],0
p11,1,0.141658,2.159857,[34 45] ; [9 5],[36.52688172 42.47311828] ; [6.47311828 7.52688172],0
d4,1,0.161448,1.960608,[53 26] ; [12  2],[55.21505376 23.78494624] ; [9.78494624 4.21505376],0
p10,1,0.165208,1.925894,[34 43] ; [9 5],[36.38461538 40.61538462] ; [6.61538462 7.38461538],0
b1,1,0.175946,1.831538,[38 41] ; [ 4 10],[35.67741935 43.32258065] ; [6.32258065 7.67741935],0
s5,1,0.178646,1.808855,[ 4 72] ; [ 2 11],[ 5.12359551 70.87640449] ; [ 0.87640449 12.12359551],0
b3,1,0.181137,1.78827,[19 32] ; [6 4],[20.90163934 30.09836066] ; [4.09836066 5.90163934],0
b2,1,0.181137,1.78827,[19 32] ; [6 4],[20.90163934 30.09836066] ; [4.09836066 5.90163934],0
n3,1,0.229817,1.441992,[17 16] ; [6 2],[18.51219512 14.48780488] ; [4.48780488 3.51219512],0
b5,1,0.264285,1.246173,[41 38] ; [5 9],[39.07526882 39.92473118] ; [6.92473118 7.07526882],0
n5,1,0.278087,1.176417,[49 28] ; [11  3],[50.76923077 26.23076923] ; [9.23076923 4.76923077],0
r1,1,0.283297,1.151205,[38 40] ; [9 5],[39.84782609 38.15217391] ; [7.15217391 6.84782609],0
r2,1,0.288159,1.128205,[60 15] ; [12  1],[61.36363636 13.63636364] ; [10.63636364  2.36363636],0
p4,1,0.302003,1.065327,[13 64] ; [ 4 10],[14.38461538 62.61538462] ; [ 2.61538462 11.38461538],0
a6,1,0.310167,1.029963,[45 34] ; [10  4],[46.72043011 32.27956989] ; [8.27956989 5.72043011],0
a4,1,0.365447,0.819088,[29 49] ; [7 7],[30.52173913 47.47826087] ; [5.47826087 8.52173913],0
d3,1,0.374519,0.788617,[35 44] ; [8 6],[36.52688172 42.47311828] ; [6.47311828 7.52688172],0
a3,1,0.379305,0.772952,[46 32] ; [10  4],[47.47826087 30.52173913] ; [8.52173913 5.47826087],0
u2,1,0.406483,0.689062,[15 17] ; [1 3],[14.22222222 17.77777778] ; [1.77777778 2.22222222],0
p3,1,0.426638,0.631959,[15 63] ; [ 4 10],[16.10869565 61.89130435] ; [ 2.89130435 11.10869565],0
v2,1,0.450496,0.569405,[24 50] ; [6 8],[25.22727273 48.77272727] ; [4.77272727 9.22727273],0
a2,1,0.469244,0.523756,[11 68] ; [ 3 11],[11.89247312 67.10752688] ; [ 2.10752688 11.89247312],0
a5,1,0.493636,0.468591,[43 36] ; [9 5],[44.17204301 34.82795699] ; [7.82795699 6.17204301],0
n4,1,0.536351,0.382345,[49 29] ; [10  4],[50.02173913 27.97826087] ; [8.97826087 5.02173913],0
p6,1,0.585673,0.297153,[ 3 74] ; [ 1 13],[ 3.38461538 73.61538462] ; [ 0.61538462 13.38461538],0
a7,1,0.592925,0.285799,[45 33] ; [7 7],[44.08695652 33.91304348] ; [7.91304348 6.08695652],0
p1,1,0.636165,0.223792,[ 9 70] ; [ 1 13],[ 8.49462366 70.50537634] ; [ 1.50537634 12.49462366],0
p8,1,0.757401,0.095416,[14 64] ; [ 3 11],[14.41304348 63.58695652] ; [ 2.58695652 11.41304348],0
u3,1,0.77271,0.083424,[14 19] ; [2 2],[14.27027027 18.72972973] ; [1.72972973 2.27027027],0
p7,1,0.7783,0.079262,[19 57] ; [ 4 10],[19.42222222 56.57777778] ; [ 3.57777778 10.42222222],0
v4,1,0.787771,0.072472,[53 25] ; [9 5],[52.56521739 25.43478261] ; [9.43478261 4.56521739],0
r4,1,0.895755,0.017168,[41 38] ; [7 7],[40.77419355 38.22580645] ; [7.22580645 6.77419355],0
a8,1,0.948357,0.004195,[ 6 71] ; [ 1 11],[ 6.05617978 70.94382022] ; [ 0.94382022 11.05617978],0
v3,1,0.954899,0.003199,[17 59] ; [ 3 10],[17.07865169 58.92134831] ; [ 2.92134831 10.07865169],0
p9,1,0.994602,4.6e-05,[35 41] ; [6 7],[35.01123596 40.98876404] ; [5.98876404 7.01123596],0
