Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,2.5e-05,17.734467,[18 69] ; [21 14],[27.81147541 59.18852459] ; [11.18852459 23.81147541],1
v3,1,0.000131,14.622123,[30 62] ; [24 10],[39.42857143 52.57142857] ; [14.57142857 19.42857143],1
b3,1,0.001284,10.365893,[16 39] ; [19 10],[22.91666667 32.08333333] ; [12.08333333 16.91666667],0
b2,1,0.001284,10.365893,[16 39] ; [19 10],[22.91666667 32.08333333] ; [12.08333333 16.91666667],0
v2,1,0.008956,6.831623,[48 45] ; [27  8],[54.4921875 38.5078125] ; [20.5078125 14.4921875],0
s2,1,0.012375,6.256386,[15 79] ; [13 23],[20.24615385 73.75384615] ; [ 7.75384615 28.24615385],0
d1,1,0.020658,5.355396,[44 50] ; [25 11],[49.89230769 44.10769231] ; [19.10769231 16.89230769],0
p8,1,0.024294,5.073516,[53 41] ; [28  8],[58.56923077 35.43076923] ; [22.43076923 13.56923077],0
p12,1,0.028929,4.771855,[ 2 92] ; [ 4 32],[ 4.33846154 89.66153846] ; [ 1.66153846 34.33846154],0
s5,1,0.038825,4.268506,[12 80] ; [10 25],[15.93700787 76.06299213] ; [ 6.06299213 28.93700787],0
a3,1,0.047976,3.910842,[58 35] ; [29  7],[62.72093023 30.27906977] ; [24.27906977 11.72093023],0
n6,1,0.062156,3.478888,[72 21] ; [33  3],[75.69767442 17.30232558] ; [29.30232558  6.69767442],0
p11,1,0.065483,3.392756,[73 21] ; [33  3],[76.64615385 17.35384615] ; [29.35384615  6.64615385],0
r4,1,0.070357,3.274674,[77 17] ; [34  2],[80.26153846 13.73846154] ; [30.73846154  5.26153846],0
d2,1,0.072477,3.226022,[33 60] ; [19 17],[37.48837209 55.51162791] ; [14.51162791 21.48837209],0
n5,1,0.082111,3.02261,[64 30] ; [30  6],[67.96923077 26.03076923] ; [26.03076923  9.96923077],0
p6,1,0.087896,2.912495,[30 63] ; [17 18],[34.1484375 58.8515625] ; [12.8515625 22.1484375],0
