Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000448,12.321613,[30 27] ; [ 9 38],[21.375 35.625] ; [17.625 29.375],1
s3,1,0.004763,7.967474,[33 23] ; [15 33],[25.84615385 30.15384615] ; [22.15384615 25.84615385],0
d2,1,0.013133,6.151158,[ 5 52] ; [13 35],[ 9.77142857 47.22857143] ; [ 8.22857143 39.77142857],0
n5,1,0.014369,5.992173,[21 35] ; [29 18],[27.18446602 28.81553398] ; [22.81553398 24.18446602],0
a7,1,0.018386,5.559023,[38 19] ; [21 27],[32.02857143 24.97142857] ; [26.97142857 21.02857143],0
s2,1,0.031863,4.605845,[23 34] ; [10 38],[17.91428571 39.08571429] ; [15.08571429 32.91428571],0
r4,1,0.036022,4.396067,[41 16] ; [25 23],[35.82857143 21.17142857] ; [30.17142857 17.82857143],0
r3,1,0.040005,4.217673,[47  9] ; [32 16],[42.53846154 13.46153846] ; [36.46153846 11.53846154],0
a2,1,0.056782,3.628971,[ 1 56] ; [ 5 43],[ 3.25714286 53.74285714] ; [ 2.74285714 45.25714286],0
r1,1,0.057203,3.616681,[40 17] ; [25 23],[35.28571429 21.71428571] ; [29.71428571 18.28571429],0
d5,1,0.066266,3.37318,[34 23] ; [20 28],[29.31428571 27.68571429] ; [24.68571429 23.31428571],0
u2,1,0.108644,2.573833,[16  6] ; [13 13],[13.29166667  8.70833333] ; [15.70833333 10.29166667],0
p1,1,0.111593,2.53151,[ 3 53] ; [ 7 41],[ 5.38461538 50.61538462] ; [ 4.61538462 43.38461538],0
s5,1,0.111608,2.531298,[11 44] ; [ 4 42],[ 8.16831683 46.83168317] ; [ 6.83168317 39.16831683],0
u3,1,0.125311,2.34965,[15  7] ; [12 14],[12.375  9.625] ; [14.625 11.375],0
n2,1,0.164043,1.936552,[13  2] ; [16  8],[11.15384615  3.84615385] ; [17.84615385  6.15384615],0
p8,1,0.177719,1.816599,[16 40] ; [19 27],[19.21568627 36.78431373] ; [15.78431373 30.21568627],0
a3,1,0.191112,1.709024,[34 23] ; [22 25],[30.69230769 26.30769231] ; [25.30769231 21.69230769],0
b2,1,0.214193,1.542857,[ 5 22] ; [ 9 18],[ 7. 20.] ; [ 7. 20.],0
b3,1,0.214193,1.542857,[ 5 22] ; [ 9 18],[ 7. 20.] ; [ 7. 20.],0
s7,1,0.276599,1.183726,[17 36] ; [10 35],[14.60204082 38.39795918] ; [12.39795918 32.60204082],0
p2,1,0.283918,1.148241,[39 18] ; [28 20],[36.37142857 20.62857143] ; [30.62857143 17.37142857],0
v4,1,0.292932,1.106096,[47 10] ; [34 12],[44.82524272 12.17475728] ; [36.17475728  9.82524272],0
s1,1,0.29913,1.078069,[ 2 54] ; [ 4 44],[ 3.23076923 52.76923077] ; [ 2.76923077 45.23076923],0
s4,1,0.346156,0.887498,[11 46] ; [ 6 42],[ 9.22857143 47.77142857] ; [ 7.77142857 40.22857143],0
b4,1,0.364348,0.822852,[30 27] ; [21 27],[27.68571429 29.31428571] ; [23.31428571 24.68571429],0
n3,1,0.367123,0.813378,[9 6] ; [17  6],[10.26315789  4.73684211] ; [15.73684211  7.26315789],0
p9,1,0.405168,0.692935,[35 21] ; [25 21],[32.94117647 23.05882353] ; [27.05882353 18.94117647],0
p7,1,0.443224,0.587921,[23 30] ; [24 23],[24.91 28.09] ; [22.09 24.91],0
p3,1,0.457244,0.552632,[18 39] ; [12 36],[16.28571429 40.71428571] ; [13.71428571 34.28571429],0
n4,1,0.487632,0.481748,[27 30] ; [26 22],[28.77142857 28.22857143] ; [24.22857143 23.77142857],0
v1,1,0.489843,0.476871,[24 32] ; [17 30],[22.29126214 33.70873786] ; [18.70873786 28.29126214],0
n1,1,0.531725,0.391094,[ 5 10] ; [10 13],[5.92105263 9.07894737] ; [ 9.07894737 13.92105263],0
p4,1,0.566998,0.327731,[18 38] ; [18 30],[19.38461538 36.61538462] ; [16.61538462 31.38461538],0
a4,1,0.613043,0.255767,[13 44] ; [13 35],[14.11428571 42.88571429] ; [11.88571429 36.11428571],0
a6,1,0.613692,0.254834,[36 21] ; [28 20],[34.74285714 22.25714286] ; [29.25714286 18.74285714],0
b5,1,0.677614,0.172824,[32 25] ; [25 23],[30.94285714 26.05714286] ; [26.05714286 21.94285714],0
b1,1,0.684654,0.164934,[31 26] ; [28 20],[32.02857143 24.97142857] ; [26.97142857 21.02857143],0
p5,1,0.688783,0.160406,[ 2 55] ; [ 1 45],[ 1.66019417 55.33980583] ; [ 1.33980583 44.66019417],0
v2,1,0.694508,0.154249,[20 35] ; [14 29],[19.08163265 35.91836735] ; [14.91836735 28.08163265],0
p6,1,0.694757,0.153984,[10 45] ; [10 37],[10.78431373 44.21568627] ; [ 9.21568627 37.78431373],0
a5,1,0.762453,0.091362,[29 28] ; [23 25],[28.22857143 28.77142857] ; [23.77142857 24.22857143],0
p10,1,0.827009,0.047759,[28 28] ; [22 24],[27.45098039 28.54901961] ; [22.54901961 23.45098039],0
a8,1,0.827779,0.047328,[ 8 47] ; [ 6 40],[ 7.62376238 47.37623762] ; [ 6.37623762 39.62376238],0
s8,1,0.844688,0.038377,[11 46] ; [10 38],[11.4 45.6] ; [ 9.6 38.4],0
s6,1,0.908241,0.013284,[22 35] ; [18 30],[21.71428571 35.28571429] ; [18.28571429 29.71428571],0
a1,1,0.936256,0.006396,[ 5 52] ; [ 4 44],[ 4.88571429 52.11428571] ; [ 4.11428571 43.88571429],0
r2,1,0.942646,0.005176,[44 13] ; [36 11],[43.84615385 13.15384615] ; [36.15384615 10.84615385],0
p11,1,0.982072,0.000505,[31 26] ; [26 22],[30.94285714 26.05714286] ; [26.05714286 21.94285714],0
v3,1,0.985007,0.000353,[13 41] ; [11 35],[12.96 41.04] ; [11.04 34.96],0
