Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,98.478617,[264  11] ; [2 9],[255.76923077  19.23076923] ; [10.23076923  0.76923077],1
r3,1,1.2e-05,19.166145,[268   7] ; [8 3],[265.38461538   9.61538462] ; [10.61538462  0.38461538],1
d1,1,2.9e-05,17.466791,[191  84] ; [ 1 10],[184.61538462  90.38461538] ; [7.38461538 3.61538462],1
n3,1,0.003936,8.313097,[38 13] ; [1 5],[34.89473684 16.10526316] ; [4.10526316 1.89473684],0
a4,1,0.00403,8.270155,[146 128] ; [ 1 10],[141.32631579 132.67368421] ; [5.67368421 5.32631579],0
s2,1,0.004147,8.218504,[206  68] ; [4 7],[201.89473684  72.10526316] ; [8.10526316 2.89473684],0
r1,1,0.004226,8.184223,[235  38] ; [6 5],[231.66549296  41.33450704] ; [9.33450704 1.66549296],0
d2,1,0.005795,7.613043,[165 110] ; [2 9],[160.57692308 114.42307692] ; [6.42307692 4.57692308],0
a7,1,0.00892,6.838833,[200  75] ; [4 7],[196.15384615  78.84615385] ; [7.84615385 3.15384615],0
d3,1,0.01153,6.381818,[215  60] ; [5 6],[211.53846154  63.46153846] ; [8.46153846 2.53846154],0
a3,1,0.013057,6.161406,[229  45] ; [6 5],[225.92982456  48.07017544] ; [9.07017544 1.92982456],0
a5,1,0.021641,5.274381,[226  49] ; [6 5],[223.07692308  51.92307692] ; [8.92307692 2.07692308],0
n6,1,0.022073,5.240022,[252  21] ; [8 3],[249.92957746  23.07042254] ; [10.07042254  0.92957746],0
b1,1,0.023176,5.155235,[106 169] ; [8 3],[109.61538462 165.38461538] ; [4.38461538 6.61538462],0
s3,1,0.026207,4.942296,[205  67] ; [5 6],[201.83745583  70.16254417] ; [8.16254417 2.83745583],0
s6,1,0.042918,4.098629,[231  38] ; [7 4],[228.65  40.35] ; [9.35 1.65],0
n4,1,0.044363,4.042681,[235  39] ; [7 4],[232.65964912  41.34035088] ; [9.34035088 1.65964912],0
v4,1,0.099774,2.709158,[269   5] ; [10  1],[268.23157895   5.76842105] ; [10.76842105  0.23157895],0
v2,1,0.108369,2.577843,[163 106] ; [4 7],[160.43928571 108.56071429] ; [6.56071429 4.43928571],0
a2,1,0.112137,2.523838,[ 87 188] ; [ 1 10],[ 84.61538462 190.38461538] ; [3.38461538 7.61538462],0
b4,1,0.151371,2.058377,[160 115] ; [4 7],[157.69230769 117.30769231] ; [6.30769231 4.69230769],0
b5,1,0.166323,1.915779,[158 117] ; [4 7],[155.76923077 119.23076923] ; [6.23076923 4.76923077],0
s4,1,0.191032,1.709638,[ 55 219] ; [4 7],[ 56.72280702 217.27719298] ; [2.27719298 8.72280702],0
u1,1,0.202362,1.625247,[ 72 203] ; [ 1 10],[ 70.19230769 204.80769231] ; [2.80769231 8.19230769],0
n5,1,0.23419,1.415232,[234  39] ; [8 3],[232.62676056  40.37323944] ; [9.37323944 1.62676056],0
p9,1,0.258248,1.278124,[252  23] ; [9 2],[250.96153846  24.03846154] ; [10.03846154  0.96153846],0
s8,1,0.263967,1.247832,[192  81] ; [6 5],[190.33098592  82.66901408] ; [7.66901408 3.33098592],0
n1,1,0.33842,0.916407,[27 23] ; [2 4],[25.89285714 24.10714286] ; [3.10714286 2.89285714],0
p11,1,0.425325,0.635556,[226  49] ; [8 3],[225.  50.] ; [9. 2.],0
p12,1,0.485169,0.487223,[ 31 243] ; [2 9],[ 31.72631579 242.27368421] ; [1.27368421 9.72631579],0
p6,1,0.488248,0.480385,[153 120] ; [5 6],[151.88028169 121.11971831] ; [6.11971831 4.88028169],0
p10,1,0.514127,0.425658,[242  32] ; [9 2],[241.3122807  32.6877193] ; [9.6877193 1.3122807],0
u3,1,0.563895,0.333005,[31 15] ; [4 1],[31.56862745 14.43137255] ; [3.43137255 1.56862745],0
u2,1,0.62673,0.236522,[32 14] ; [4 1],[32.47058824 13.52941176] ; [3.52941176 1.47058824],0
d4,1,0.651213,0.204375,[236  38] ; [10  1],[236.50526316  37.49473684] ; [9.49473684 1.50526316],0
v1,1,0.6578,0.196207,[164 104] ; [6 5],[163.29749104 104.70250896] ; [6.70250896 4.29749104],0
n2,1,0.679838,0.170308,[38 13] ; [4 2],[37.57894737 13.42105263] ; [4.42105263 1.57894737],0
p7,1,0.688693,0.160504,[211  60] ; [8 3],[210.45744681  60.54255319] ; [8.54255319 2.45744681],0
d5,1,0.742356,0.108067,[234  40] ; [9 2],[233.62105263  40.37894737] ; [9.37894737 1.62105263],0
p5,1,0.798077,0.065452,[ 58 213] ; [2 9],[ 57.65957447 213.34042553] ; [2.34042553 8.65957447],0
a6,1,0.801221,0.063387,[185  90] ; [7 4],[184.61538462  90.38461538] ; [7.38461538 3.61538462],0
s5,1,0.853759,0.033976,[127 136] ; [5 6],[126.70072993 136.29927007] ; [5.29927007 5.70072993],0
v3,1,0.901889,0.015197,[125 139] ; [5 6],[124.8 139.2] ; [5.2 5.8],0
p3,1,0.910808,0.012548,[195  79] ; [8 3],[195.16491228  78.83508772] ; [7.83508772 3.16491228],0
b2,1,0.951704,0.003668,[ 83 116] ; [3 4],[ 83.0776699 115.9223301] ; [2.9223301 4.0776699],0
b3,1,0.951704,0.003668,[ 83 116] ; [3 4],[ 83.0776699 115.9223301] ; [2.9223301 4.0776699],0
p8,1,0.954903,0.003198,[176  97] ; [7 4],[175.91197183  97.08802817] ; [7.08802817 3.91197183],0
