Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,34.57827,[119  12] ; [87 58],[97.77536232 33.22463768] ; [108.22463768  36.77536232],1
p4,1,0.0,32.142944,[111  20] ; [79 70],[88.89285714 42.10714286] ; [101.10714286  47.89285714],1
p8,1,1e-06,24.197665,[98 34] ; [67 81],[77.78571429 54.21428571] ; [87.21428571 60.78571429],1
p3,1,9e-06,19.776606,[95 36] ; [70 81],[76.64893617 54.35106383] ; [88.35106383 62.64893617],1
p10,1,0.000584,11.826372,[125   7] ; [120  28],[115.5  16.5] ; [129.5  18.5],1
s7,1,0.001116,10.624717,[97 30] ; [83 61],[84.35424354 42.64575646] ; [95.64575646 48.35424354],0
p1,1,0.001473,10.111734,[ 24 107] ; [  9 140],[ 15.43928571 115.56071429] ; [ 17.56071429 131.43928571],0
p5,1,0.002316,9.280453,[38 94] ; [ 21 129],[ 27.61702128 104.38297872] ; [ 31.38297872 118.61702128],0
n4,1,0.004793,7.955829,[111  21] ; [104  45],[100.99644128  31.00355872] ; [114.00355872  34.99644128],0
s8,1,0.005102,7.842883,[88 43] ; [76 74],[76.45551601 54.54448399] ; [87.54448399 62.45551601],0
v1,1,0.009384,6.748186,[91 41] ; [79 68],[80.43010753 51.56989247] ; [89.56989247 57.43010753],0
a1,1,0.010998,6.4656,[ 13 119] ; [  4 147],[  7.92932862 124.07067138] ; [  9.07067138 141.92932862],0
p9,1,0.013354,6.121576,[125   7] ; [127  21],[118.8  13.2] ; [133.2  14.8],0
p12,1,0.024722,5.043242,[ 23 108] ; [ 13 138],[ 16.72340426 114.27659574] ; [ 19.27659574 131.72340426],0
n3,1,0.024768,5.04,[16 12] ; [29  6],[20.  8.] ; [25. 10.],0
s2,1,0.031053,4.650036,[103  29] ; [99 50],[94.88967972 37.11032028] ; [107.11032028  41.88967972],0
d3,1,0.057791,3.599666,[101  30] ; [101  50],[93.83687943 37.16312057] ; [108.16312057  42.83687943],0
n5,1,0.064013,3.430239,[108  24] ; [108  41],[101.46619217  30.53380783] ; [114.53380783  34.46619217],0
u3,1,0.0865,2.938341,[22  8] ; [19 17],[18.63636364 11.36363636] ; [22.36363636 13.63636364],0
u2,1,0.107865,2.585227,[18 12] ; [14 21],[14.76923077 15.23076923] ; [17.23076923 17.76923077],0
p11,1,0.146083,2.112679,[109  23] ; [114  37],[104.01413428  27.98586572] ; [118.98586572  32.01413428],0
s4,1,0.163382,1.942642,[38 91] ; [ 33 116],[32.94604317 96.05395683] ; [ 38.05395683 110.94604317],0
n1,1,0.167464,1.9055,[17 12] ; [14 20],[14.26984127 14.73015873] ; [16.73015873 17.26984127],0
p2,1,0.170597,1.877688,[116  16] ; [123  27],[111.87234043  20.12765957] ; [127.12765957  22.87234043],0
a4,1,0.174344,1.845186,[71 61] ; [69 82],[65.30035336 66.69964664] ; [74.69964664 76.30035336],0
r4,1,0.203844,1.614618,[127   5] ; [140  11],[124.53710247   7.46289753] ; [142.46289753   8.53710247],0
a5,1,0.217845,1.518514,[110  22] ; [117  34],[105.87985866  26.12014134] ; [121.12014134  29.87985866],0
u1,1,0.237361,1.3962,[34 98] ; [ 30 121],[ 29.85159011 102.14840989] ; [ 34.14840989 116.85159011],0
s6,1,0.251563,1.314602,[116  14] ; [126  23],[112.75985663  17.24014337] ; [129.24014337  19.75985663],0
b3,1,0.307557,1.041136,[41 43] ; [37 53],[37.65517241 46.34482759] ; [40.34482759 49.65517241],0
b2,1,0.307557,1.041136,[41 43] ; [37 53],[37.65517241 46.34482759] ; [40.34482759 49.65517241],0
n6,1,0.32312,0.976276,[119  11] ; [131  18],[116.4874552  13.5125448] ; [133.5125448  15.4874552],0
d1,1,0.439286,0.598147,[88 44] ; [94 57],[84.89045936 47.10954064] ; [97.10954064 53.89045936],0
b1,1,0.447397,0.577238,[53 79] ; [54 97],[49.90812721 82.09187279] ; [57.09187279 93.90812721],0
v2,1,0.475236,0.509776,[75 55] ; [91 56],[77.90613718 52.09386282] ; [88.09386282 58.90613718],0
b4,1,0.486653,0.483918,[84 48] ; [90 61],[81.1590106 50.8409894] ; [92.8409894 58.1590106],0
d2,1,0.521205,0.411509,[67 64] ; [83 68],[69.68085106 61.31914894] ; [80.31914894 70.68085106],0
r2,1,0.600114,0.274824,[127   5] ; [145   4],[127.77224199   4.22775801] ; [144.22775801   4.77224199],0
