Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.000399,12.537465,[34  8] ; [24 29],[25.64210526 16.35789474] ; [32.35789474 20.64210526],1
a4,1,0.000672,11.565942,[ 2 40] ; [17 34],[ 8.58064516 33.41935484] ; [10.41935484 40.58064516],1
v3,1,0.001303,10.338038,[22 20] ; [11 42],[14.58947368 27.41052632] ; [18.41052632 34.58947368],0
b1,1,0.023215,5.152337,[11 31] ; [26 27],[16.35789474 25.64210526] ; [20.64210526 32.35789474],0
s4,1,0.039035,4.259329,[ 6 36] ; [17 35],[10.27659574 31.72340426] ; [12.72340426 39.27659574],0
r1,1,0.04601,3.981227,[37  5] ; [37 15],[33.06382979  8.93617021] ; [40.93617021 11.06382979],0
p9,1,0.058113,3.590441,[38  4] ; [40 13],[34.48421053  7.51578947] ; [43.51578947  9.48421053],0
a2,1,0.059137,3.561421,[ 1 41] ; [ 7 46],[ 3.53684211 38.46315789] ; [ 4.46315789 48.53684211],0
r2,1,0.063528,3.442797,[40  1] ; [46  7],[37.5106383  3.4893617] ; [48.4893617  4.5106383],0
a8,1,0.072438,3.226903,[ 3 37] ; [10 37],[ 5.97701149 34.02298851] ; [ 7.02298851 39.97701149],0
v1,1,0.082012,3.024572,[24 17] ; [21 31],[19.83870968 21.16129032] ; [25.16129032 26.83870968],0
d3,1,0.10085,2.692046,[16 26] ; [12 41],[12.37894737 29.62105263] ; [15.62105263 37.37894737],0
a6,1,0.15486,2.023718,[29 13] ; [29 24],[25.64210526 16.35789474] ; [32.35789474 20.64210526],0
p10,1,0.18231,1.778692,[36  6] ; [38 13],[33.41935484  8.58064516] ; [40.58064516 10.41935484],0
p12,1,0.205199,1.604977,[ 3 39] ; [ 1 52],[ 1.76842105 40.23157895] ; [ 2.23157895 50.76842105],0
p1,1,0.229008,1.447015,[ 3 39] ; [ 8 45],[ 4.86315789 37.13684211] ; [ 6.13684211 46.86315789],0
p6,1,0.234978,1.410471,[15 27] ; [13 40],[12.37894737 29.62105263] ; [15.62105263 37.37894737],0
d2,1,0.255458,1.293204,[ 7 35] ; [14 39],[ 9.28421053 32.71578947] ; [11.71578947 41.28421053],0
r4,1,0.293563,1.103208,[38  4] ; [44  9],[36.25263158  5.74736842] ; [45.74736842  7.25263158],0
u2,1,0.316233,1.004464,[11  9] ; [10 15],[ 9.33333333 10.66666667] ; [11.66666667 13.33333333],0
