Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,4.2e-05,16.766161,[30 49] ; [40 14],[41.57894737 37.42105263] ; [28.42105263 25.57894737],1
p7,1,0.0018,9.742882,[29 48] ; [33 17],[37.59055118 39.40944882] ; [24.40944882 25.59055118],0
a8,1,0.00231,9.285433,[ 1 73] ; [ 8 43],[ 5.328 68.672] ; [ 3.672 47.328],0
d4,1,0.003679,8.435986,[73  6] ; [40 14],[67.12030075 11.87969925] ; [45.87969925  8.12030075],0
d3,1,0.037663,4.320178,[61 18] ; [32 21],[55.65909091 23.34090909] ; [37.34090909 15.65909091],0
p9,1,0.037802,4.313917,[44 33] ; [39 13],[49.54263566 27.45736434] ; [33.45736434 18.54263566],0
a3,1,0.03934,4.246128,[48 31] ; [42 12],[53.45864662 25.54135338] ; [36.54135338 17.45864662],0
v1,1,0.10542,2.621577,[30 48] ; [27 24],[34.46511628 43.53488372] ; [22.53488372 28.46511628],0
p6,1,0.114929,2.485094,[14 62] ; [15 34],[17.632 58.368] ; [11.368 37.632],0
p11,1,0.139364,2.18497,[41 38] ; [35 19],[45.14285714 33.85714286] ; [30.85714286 23.14285714],0
p1,1,0.161857,1.956789,[ 8 70] ; [ 2 52],[ 5.90909091 72.09090909] ; [ 4.09090909 49.90909091],0
n2,1,0.177875,1.815289,[17 12] ; [14  4],[19.12765957  9.87234043] ; [11.87234043  6.12765957],0
s8,1,0.181273,1.787153,[22 57] ; [21 33],[25.54135338 53.45864662] ; [17.45864662 36.54135338],0
s3,1,0.196546,1.667855,[33 45] ; [28 24],[36.6 41.4] ; [24.4 27.6],0
d1,1,0.209301,1.576257,[51 28] ; [29 25],[47.51879699 31.48120301] ; [32.48120301 21.51879699],0
p3,1,0.209355,1.575882,[30 47] ; [15 38],[26.65384615 50.34615385] ; [18.34615385 34.65384615],0
a6,1,0.233661,1.418437,[54 25] ; [42 12],[57.02255639 21.97744361] ; [38.97744361 15.02255639],0
r2,1,0.247477,1.337489,[67 11] ; [49  4],[69.06870229  8.93129771] ; [46.93129771  6.06870229],0
s1,1,0.255315,1.293983,[ 5 74] ; [ 1 49],[ 3.6744186 75.3255814] ; [ 2.3255814 47.6744186],0
b1,1,0.261412,1.261263,[39 40] ; [32 22],[42.17293233 36.82706767] ; [28.82706767 25.17293233],0
s4,1,0.274951,1.191876,[16 63] ; [ 7 47],[13.66165414 65.33834586] ; [ 9.33834586 44.66165414],0
p10,1,0.317594,0.998828,[43 34] ; [33 18],[45.71875 31.28125] ; [30.28125 20.71875],0
u3,1,0.342142,0.902387,[22  8] ; [7 5],[20.71428571  9.28571429] ; [8.28571429 3.71428571],0
u1,1,0.347278,0.88338,[ 8 71] ; [ 3 51],[ 6.53383459 72.46616541] ; [ 4.46616541 49.53383459],0
r3,1,0.359039,0.84125,[70  9] ; [44  9],[68.22727273 10.77272727] ; [45.77272727  7.22727273],0
a1,1,0.359881,0.838308,[ 3 76] ; [ 4 50],[ 4.15789474 74.84210526] ; [ 2.84210526 51.15789474],0
p5,1,0.364776,0.821384,[ 3 74] ; [ 4 49],[ 4.14615385 72.85384615] ; [ 2.85384615 50.14615385],0
u2,1,0.374624,0.78827,[21  9] ; [10  2],[22.14285714  7.85714286] ; [8.85714286 3.14285714],0
p2,1,0.437872,0.601852,[52 26] ; [38 14],[54. 24.] ; [36. 16.],0
b4,1,0.455589,0.556709,[49 30] ; [30 24],[46.92481203 32.07518797] ; [32.07518797 21.92481203],0
r4,1,0.473042,0.514862,[60 19] ; [38 16],[58.21052632 20.78947368] ; [39.78947368 14.21052632],0
s6,1,0.478875,0.501425,[37 41] ; [29 25],[39. 39.] ; [27. 27.],0
v4,1,0.481782,0.494827,[66 12] ; [48  6],[67.36363636 10.63636364] ; [46.63636364  7.36363636],0
b3,1,0.554212,0.349825,[14 32] ; [ 7 22],[12.88 33.12] ; [ 8.12 20.88],0
b2,1,0.554212,0.349825,[14 32] ; [ 7 22],[12.88 33.12] ; [ 8.12 20.88],0
v2,1,0.561906,0.336414,[37 36] ; [28 22],[38.57723577 34.42276423] ; [26.42276423 23.57723577],0
p4,1,0.582399,0.302372,[33 45] ; [25 28],[34.53435115 43.46564885] ; [23.46564885 29.53435115],0
b5,1,0.687202,0.162131,[47 32] ; [34 20],[48.11278195 30.88721805] ; [32.88721805 21.11278195],0
a5,1,0.689266,0.159881,[53 26] ; [38 16],[54.05263158 24.94736842] ; [36.94736842 17.05263158],0
p8,1,0.689928,0.159163,[29 48] ; [21 30],[30.078125 46.921875] ; [19.921875 31.078125],0
p12,1,0.698105,0.150451,[ 2 74] ; [ 2 50],[ 2.375 73.625] ; [ 1.625 50.375],0
a2,1,0.700991,0.147443,[14 65] ; [11 43],[14.84962406 64.15037594] ; [10.15037594 43.84962406],0
s2,1,0.735136,0.114448,[29 50] ; [21 32],[29.92424242 49.07575758] ; [20.07575758 32.92424242],0
s7,1,0.738046,0.111851,[23 48] ; [18 33],[23.86065574 47.13934426] ; [17.13934426 33.86065574],0
a4,1,0.748183,0.103064,[30 49] ; [22 32],[30.88721805 48.11278195] ; [21.11278195 32.88721805],0
v3,1,0.756481,0.096166,[19 54] ; [14 35],[19.74590164 53.25409836] ; [13.25409836 35.74590164],0
r1,1,0.784513,0.074771,[58 20] ; [39 15],[57.31818182 20.68181818] ; [39.68181818 14.31818182],0
n3,1,0.827662,0.047394,[18 11] ; [10  7],[17.65217391 11.34782609] ; [10.34782609  6.65217391],0
d2,1,0.951192,0.003747,[37 42] ; [25 29],[36.82706767 42.17293233] ; [25.17293233 28.82706767],0
n1,1,0.977225,0.000815,[11 18] ; [ 6 10],[10.95555556 18.04444444] ; [6.04444444 9.95555556],0
s5,1,0.989111,0.000186,[17 57] ; [12 40],[17.03174603 56.96825397] ; [11.96825397 40.03174603],0
a7,1,0.992909,7.9e-05,[57 22] ; [39 15],[57.02255639 21.97744361] ; [38.97744361 15.02255639],0
