Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,88.187726,[104  25] ; [12 70],[70.91943128 58.08056872] ; [45.08056872 36.91943128],1
d5,1,0.0,53.889906,[128   2] ; [50 33],[108.63849765  21.36150235] ; [69.36150235 13.63849765],1
d3,1,0.0,42.086763,[89 41] ; [19 64],[65.91549296 64.08450704] ; [42.08450704 40.91549296],1
a4,1,0.0,25.973544,[82 47] ; [23 60],[63.89150943 65.10849057] ; [41.10849057 41.89150943],1
a5,1,2.9e-05,17.514004,[110  20] ; [49 34],[97.04225352 32.95774648] ; [61.95774648 21.04225352],1
n4,1,0.001983,9.565109,[107  21] ; [54 29],[97.66824645 30.33175355] ; [63.33175355 19.66824645],0
r2,1,0.008053,7.021628,[118   8] ; [68 15],[112.13397129  13.86602871] ; [73.86602871  9.13397129],0
p6,1,0.00947,6.73203,[51 72] ; [19 61],[42.4137931 80.5862069] ; [27.5862069 52.4137931],0
n2,1,0.0099,6.652874,[22 15] ; [20  2],[26.33898305 10.66101695] ; [15.66101695  6.33898305],0
b1,1,0.010209,6.598024,[72 58] ; [31 52],[62.86384977 67.13615023] ; [40.13615023 42.86384977],0
a3,1,0.012246,6.274888,[108  22] ; [56 26],[100.56603774  29.43396226] ; [63.43396226 18.56603774],0
u1,1,0.02509,5.017696,[ 11 119] ; [ 1 82],[  7.32394366 122.67605634] ; [ 4.67605634 78.32394366],0
p4,1,0.033734,4.508144,[75 51] ; [36 45],[67.56521739 58.43478261] ; [43.43478261 37.56521739],0
s8,1,0.034416,4.473929,[68 61] ; [31 51],[60.52606635 68.47393365] ; [38.47393365 43.52606635],0
a2,1,0.042597,4.111339,[ 15 115] ; [ 3 80],[ 10.98591549 119.01408451] ; [ 7.01408451 75.98591549],0
p5,1,0.053067,3.741816,[ 19 108] ; [ 5 76],[ 14.65384615 112.34615385] ; [ 9.34615385 71.65384615],0
b5,1,0.126628,2.333362,[55 75] ; [44 39],[60.42253521 69.57746479] ; [38.57746479 44.42253521],0
