Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,21.633485,[40 61] ; [51 16],[54.70833333 46.29166667] ; [36.29166667 30.70833333],1
r1,1,0.001155,10.561498,[64 38] ; [59 10],[73.36842105 28.63157895] ; [49.63157895 19.36842105],0
n1,1,0.00982,6.667225,[ 4 15] ; [7 3],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
n4,1,0.013552,6.095626,[73 30] ; [60  9],[79.64534884 23.35465116] ; [53.35465116 15.64534884],0
s7,1,0.025164,5.012542,[40 57] ; [39 27],[47.01226994 49.98773006] ; [31.98773006 34.01226994],0
v1,1,0.025165,5.012484,[46 56] ; [42 25],[53.11242604 48.88757396] ; [34.88757396 32.11242604],0
p12,1,0.053982,3.713265,[ 4 98] ; [ 8 61],[ 7.15789474 94.84210526] ; [ 4.84210526 64.15789474],0
s4,1,0.070208,3.27814,[21 81] ; [ 7 62],[16.70175439 85.29824561] ; [11.29824561 57.70175439],0
r4,1,0.074761,3.175265,[86 17] ; [64  5],[89.8255814 13.1744186] ; [60.1744186  8.8255814],0
a3,1,0.107594,2.589207,[56 47] ; [46 23],[61.08139535 41.91860465] ; [40.91860465 28.08139535],0
s8,1,0.138972,2.189304,[33 69] ; [30 39],[37.57894737 64.42105263] ; [25.42105263 43.57894737],0
n5,1,0.142773,2.147811,[72 29] ; [56 13],[76.04705882 24.95294118] ; [51.95294118 17.04705882],0
p5,1,0.161895,1.956434,[14 89] ; [15 54],[17.36627907 85.63372093] ; [11.63372093 57.36627907],0
r3,1,0.181114,1.78846,[95  8] ; [67  2],[97.01162791  5.98837209] ; [64.98837209  4.01162791],0
s2,1,0.18858,1.728677,[41 62] ; [34 34],[45.1754386 57.8245614] ; [29.8245614 38.1754386],0
a5,1,0.209626,1.574005,[62 41] ; [48 21],[65.87209302 37.12790698] ; [44.12790698 24.87209302],0
p7,1,0.233558,1.419059,[74 27] ; [56 13],[77.23529412 23.76470588] ; [52.76470588 16.23529412],0
b2,1,0.237009,1.398297,[20 41] ; [19 24],[22.875 38.125] ; [16.125 26.875],0
b3,1,0.237009,1.398297,[20 41] ; [19 24],[22.875 38.125] ; [16.125 26.875],0
u1,1,0.357256,0.847516,[  2 101] ; [ 3 66],[  2.99418605 100.00581395] ; [ 2.00581395 66.99418605],0
p10,1,0.363578,0.825497,[76 25] ; [56 13],[78.42352941 22.57647059] ; [53.57647059 15.42352941],0
s5,1,0.381663,0.765338,[28 69] ; [24 44],[30.56969697 66.43030303] ; [21.43030303 46.56969697],0
d3,1,0.381836,0.764781,[38 65] ; [21 48],[35.33139535 67.66860465] ; [23.66860465 45.33139535],0
r2,1,0.424178,0.638712,[90 11] ; [64  5],[91.49411765  9.50588235] ; [62.50588235  6.49411765],0
a7,1,0.483453,0.491064,[69 34] ; [42 26],[66.85964912 36.14035088] ; [44.14035088 23.85964912],0
