Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,132.581003,[  4 103] ; [258 130],[56.63434343 50.36565657] ; [205.36565657 182.63434343],1
d3,1,0.0,87.8306,[33 72] ; [307  81],[72.4137931 32.5862069] ; [267.5862069 120.4137931],1
d5,1,0.0,65.063342,[54 52] ; [337  51],[83.89878543 22.10121457] ; [307.10121457  80.89878543],1
d2,1,0.0,27.176592,[22 85] ; [189 199],[45.61010101 61.38989899] ; [165.38989899 222.61010101],1
r1,1,2e-06,22.204932,[65 41] ; [320  67],[82.77890467 23.22109533] ; [302.22109533  84.77890467],1
a5,1,6e-06,20.535349,[55 52] ; [288 100],[74.14343434 32.85656566] ; [268.85656566 119.14343434],1
a3,1,6e-06,20.40822,[52 55] ; [278 109],[71.47773279 35.52226721] ; [258.52226721 128.47773279],1
a4,1,2.7e-05,17.631527,[23 83] ; [171 216],[41.71196755 64.28803245] ; [152.28803245 234.71196755],1
r3,1,2.8e-05,17.530898,[93 13] ; [377  10],[101.05476673   4.94523327] ; [368.94523327  18.05476673],1
u1,1,6.8e-05,15.874773,[  2 105] ; [ 65 323],[14.48282828 92.51717172] ; [ 52.51717172 335.48282828],1
a7,1,0.000291,13.12496,[65 41] ; [304  83],[79.33874239 26.66125761] ; [289.66125761  97.33874239],1
r4,1,0.000472,12.222687,[83 24] ; [350  38],[93.5979798 13.4020202] ; [339.4020202  48.5979798],1
v2,1,0.000715,11.449691,[40 62] ; [216 156],[55.08860759 46.91139241] ; [200.91139241 171.08860759],1
a2,1,0.001583,9.979948,[10 97] ; [ 90 298],[21.61616162 85.38383838] ; [ 78.38383838 309.61616162],0
r2,1,0.005417,7.734571,[91 15] ; [361  23],[97.77959184  8.22040816] ; [354.22040816  29.77959184],0
v3,1,0.006408,7.431954,[26 80] ; [144 226],[37.85714286 68.14285714] ; [132.14285714 237.85714286],0
b2,1,0.007436,7.164619,[13 53] ; [ 83 139],[22. 44.] ; [ 74. 148.],0
b3,1,0.007436,7.164619,[13 53] ; [ 83 139],[22. 44.] ; [ 74. 148.],0
a6,1,0.008652,6.893378,[64 43] ; [283 105],[75.00808081 31.99191919] ; [271.99191919 116.00808081],0
p1,1,0.010464,6.554107,[13 94] ; [ 20 367],[ 7.14777328 99.85222672] ; [ 25.85222672 361.14777328],0
