Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,132.581003,[  4 103] ; [258 130],[56.63434343 50.36565657] ; [205.36565657 182.63434343],1
p9,1,0.012011,6.309303,[81 26] ; [328  54],[89.49488753 17.50511247] ; [319.50511247  62.49488753],0
u3,1,0.01254,6.232887,[21 34] ; [63 44],[28.51851852 26.48148148] ; [55.48148148 51.51851852],0
s2,1,0.013087,6.157286,[30 76] ; [160 225],[41.01832994 64.98167006] ; [148.98167006 236.01832994],0
p10,1,0.020377,5.379283,[76 30] ; [313  69],[84.49590164 21.50409836] ; [304.50409836  77.49590164],0
s6,1,0.026947,4.894177,[51 56] ; [229 155],[61.01832994 45.98167006] ; [218.98167006 165.01832994],0
p8,1,0.050877,3.812323,[47 58] ; [212 170],[55.84188912 49.15811088] ; [203.15811088 178.84188912],0
s7,1,0.057036,3.621528,[33 70] ; [157 213],[41.37420719 61.62579281] ; [148.62579281 221.37420719],0
n4,1,0.063087,3.454316,[73 34] ; [298  89],[80.3582996 26.6417004] ; [290.6417004  96.3582996],0
b4,1,0.087949,2.911526,[53 54] ; [228 160],[60.74141414 46.25858586] ; [220.25858586 167.74141414],0
p11,1,0.099261,2.717371,[81 26] ; [321  67],[86.8969697 20.1030303] ; [315.1030303  72.8969697],0
p4,1,0.101061,2.688714,[56 51] ; [236 150],[63.37525355 43.62474645] ; [228.62474645 157.37525355],0
u2,1,0.104321,2.638204,[25 30] ; [63 44],[29.87654321 25.12345679] ; [58.12345679 48.87654321],0
v4,1,0.10572,2.617069,[97  8] ; [373  15],[100.10141988   4.89858012] ; [369.89858012  18.10141988],0
s8,1,0.112754,2.515195,[32 75] ; [148 239],[38.98785425 68.01214575] ; [141.01214575 245.98785425],0
a1,1,0.153175,2.040343,[  1 106] ; [ 14 374],[  3.24242424 103.75757576] ; [ 11.75757576 376.24242424],0
p6,1,0.153804,2.034109,[29 77] ; [133 250],[35.11656442 70.88343558] ; [126.88343558 256.11656442],0
a8,1,0.189215,1.72372,[ 9 87] ; [ 51 300],[12.88590604 83.11409396] ; [ 47.11409396 303.88590604],0
n3,1,0.193478,1.690936,[25  6] ; [56 26],[22.22123894  8.77876106] ; [58.77876106 23.22123894],0
n6,1,0.295409,1.094803,[84 23] ; [320  66],[87.68356998 19.31643002] ; [316.31643002  69.68356998],0
s4,1,0.303085,1.060573,[16 90] ; [ 44 342],[12.92682927 93.07317073] ; [ 47.07317073 338.92682927],0
p5,1,0.329405,0.951237,[  4 103] ; [ 24 363],[  6.06477733 100.93522267] ; [ 21.93522267 365.06477733],0
p12,1,0.366309,0.816147,[  4 103] ; [ 23 361],[  5.88391039 101.11608961] ; [ 21.11608961 362.88391039],0
p7,1,0.398713,0.712204,[64 42] ; [247 134],[67.69199179 38.30800821] ; [243.30800821 137.69199179],0
n5,1,0.402443,0.701014,[73 33] ; [281 104],[76.42362525 29.57637475] ; [277.57637475 107.42362525],0
p3,1,0.414756,0.665125,[45 61] ; [182 206],[48.70850202 57.29149798] ; [178.29149798 209.70850202],0
v1,1,0.465487,0.53267,[50 54] ; [197 181],[53.29460581 50.70539419] ; [193.70539419 184.29460581],0
n2,1,0.57734,0.310555,[22  9] ; [53 28],[20.75892857 10.24107143] ; [54.24107143 26.75892857],0
b1,1,0.744213,0.106459,[41 66] ; [142 246],[39.55757576 67.44242424] ; [143.44242424 244.55757576],0
s1,1,0.78807,0.072263,[  2 103] ; [  9 375],[  2.36196319 102.63803681] ; [  8.63803681 375.36196319],0
n1,1,0.842976,0.039239,[ 9 22] ; [22 59],[ 8.58035714 22.41964286] ; [22.41964286 58.58035714],0
s3,1,0.881769,0.02212,[50 55] ; [186 198],[50.67484663 54.32515337] ; [185.32515337 198.67484663],0
b5,1,0.938372,0.005978,[68 39] ; [245 143],[67.65858586 39.34141414] ; [245.34141414 142.65858586],0
