Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.0,36.093389,[ 11 224] ; [21 50],[ 24.5751634 210.4248366] ; [ 7.4248366 63.5751634],1
s6,1,8e-06,19.975561,[ 89 147] ; [47 22],[105.23278689 130.76721311] ; [30.76721311 38.23278689],1
p3,1,0.000892,11.038724,[ 99 135] ; [46 25],[111.24590164 122.75409836] ; [33.75409836 37.24590164],1
s4,1,0.000986,10.853243,[ 14 220] ; [13 56],[ 20.85148515 213.14851485] ; [ 6.14851485 62.85148515],1
p10,1,0.002871,8.887858,[169  63] ; [63  7],[178.22516556  53.77483444] ; [53.77483444 16.22516556],0
p7,1,0.004212,8.189971,[125 106] ; [52 19],[135.38741722  95.61258278] ; [41.61258278 29.38741722],0
r4,1,0.00556,7.687574,[190  46] ; [67  4],[197.56351792  38.43648208] ; [59.43648208 11.56351792],0
s8,1,0.006172,7.499428,[ 55 180] ; [28 42],[ 63.95081967 171.04918033] ; [19.04918033 50.95081967],0
s7,1,0.009403,6.744612,[ 57 164] ; [28 38],[ 65.45296167 155.54703833] ; [19.54703833 46.45296167],0
p12,1,0.009651,6.69818,[  8 225] ; [ 8 63],[ 12.26315789 220.73684211] ; [ 3.73684211 67.26315789],0
p6,1,0.009654,6.697622,[ 69 162] ; [33 38],[ 78.01986755 152.98013245] ; [23.98013245 47.01986755],0
r1,1,0.009769,6.676603,[170  65] ; [62  9],[178.16993464  56.83006536] ; [53.83006536 17.16993464],0
b5,1,0.01477,5.943698,[148  88] ; [33 38],[139.14006515  96.85993485] ; [41.85993485 29.14006515],0
p4,1,0.021037,5.323762,[124 110] ; [48 22],[132.39473684 101.60526316] ; [39.60526316 30.39473684],0
u1,1,0.036196,4.38784,[ 32 204] ; [17 54],[ 37.66775244 198.33224756] ; [11.33224756 59.66775244],0
p9,1,0.058055,3.592093,[177  54] ; [61  9],[182.65116279  48.34883721] ; [55.34883721 14.65116279],0
v4,1,0.072624,3.222698,[209  27] ; [68  3],[212.93811075  23.06188925] ; [64.06188925  6.93811075],0
