Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.002011,9.539327,[2 2] ; [52  3],[3.66101695 0.33898305] ; [50.33898305  4.66101695],0
s3,1,0.004909,7.91279,[1 3] ; [46  9],[3.18644068 0.81355932] ; [43.81355932 11.18644068],0
s6,1,0.015803,5.824671,[2 2] ; [49  5],[3.51724138 0.48275862] ; [47.48275862  6.51724138],0
s2,1,0.034646,4.46256,[1 3] ; [41 14],[2.84745763 1.15254237] ; [39.15254237 15.84745763],0
p7,1,0.051666,3.786557,[2 2] ; [46  7],[3.36842105 0.63157895] ; [44.63157895  8.36842105],0
p11,1,0.068034,3.329833,[2 2] ; [47  8],[3.3220339 0.6779661] ; [45.6779661  9.3220339],0
p6,1,0.082815,3.008777,[1 3] ; [36 17],[2.59649123 1.40350877] ; [34.40350877 18.59649123],0
s4,1,0.095367,2.781371,[2 2] ; [ 9 46],[0.74576271 3.25423729] ; [10.25423729 44.74576271],0
b5,1,0.106214,2.609666,[3 1] ; [19 36],[1.49152542 2.50847458] ; [20.50847458 34.49152542],0
b1,1,0.171401,1.870647,[3 1] ; [22 33],[1.69491525 2.30508475] ; [23.30508475 31.69491525],0
n4,1,0.219024,1.510758,[3 1] ; [51  4],[3.66101695 0.33898305] ; [50.33898305  4.66101695],0
r1,1,0.309434,1.03309,[3 1] ; [50  5],[3.59322034 0.40677966] ; [49.40677966  5.59322034],0
n5,1,0.309434,1.03309,[3 1] ; [50  5],[3.59322034 0.40677966] ; [49.40677966  5.59322034],0
p4,1,0.309434,1.03309,[3 1] ; [50  5],[3.59322034 0.40677966] ; [49.40677966  5.59322034],0
b4,1,0.351542,0.867883,[3 1] ; [28 27],[2.10169492 1.89830508] ; [28.89830508 26.10169492],0
d2,1,0.387981,0.74526,[3 1] ; [29 26],[2.16949153 1.83050847] ; [29.83050847 25.16949153],0
p8,1,0.488795,0.479178,[3 1] ; [48  7],[3.45762712 0.54237288] ; [47.54237288  7.45762712],0
v2,1,0.516349,0.421181,[3 1] ; [31 22],[2.38596491 1.61403509] ; [31.61403509 21.38596491],0
v3,1,0.562403,0.335561,[3 1] ; [32 21],[2.45614035 1.54385965] ; [32.54385965 20.45614035],0
a3,1,0.574469,0.315263,[3 1] ; [47  8],[3.38983051 0.61016949] ; [46.61016949  8.38983051],0
u1,1,0.656682,0.197579,[1 3] ; [ 9 46],[0.6779661 3.3220339] ; [ 9.3220339 45.6779661],0
a2,1,0.656682,0.197579,[1 3] ; [ 9 46],[0.6779661 3.3220339] ; [ 9.3220339 45.6779661],0
a6,1,0.694249,0.154524,[2 2] ; [33 22],[2.37288136 1.62711864] ; [32.62711864 22.37288136],0
p3,1,0.735321,0.114282,[3 1] ; [45 10],[3.25423729 0.74576271] ; [44.74576271 10.25423729],0
d1,1,0.804277,0.061413,[3 1] ; [38 17],[2.77966102 1.22033898] ; [38.22033898 16.77966102],0
a4,1,0.860152,0.03104,[2 2] ; [25 30],[1.83050847 2.16949153] ; [25.16949153 29.83050847],0
a7,1,0.861532,0.030424,[3 1] ; [39 16],[2.84745763 1.15254237] ; [39.15254237 15.84745763],0
a5,1,0.882154,0.021975,[3 1] ; [43 12],[3.11864407 0.88135593] ; [42.88135593 12.11864407],0
b2,1,0.89956,0.015931,[1 1] ; [20 24],[0.91304348 1.08695652] ; [20.08695652 23.91304348],0
b3,1,0.89956,0.015931,[1 1] ; [20 24],[0.91304348 1.08695652] ; [20.08695652 23.91304348],0
s5,1,0.944899,0.004777,[2 1] ; [33 18],[1.94444444 1.05555556] ; [33.05555556 17.94444444],0
d3,1,0.950645,0.003831,[3 1] ; [42 13],[3.05084746 0.94915254] ; [41.94915254 13.05084746],0
