Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.550829,[69 73] ; [ 8 56],[53.0776699 88.9223301] ; [23.9223301 40.0776699],1
p8,1,1e-06,24.220294,[93 50] ; [18 46],[76.68115942 66.31884058] ; [34.31884058 29.68115942],1
s5,1,0.001216,10.465546,[64 77] ; [13 48],[53.74752475 87.25247525] ; [23.25247525 37.74752475],0
p3,1,0.001229,10.446707,[85 60] ; [22 42],[74.23444976 70.76555024] ; [32.76555024 31.23444976],0
b5,1,0.001822,9.720552,[59 86] ; [41 23],[69.37799043 75.62200957] ; [30.62200957 33.37799043],0
v3,1,0.001885,9.657982,[65 80] ; [13 47],[55.17073171 89.82926829] ; [22.82926829 37.17073171],0
p4,1,0.004768,7.96539,[91 53] ; [27 37],[81.69230769 62.30769231] ; [36.30769231 27.69230769],0
s8,1,0.006145,7.507184,[75 70] ; [20 44],[65.90909091 79.09090909] ; [29.09090909 34.90909091],0
r4,1,0.010011,6.632933,[124  21] ; [45 19],[117.24880383  27.75119617] ; [51.75119617 12.24880383],0
s3,1,0.013573,6.092843,[91 52] ; [29 35],[82.89855072 60.10144928] ; [37.10144928 26.89855072],0
s4,1,0.014322,5.998041,[ 32 113] ; [ 5 58],[ 25.79326923 119.20673077] ; [11.20673077 51.79326923],0
d3,1,0.020444,5.373538,[75 70] ; [22 42],[67.29665072 77.70334928] ; [29.70334928 34.29665072],0
s7,1,0.027961,4.830486,[81 57] ; [26 36],[73.83 64.17] ; [33.17 28.83],0
v2,1,0.043342,4.082019,[76 67] ; [23 38],[69.39705882 73.60294118] ; [29.60294118 31.39705882],0
r1,1,0.047917,3.912897,[110  35] ; [40 24],[104.06698565  40.93301435] ; [45.93301435 18.06698565],0
d5,1,0.050701,3.818139,[111  33] ; [41 23],[105.23076923  38.76923077] ; [46.76923077 17.23076923],0
d4,1,0.05307,3.741709,[112  31] ; [42 22],[106.38647343  36.61352657] ; [47.61352657 16.38647343],0
p5,1,0.056182,3.64664,[ 23 122] ; [ 4 60],[ 18.73205742 126.26794258] ; [ 8.26794258 55.73205742],0
p10,1,0.081101,3.042706,[118  25] ; [46 18],[113.29468599  29.70531401] ; [50.70531401 13.29468599],0
s2,1,0.085824,2.951012,[74 71] ; [24 39],[68.31730769 76.68269231] ; [29.68269231 33.31730769],0
v1,1,0.092486,2.830554,[80 62] ; [27 35],[74.48039216 67.51960784] ; [32.51960784 29.48039216],0
b4,1,0.098051,2.736959,[75 70] ; [41 23],[80.4784689 64.5215311] ; [35.5215311 28.4784689],0
r3,1,0.142378,2.152065,[134  11] ; [55  9],[131.12440191  13.87559809] ; [57.87559809  6.12440191],0
u2,1,0.145516,2.118632,[25 19] ; [ 7 12],[22.34920635 21.65079365] ; [9.65079365 9.34920635],0
p11,1,0.154795,2.024356,[119  26] ; [47 17],[115.16746411  29.83253589] ; [50.83253589 13.16746411],0
a6,1,0.184502,1.760986,[56 89] ; [31 33],[60.35885167 84.64114833] ; [26.64114833 37.35885167],0
a4,1,0.272307,1.20509,[58 86] ; [31 33],[61.61538462 82.38461538] ; [27.38461538 36.61538462],0
a1,1,0.28001,1.167043,[ 10 135] ; [ 2 62],[  8.32535885 136.67464115] ; [ 3.67464115 60.32535885],0
d1,1,0.318961,0.9932,[72 73] ; [27 37],[68.68421053 76.31578947] ; [30.31578947 33.68421053],0
u3,1,0.34647,0.886344,[17 27] ; [ 5 14],[15.36507937 28.63492063] ; [ 6.63492063 12.36507937],0
d2,1,0.430866,0.620487,[72 73] ; [28 36],[69.37799043 75.62200957] ; [30.62200957 33.37799043],0
n3,1,0.438578,0.6,[28 12] ; [12  8],[26.66666667 13.33333333] ; [13.33333333  6.66666667],0
a5,1,0.485588,0.486287,[100  45] ; [41 23],[97.82296651 47.17703349] ; [43.17703349 20.82296651],0
s6,1,0.521336,0.41125,[91 49] ; [38 25],[88.96551724 51.03448276] ; [40.03448276 22.96551724],0
n4,1,0.541843,0.372134,[114  30] ; [53 11],[115.61538462  28.38461538] ; [51.38461538 12.61538462],0
u1,1,0.542212,0.371455,[ 10 135] ; [ 3 61],[  9.01913876 135.98086124] ; [ 3.98086124 60.01913876],0
n2,1,0.550097,0.357143,[29 11] ; [13  7],[28. 12.] ; [14.  6.],0
n1,1,0.565853,0.32967,[15 25] ; [ 6 14],[14. 26.] ; [ 7. 13.],0
r2,1,0.569701,0.323182,[126  16] ; [55  9],[124.76699029  17.23300971] ; [56.23300971  7.76699029],0
s1,1,0.597405,0.278927,[  4 140] ; [ 1 63],[  3.46153846 140.53846154] ; [ 1.53846154 62.46153846],0
b3,1,0.605931,0.266142,[39 53] ; [17 28],[37.60583942 54.39416058] ; [18.39416058 26.60583942],0
b2,1,0.605931,0.266142,[39 53] ; [17 28],[37.60583942 54.39416058] ; [18.39416058 26.60583942],0
p9,1,0.635175,0.225108,[120  24] ; [55  9],[121.15384615  22.84615385] ; [53.84615385 10.15384615],0
n6,1,0.677519,0.172932,[120  24] ; [51 12],[118.95652174  25.04347826] ; [52.04347826 10.95652174],0
a8,1,0.681207,0.168771,[ 16 121] ; [ 8 50],[ 16.86153846 120.13846154] ; [ 7.13846154 50.86153846],0
b1,1,0.742314,0.108103,[67 78] ; [28 36],[65.90909091 79.09090909] ; [29.09090909 34.90909091],0
n5,1,0.775363,0.081435,[115  29] ; [50 14],[114.23076923  29.76923077] ; [50.76923077 13.23076923],0
v4,1,0.810227,0.057664,[133  10] ; [58  5],[132.58737864  10.41262136] ; [58.41262136  4.58737864],0
p12,1,0.852022,0.034797,[  8 135] ; [ 4 60],[  8.28985507 134.71014493] ; [ 3.71014493 60.28985507],0
a2,1,0.924383,0.009009,[ 13 132] ; [ 6 58],[ 13.18181818 131.81818182] ; [ 5.81818182 58.18181818],0
p1,1,0.954774,0.003216,[ 11 134] ; [ 5 59],[ 11.10047847 133.89952153] ; [ 4.89952153 59.10047847],0
a3,1,0.979844,0.000638,[101  43] ; [45 19],[101.07692308  42.92307692] ; [44.92307692 19.07692308],0
