Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.000179,14.034761,[24 45] ; [30 12],[33.56756757 35.43243243] ; [20.43243243 21.56756757],1
a4,1,0.000913,10.996364,[ 7 63] ; [15 27],[13.75 56.25] ; [ 8.25 33.75],1
r1,1,0.004244,8.17634,[36 34] ; [33  9],[43.125 26.875] ; [25.875 16.125],0
s7,1,0.010967,6.470653,[11 56] ; [15 24],[16.43396226 50.56603774] ; [ 9.56603774 29.43396226],0
p7,1,0.012397,6.253139,[32 35] ; [10 32],[25.81651376 41.18348624] ; [16.18348624 25.81651376],0
d2,1,0.05872,3.573183,[12 58] ; [14 29],[16.10619469 53.89380531] ; [ 9.89380531 33.10619469],0
r4,1,0.07035,3.274831,[44 26] ; [34  9],[48.31858407 21.68141593] ; [29.68141593 13.31858407],0
b3,1,0.087017,2.928719,[13 31] ; [13 13],[16.34285714 27.65714286] ; [ 9.65714286 16.34285714],0
b2,1,0.087017,2.928719,[13 31] ; [13 13],[16.34285714 27.65714286] ; [ 9.65714286 16.34285714],0
a7,1,0.087618,2.917597,[30 40] ; [25 17],[34.375 35.625] ; [20.625 21.375],0
a8,1,0.090103,2.872529,[ 6 61] ; [ 8 31],[ 8.8490566 58.1509434] ; [ 5.1509434 33.8490566],0
a6,1,0.094891,2.789376,[31 39] ; [26 17],[35.30973451 34.69026549] ; [21.69026549 21.30973451],0
n2,1,0.130169,2.290483,[18  9] ; [14  2],[20.09302326  6.90697674] ; [11.90697674  4.09302326],0
s8,1,0.133937,2.246274,[10 60] ; [11 32],[13.00884956 56.99115044] ; [ 7.99115044 35.00884956],0
s2,1,0.157828,1.99491,[19 50] ; [17 25],[22.37837838 46.62162162] ; [13.62162162 28.37837838],0
n4,1,0.161887,1.956506,[39 31] ; [29 13],[42.5 27.5] ; [25.5 16.5],0
r3,1,0.166285,1.916117,[54 16] ; [36  5],[56.75675676 13.24324324] ; [33.24324324  7.75675676],0
p10,1,0.181649,1.78408,[33 36] ; [25 16],[36.38181818 32.61818182] ; [21.61818182 19.38181818],0
n5,1,0.188913,1.726078,[39 30] ; [29 13],[42.27027027 26.72972973] ; [25.72972973 16.27027027],0
v4,1,0.191064,1.709397,[54 15] ; [37  5],[56.56756757 12.43243243] ; [34.43243243  7.56756757],0
v3,1,0.292993,1.105816,[13 56] ; [11 29],[15.19266055 53.80733945] ; [ 8.80733945 31.19266055],0
