Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6.8e-05,15.870357,[25  6] ; [54 78],[15.02453988 15.97546012] ; [63.97546012 68.02453988],1
p4,1,0.000192,13.910759,[22 10] ; [44 90],[12.72289157 19.27710843] ; [53.27710843 80.72289157],1
p3,1,0.00021,13.740864,[19 13] ; [ 34 100],[10.21686747 21.78313253] ; [42.78313253 91.21686747],1
p8,1,0.00064,11.657065,[21 11] ; [44 90],[12.53012048 19.46987952] ; [52.46987952 81.53012048],1
p1,1,0.012054,6.302883,[ 5 27] ; [  5 127],[ 1.95121951 30.04878049] ; [  8.04878049 123.95121951],0
r4,1,0.012634,6.219626,[30  2] ; [98 36],[24.6746988  7.3253012] ; [103.3253012  30.6746988],0
b1,1,0.027459,4.861724,[18 14] ; [47 87],[12.53012048 19.46987952] ; [52.46987952 81.53012048],0
p11,1,0.03252,4.570866,[26  6] ; [82 52],[20.81927711 11.18072289] ; [87.18072289 46.81927711],0
s8,1,0.082194,3.020984,[ 9 22] ; [ 21 113],[ 5.63636364 25.36363636] ; [ 24.36363636 109.63636364],0
a1,1,0.106104,2.611315,[ 3 29] ; [  4 130],[ 1.34939759 30.65060241] ; [  5.65060241 128.34939759],0
u2,1,0.116898,2.458399,[11  5] ; [29 33],[8.20512821 7.79487179] ; [31.79487179 30.20512821],0
s6,1,0.127091,2.32768,[17 13] ; [55 78],[13.25153374 16.74846626] ; [58.74846626 74.25153374],0
a2,1,0.147904,2.093732,[ 5 27] ; [ 10 124],[ 2.89156627 29.10843373] ; [ 12.10843373 121.89156627],0
p12,1,0.180482,1.793647,[ 3 29] ; [  5 129],[ 1.54216867 30.45783133] ; [  6.45783133 127.54216867],0
a4,1,0.206802,1.593672,[13 19] ; [39 95],[10.02409639 21.97590361] ; [41.97590361 92.02409639],0
p2,1,0.219504,1.507614,[26  6] ; [93 39],[23.2195122  8.7804878] ; [95.7804878 36.2195122],0
n6,1,0.229894,1.441519,[23  9] ; [81 53],[20.04819277 11.95180723] ; [83.95180723 50.04819277],0
s3,1,0.311892,1.022649,[ 9 23] ; [49 81],[11.45679012 20.54320988] ; [46.54320988 83.45679012],0
n2,1,0.312612,1.019608,[10  3] ; [24 15],[8.5 4.5] ; [25.5 13.5],0
r2,1,0.315613,1.007042,[29  2] ; [115  17],[27.38650307  3.61349693] ; [116.61349693  15.38650307],0
u3,1,0.342546,0.900878,[10  6] ; [30 31],[8.31168831 7.68831169] ; [31.68831169 29.31168831],0
d2,1,0.358868,0.84185,[13 19] ; [43 91],[10.79518072 21.20481928] ; [45.20481928 88.79518072],0
d4,1,0.377311,0.779445,[23  9] ; [106  28],[24.86746988  7.13253012] ; [104.13253012  29.86746988],0
p5,1,0.379009,0.773913,[ 2 30] ; [  4 129],[ 1.16363636 30.83636364] ; [  4.83636364 128.16363636],0
v3,1,0.395295,0.72259,[ 6 26] ; [33 94],[ 7.8490566 24.1509434] ; [31.1509434 95.8490566],0
v1,1,0.395568,0.721757,[12 19] ; [40 90],[10.01242236 20.98757764] ; [41.98757764 88.01242236],0
a5,1,0.411389,0.674783,[20 12] ; [73 61],[17.92771084 14.07228916] ; [75.07228916 58.92771084],0
r1,1,0.420432,0.649107,[24  8] ; [90 43],[22.10909091  9.89090909] ; [91.89090909 41.10909091],0
d3,1,0.497541,0.460179,[21 10] ; [82 52],[19.35151515 11.64848485] ; [83.64848485 50.35151515],0
s1,1,0.52416,0.405701,[ 2 30] ; [  5 129],[ 1.34939759 30.65060241] ; [  5.65060241 128.34939759],0
n1,1,0.58262,0.302019,[ 2 11] ; [ 9 31],[ 2.69811321 10.30188679] ; [ 8.30188679 31.69811321],0
v2,1,0.609559,0.260817,[16 15] ; [60 69],[14.725 16.275] ; [61.275 67.725],0
p10,1,0.61197,0.257316,[20 12] ; [76 56],[18.73170732 13.26829268] ; [77.26829268 54.73170732],0
b5,1,0.642592,0.215369,[21 11] ; [82 52],[19.85542169 12.14457831] ; [83.14457831 50.85542169],0
a8,1,0.71657,0.131803,[ 2 29] ; [  6 118],[ 1.6 29.4] ; [  6.4 117.6],0
a6,1,0.721305,0.127245,[18 14] ; [80 54],[18.89156627 13.10843373] ; [79.10843373 54.89156627],0
