Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002098,9.461907,[16  1] ; [20 19],[10.92857143  6.07142857] ; [25.07142857 13.92857143],0
p6,1,0.002923,8.854872,[8 9] ; [ 4 33],[ 3.77777778 13.22222222] ; [ 8.22222222 28.77777778],0
s8,1,0.003015,8.798391,[ 6 11] ; [ 2 37],[ 2.42857143 14.57142857] ; [ 5.57142857 33.42857143],0
p7,1,0.016692,5.728429,[12  5] ; [14 25],[7.89285714 9.10714286] ; [18.10714286 20.89285714],0
p4,1,0.029544,4.735646,[10  7] ; [11 28],[ 6.375 10.625] ; [14.625 24.375],0
n6,1,0.06589,3.382553,[13  4] ; [19 19],[9.89090909 7.10909091] ; [22.10909091 15.89090909],0
n5,1,0.102968,2.658961,[ 6 11] ; [23 16],[8.80357143 8.19642857] ; [20.19642857 18.80357143],0
p3,1,0.121483,2.398091,[ 7 10] ; [ 8 30],[ 4.63636364 12.36363636] ; [10.36363636 27.63636364],0
n3,1,0.162862,1.947453,[4 1] ; [10 12],[2.59259259 2.40740741] ; [11.40740741 10.59259259],0
s5,1,0.17159,1.868993,[ 4 12] ; [ 4 34],[ 2.37037037 13.62962963] ; [ 5.62962963 32.37037037],0
v3,1,0.224429,1.475826,[ 5 12] ; [ 6 33],[ 3.33928571 13.66071429] ; [ 7.66071429 31.33928571],0
b2,1,0.253089,1.306173,[2 9] ; [ 9 15],[3.45714286 7.54285714] ; [ 7.54285714 16.45714286],0
b3,1,0.253089,1.306173,[2 9] ; [ 9 15],[3.45714286 7.54285714] ; [ 7.54285714 16.45714286],0
a7,1,0.294176,1.100412,[10  7] ; [17 22],[8.19642857 8.80357143] ; [18.80357143 20.19642857],0
a3,1,0.294176,1.100412,[10  7] ; [17 22],[8.19642857 8.80357143] ; [18.80357143 20.19642857],0
p2,1,0.314048,1.013575,[9 8] ; [15 24],[7.28571429 9.71428571] ; [16.71428571 22.28571429],0
p10,1,0.315722,1.006586,[ 4 13] ; [ 5 34],[ 2.73214286 14.26785714] ; [ 6.26785714 32.73214286],0
d5,1,0.317852,0.997766,[12  5] ; [22 17],[10.32142857  6.67857143] ; [23.67857143 15.32142857],0
s3,1,0.371743,0.79783,[ 7 10] ; [11 27],[ 5.56363636 11.43636364] ; [12.43636364 25.56363636],0
p11,1,0.43166,0.618353,[8 9] ; [14 25],[ 6.67857143 10.32142857] ; [15.32142857 23.67857143],0
u3,1,0.437589,0.602597,[3 4] ; [ 6 16],[2.17241379 4.82758621] ; [ 6.82758621 15.17241379],0
v2,1,0.449454,0.572028,[ 7 10] ; [12 27],[ 5.76785714 11.23214286] ; [13.23214286 25.76785714],0
a6,1,0.450205,0.570136,[11  6] ; [21 18],[9.71428571 7.28571429] ; [22.28571429 16.71428571],0
b1,1,0.486507,0.484242,[10  7] ; [19 20],[8.80357143 8.19642857] ; [20.19642857 18.80357143],0
s4,1,0.514731,0.424438,[ 3 14] ; [10 29],[ 3.94642857 13.05357143] ; [ 9.05357143 29.94642857],0
d1,1,0.51578,0.422323,[ 5 12] ; [15 24],[ 6.07142857 10.92857143] ; [13.92857143 25.07142857],0
a4,1,0.543584,0.368937,[ 4 13] ; [12 26],[ 4.94545455 12.05454545] ; [11.05454545 26.94545455],0
s1,1,0.57323,0.317308,[ 2 14] ; [ 3 36],[ 1.45454545 14.54545455] ; [ 3.54545455 35.45454545],0
a2,1,0.597642,0.278567,[ 1 16] ; [ 4 35],[ 1.51785714 15.48214286] ; [ 3.48214286 35.51785714],0
a1,1,0.597642,0.278567,[ 1 16] ; [ 4 35],[ 1.51785714 15.48214286] ; [ 3.48214286 35.51785714],0
s7,1,0.616273,0.251141,[ 4 12] ; [ 7 30],[ 3.32075472 12.67924528] ; [ 7.67924528 29.32075472],0
s6,1,0.637403,0.222155,[ 5 12] ; [14 25],[ 5.76785714 11.23214286] ; [13.23214286 25.76785714],0
n4,1,0.640229,0.218443,[8 9] ; [21 18],[8.80357143 8.19642857] ; [20.19642857 18.80357143],0
d4,1,0.686357,0.163057,[11  6] ; [23 16],[10.32142857  6.67857143] ; [23.67857143 15.32142857],0
b5,1,0.771336,0.084465,[8 9] ; [20 19],[8.5 8.5] ; [19.5 19.5],0
d3,1,0.771336,0.084465,[8 9] ; [20 19],[8.5 8.5] ; [19.5 19.5],0
b4,1,0.771336,0.084465,[9 8] ; [19 20],[8.5 8.5] ; [19.5 19.5],0
u2,1,0.823218,0.049911,[3 4] ; [ 8 13],[2.75 4.25] ; [ 8.25 12.75],0
n1,1,0.826403,0.0481,[1 2] ; [ 6 16],[0.84 2.16] ; [ 6.16 15.84],0
d2,1,0.840205,0.040655,[8 9] ; [19 19],[8.34545455 8.65454545] ; [18.65454545 19.34545455],0
s2,1,0.866745,0.028155,[ 4 13] ; [10 29],[ 4.25 12.75] ; [ 9.75 29.25],0
u1,1,0.908254,0.013281,[ 1 16] ; [ 2 37],[ 0.91071429 16.08928571] ; [ 2.08928571 36.91071429],0
v1,1,0.970583,0.00136,[ 4 13] ; [ 9 30],[ 3.94642857 13.05357143] ; [ 9.05357143 29.94642857],0
p8,1,0.972046,0.001228,[ 5 12] ; [11 27],[ 4.94545455 12.05454545] ; [11.05454545 26.94545455],0
a5,1,0.991583,0.000111,[ 7 10] ; [16 23],[ 6.98214286 10.01785714] ; [16.01785714 22.98214286],0
