Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.3e-05,17.898751,[27 26] ; [12 63],[16.1484375 36.8515625] ; [22.8515625 52.1484375],1
v1,1,0.000168,14.16366,[32 19] ; [21 52],[21.7983871 29.2016129] ; [31.2016129 41.7983871],1
d3,1,0.000332,12.880539,[45  8] ; [41 34],[35.609375 17.390625] ; [50.390625 24.609375],1
d1,1,0.001167,10.541571,[32 21] ; [24 52],[23.00775194 29.99224806] ; [32.99224806 43.00775194],0
d4,1,0.001915,9.629582,[48  5] ; [51 25],[40.6744186 12.3255814] ; [58.3255814 17.6744186],0
p6,1,0.005304,7.772866,[23 27] ; [17 59],[15.87301587 34.12698413] ; [24.12698413 51.87301587],0
d5,1,0.007372,7.179995,[47  6] ; [52 24],[40.6744186 12.3255814] ; [58.3255814 17.6744186],0
n4,1,0.018951,5.506014,[40 13] ; [42 34],[33.68992248 19.31007752] ; [48.31007752 27.68992248],0
s6,1,0.023734,5.113959,[32 18] ; [33 43],[25.79365079 24.20634921] ; [39.20634921 36.79365079],0
s7,1,0.046102,3.977867,[22 27] ; [20 53],[16.86885246 32.13114754] ; [25.13114754 47.86885246],0
a2,1,0.062849,3.46056,[10 43] ; [ 6 70],[ 6.57364341 46.42635659] ; [ 9.42635659 66.57364341],0
r3,1,0.07467,3.177256,[49  4] ; [61 14],[45.546875  7.453125] ; [64.453125 10.546875],0
p3,1,0.079436,3.076403,[28 24] ; [29 47],[23.15625 28.84375] ; [33.84375 42.15625],0
s8,1,0.093072,2.820424,[19 34] ; [17 59],[14.79069767 38.20930233] ; [21.20930233 54.79069767],0
p12,1,0.097192,2.751022,[ 5 48] ; [ 2 73],[ 2.8984375 50.1015625] ; [ 4.1015625 70.8984375],0
n6,1,0.147181,2.101231,[44  9] ; [54 21],[40.578125 12.421875] ; [57.421875 17.578125],0
b4,1,0.193166,1.693306,[36 17] ; [43 33],[32.45736434 20.54263566] ; [46.54263566 29.45736434],0
s3,1,0.196846,1.665624,[27 26] ; [30 46],[23.41860465 29.58139535] ; [33.58139535 42.41860465],0
p11,1,0.20523,1.604763,[41 12] ; [51 25],[37.79844961 15.20155039] ; [54.20155039 21.79844961],0
n5,1,0.224654,1.474395,[36 17] ; [43 32],[32.7109375 20.2890625] ; [46.2890625 28.7109375],0
s5,1,0.231985,1.42865,[14 33] ; [15 59],[11.26446281 35.73553719] ; [17.73553719 56.26446281],0
p7,1,0.233961,1.416619,[30 23] ; [33 39],[26.712 26.288] ; [36.288 35.712],0
a3,1,0.279678,1.168653,[35 18] ; [43 33],[32.04651163 20.95348837] ; [45.95348837 30.04651163],0
a4,1,0.291629,1.112084,[17 36] ; [18 58],[14.37984496 38.62015504] ; [20.62015504 55.37984496],0
u1,1,0.360273,0.836941,[ 5 48] ; [ 4 72],[ 3.69767442 49.30232558] ; [ 5.30232558 70.69767442],0
p5,1,0.363495,0.825781,[ 7 46] ; [ 6 67],[ 5.46825397 47.53174603] ; [ 7.53174603 65.46825397],0
a5,1,0.383444,0.75963,[32 21] ; [40 36],[29.58139535 23.41860465] ; [42.41860465 33.58139535],0
a6,1,0.388959,0.742194,[38 15] ; [49 27],[35.74418605 17.25581395] ; [51.25581395 24.74418605],0
b2,1,0.462546,0.539726,[14 17] ; [15 26],[12.48611111 18.51388889] ; [16.51388889 24.48611111],0
