Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,26.508111,[19  4] ; [14 50],[ 8.72413793 14.27586207] ; [24.27586207 39.72413793],1
p7,1,5.3e-05,16.34671,[17  6] ; [16 46],[ 8.92941176 14.07058824] ; [24.07058824 37.92941176],1
p2,1,0.00013,14.642561,[21  2] ; [29 35],[13.2183908  9.7816092] ; [36.7816092 27.2183908],1
p3,1,0.000596,11.787707,[13 10] ; [12 52],[ 6.6091954 16.3908046] ; [18.3908046 45.6091954],1
v2,1,0.00156,10.005835,[14  7] ; [18 46],[ 7.90588235 13.09411765] ; [24.09411765 39.90588235],0
s8,1,0.003738,8.406757,[11 11] ; [12 53],[ 5.81609195 16.18390805] ; [17.18390805 47.81609195],0
p9,1,0.005388,7.744367,[20  3] ; [33 28],[14.51190476  8.48809524] ; [38.48809524 22.51190476],0
s2,1,0.00654,7.395274,[12  9] ; [16 48],[ 6.91764706 14.08235294] ; [21.08235294 42.91764706],0
p8,1,0.010619,6.527955,[12 11] ; [15 49],[ 7.13793103 15.86206897] ; [19.86206897 44.13793103],0
u2,1,0.011412,6.4,[6 2] ; [ 6 18],[3. 5.] ; [ 9. 15.],0
s7,1,0.013882,6.053066,[12  7] ; [20 43],[ 7.41463415 11.58536585] ; [24.58536585 38.41463415],0
p11,1,0.015707,5.835356,[18  5] ; [32 33],[13.06818182  9.93181818] ; [36.93181818 28.06818182],0
d5,1,0.02046,5.372219,[19  4] ; [36 29],[14.375  8.625] ; [40.625 24.375],0
b5,1,0.028995,4.767893,[16  7] ; [28 37],[11.5 11.5] ; [32.5 32.5],0
u1,1,0.034004,4.494524,[ 5 18] ; [ 4 61],[ 2.35227273 20.64772727] ; [ 6.64772727 58.35227273],0
a4,1,0.074287,3.185666,[12 11] ; [20 44],[ 8.45977011 14.54022989] ; [23.54022989 40.45977011],0
p5,1,0.077159,3.123751,[ 5 18] ; [ 5 58],[ 2.6744186 20.3255814] ; [ 7.3255814 55.6744186],0
r3,1,0.07776,3.111111,[14  7] ; [28 35],[10.5 10.5] ; [31.5 31.5],0
v4,1,0.080924,3.046255,[16  5] ; [35 29],[12.6  8.4] ; [38.4 25.6],0
p10,1,0.095623,2.777075,[17  6] ; [34 29],[13.63953488  9.36046512] ; [37.36046512 25.63953488],0
s6,1,0.128894,2.305776,[11 10] ; [22 43],[ 8.05813953 12.94186047] ; [24.94186047 40.05813953],0
b1,1,0.14813,2.091399,[15  8] ; [31 34],[12.02272727 10.97727273] ; [33.97727273 31.02272727],0
n6,1,0.155571,2.016759,[18  5] ; [39 24],[15.24418605  7.75581395] ; [41.75581395 21.24418605],0
r2,1,0.181506,1.785252,[15  6] ; [34 28],[12.39759036  8.60240964] ; [36.60240964 25.39759036],0
a2,1,0.187654,1.735939,[ 5 18] ; [ 7 58],[ 3.13636364 19.86363636] ; [ 8.86363636 56.13636364],0
a5,1,0.189348,1.722683,[16  7] ; [35 30],[13.32954545  9.67045455] ; [37.67045455 27.32954545],0
