Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.008042,7.024062,[14 11] ; [ 7 25],[ 9.21052632 15.78947368] ; [11.78947368 20.21052632],0
p6,1,0.008994,6.824099,[11 14] ; [ 4 27],[ 6.69642857 18.30357143] ; [ 8.30357143 22.69642857],0
p8,1,0.013273,6.132292,[11 13] ; [ 5 27],[ 6.85714286 17.14285714] ; [ 9.14285714 22.85714286],0
r3,1,0.025316,5.002115,[21  4] ; [18 14],[17.10526316  7.89473684] ; [21.89473684 10.10526316],0
v4,1,0.035872,4.403165,[21  4] ; [18 13],[17.41071429  7.58928571] ; [21.58928571  9.41071429],0
d4,1,0.041426,4.158504,[14 11] ; [ 9 22],[10.26785714 14.73214286] ; [12.73214286 18.26785714],0
p7,1,0.043637,4.070538,[17  7] ; [14 18],[13.28571429 10.71428571] ; [17.71428571 14.28571429],0
b1,1,0.047048,3.94367,[16  9] ; [12 20],[12.28070175 12.71929825] ; [15.71929825 16.28070175],0
n1,1,0.052079,3.773243,[8 4] ; [ 4 10],[5.53846154 6.46153846] ; [6.46153846 7.53846154],0
p10,1,0.052991,3.744209,[ 6 18] ; [ 2 29],[ 3.49090909 20.50909091] ; [ 4.50909091 26.49090909],0
v2,1,0.055134,3.678019,[11 14] ; [ 6 24],[ 7.72727273 17.27272727] ; [ 9.27272727 20.72727273],0
b5,1,0.091374,2.85,[15 10] ; [12 20],[11.84210526 13.15789474] ; [15.15789474 16.84210526],0
s5,1,0.10247,2.666667,[ 1 23] ; [ 6 26],[ 3. 21.] ; [ 4. 28.],0
r1,1,0.146355,2.109833,[18  7] ; [17 15],[15.35087719  9.64912281] ; [19.64912281 12.35087719],0
n6,1,0.146355,2.109833,[18  7] ; [17 15],[15.35087719  9.64912281] ; [19.64912281 12.35087719],0
a3,1,0.155097,2.02139,[12 12] ; [10 22],[ 9.42857143 14.57142857] ; [12.57142857 19.42857143],0
a5,1,0.212699,1.552961,[11 14] ; [ 9 23],[ 8.77192982 16.22807018] ; [11.22807018 20.77192982],0
n2,1,0.228421,1.450667,[11  2] ; [9 5],[9.62962963 3.37037037] ; [10.37037037  3.62962963],0
s4,1,0.246277,1.344298,[ 2 23] ; [ 6 26],[ 3.50877193 21.49122807] ; [ 4.49122807 27.50877193],0
a8,1,0.268925,1.222222,[ 4 21] ; [ 2 28],[ 2.72727273 22.27272727] ; [ 3.27272727 26.72727273],0
v3,1,0.269133,1.221161,[ 9 16] ; [ 7 24],[ 7.14285714 17.85714286] ; [ 8.85714286 22.14285714],0
a6,1,0.273637,1.198425,[13 12] ; [12 20],[10.96491228 14.03508772] ; [14.03508772 17.96491228],0
b3,1,0.345607,0.88952,[6 7] ; [ 7 16],[4.69444444 8.30555556] ; [ 8.30555556 14.69444444],0
b2,1,0.345607,0.88952,[6 7] ; [ 7 16],[4.69444444 8.30555556] ; [ 8.30555556 14.69444444],0
p2,1,0.392224,0.732036,[13 12] ; [13 19],[11.40350877 13.59649123] ; [14.59649123 17.40350877],0
r4,1,0.409269,0.680923,[16  9] ; [17 15],[14.47368421 10.52631579] ; [18.52631579 13.47368421],0
a1,1,0.413415,0.668958,[ 2 23] ; [ 1 31],[ 1.31578947 23.68421053] ; [ 1.68421053 30.31578947],0
s7,1,0.449931,0.570825,[ 6 18] ; [ 5 25],[ 4.88888889 19.11111111] ; [ 6.11111111 23.88888889],0
a4,1,0.45628,0.555003,[ 3 22] ; [ 6 25],[ 4.01785714 20.98214286] ; [ 4.98214286 26.01785714],0
r2,1,0.479477,0.500052,[20  5] ; [23  9],[18.85964912  6.14035088] ; [24.14035088  7.85964912],0
s6,1,0.492165,0.471791,[10 15] ; [10 22],[ 8.77192982 16.22807018] ; [11.22807018 20.77192982],0
p4,1,0.494525,0.466667,[ 8 16] ; [ 8 24],[ 6.85714286 17.14285714] ; [ 9.14285714 22.85714286],0
v1,1,0.525628,0.402837,[ 9 16] ; [ 9 23],[ 7.89473684 17.10526316] ; [10.10526316 21.89473684],0
p11,1,0.535913,0.383167,[13 12] ; [14 18],[11.84210526 13.15789474] ; [15.15789474 16.84210526],0
n4,1,0.553979,0.350237,[16  9] ; [18 14],[14.9122807 10.0877193] ; [19.0877193 12.9122807],0
p3,1,0.559477,0.34061,[ 8 17] ; [ 8 24],[ 7.01754386 17.98245614] ; [ 8.98245614 23.01754386],0
n3,1,0.568261,0.3256,[10  3] ; [8 4],[9.36 3.64] ; [8.64 3.36],0
b4,1,0.577664,0.310027,[13 12] ; [19 13],[14.03508772 10.96491228] ; [17.96491228 14.03508772],0
p1,1,0.582778,0.301765,[ 2 23] ; [ 4 28],[ 2.63157895 22.36842105] ; [ 3.36842105 28.63157895],0
u2,1,0.609923,0.260287,[6 6] ; [ 9 13],[5.29411765 6.70588235] ; [ 9.70588235 12.29411765],0
u3,1,0.689095,0.160066,[5 8] ; [ 7 15],[4.45714286 8.54285714] ; [ 7.54285714 14.45714286],0
d2,1,0.725631,0.123161,[ 6 19] ; [ 9 23],[ 6.57894737 18.42105263] ; [ 8.42105263 23.57894737],0
s3,1,0.749217,0.10219,[12 13] ; [14 18],[11.40350877 13.59649123] ; [14.59649123 17.40350877],0
s2,1,0.751,0.100693,[ 8 17] ; [ 9 23],[ 7.45614035 17.54385965] ; [ 9.54385965 22.45614035],0
n5,1,0.775993,0.080966,[15 10] ; [18 14],[14.47368421 10.52631579] ; [18.52631579 13.47368421],0
s1,1,0.779973,0.078039,[ 3 22] ; [ 3 28],[ 2.67857143 22.32142857] ; [ 3.32142857 27.67857143],0
d1,1,0.797444,0.065873,[ 2 23] ; [ 2 30],[ 1.75438596 23.24561404] ; [ 2.24561404 29.75438596],0
p5,1,0.835331,0.04321,[ 1 23] ; [ 1 31],[ 0.85714286 23.14285714] ; [ 1.14285714 30.85714286],0
u1,1,0.858603,0.031739,[ 1 24] ; [ 1 31],[ 0.87719298 24.12280702] ; [ 1.12280702 30.87719298],0
s8,1,0.954488,0.003257,[ 3 22] ; [ 4 28],[ 3.07017544 21.92982456] ; [ 3.92982456 28.07017544],0
