Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.008791,6.864882,[ 5 13] ; [23 12],[9.50943396 8.49056604] ; [18.49056604 16.50943396],0
p3,1,0.011911,6.324135,[9 9] ; [ 6 29],[ 5.09433962 12.90566038] ; [ 9.90566038 25.09433962],0
d2,1,0.014306,6.0,[ 2 16] ; [16 20],[ 6. 12.] ; [12. 24.],0
s2,1,0.020447,5.373355,[9 9] ; [ 7 29],[ 5.33333333 12.66666667] ; [10.66666667 25.33333333],0
p7,1,0.065248,3.398693,[10  8] ; [10 24],[ 6.92307692 11.07692308] ; [13.07692308 20.92307692],0
p2,1,0.094736,2.791996,[14  4] ; [19 16],[11.20754717  6.79245283] ; [21.79245283 13.20754717],0
p8,1,0.104967,2.6284,[ 8 10] ; [ 8 27],[ 5.43396226 12.56603774] ; [10.56603774 24.43396226],0
u3,1,0.106864,2.6,[7 6] ; [ 3 10],[5. 8.] ; [5. 8.],0
s6,1,0.106965,2.598496,[9 9] ; [10 26],[ 6.33333333 11.66666667] ; [12.66666667 23.33333333],0
b4,1,0.117185,2.454545,[ 8 10] ; [24 12],[10.66666667  7.33333333] ; [21.33333333 14.66666667],0
a4,1,0.14018,2.175987,[ 3 15] ; [13 23],[ 5.33333333 12.66666667] ; [10.66666667 25.33333333],0
a7,1,0.163063,1.945588,[9 9] ; [25 11],[11.33333333  6.66666667] ; [22.66666667 13.33333333],0
v4,1,0.171685,1.86817,[14  4] ; [20 14],[11.76923077  6.23076923] ; [22.23076923 11.76923077],0
r2,1,0.216989,1.52417,[ 8 10] ; [20 12],[10.08  7.92] ; [17.92 14.08],0
d3,1,0.236289,1.402597,[13  5] ; [20 16],[11.  7.] ; [22. 14.],0
u2,1,0.239317,1.384615,[5 8] ; [8 5],[6.5 6.5] ; [6.5 6.5],0
n1,1,0.244551,1.354167,[3 5] ; [ 3 15],[1.84615385 6.15384615] ; [ 4.15384615 13.84615385],0
v2,1,0.24923,1.327614,[ 5 13] ; [15 19],[ 6.92307692 11.07692308] ; [13.07692308 20.92307692],0
r1,1,0.300239,1.073132,[ 4 14] ; [13 23],[ 5.66666667 12.33333333] ; [11.33333333 24.66666667],0
p6,1,0.325824,0.965426,[ 1 17] ; [ 5 29],[ 2.07692308 15.92307692] ; [ 3.92307692 30.07692308],0
n6,1,0.334594,0.931034,[10  8] ; [15 21],[8.33333333 9.66666667] ; [16.66666667 19.33333333],0
s8,1,0.358326,0.84375,[ 3 15] ; [ 3 33],[ 2. 16.] ; [ 4. 32.],0
s5,1,0.39477,0.7242,[ 5 13] ; [ 6 28],[ 3.80769231 14.19230769] ; [ 7.19230769 26.80769231],0
v3,1,0.414373,0.666218,[ 2 16] ; [ 7 28],[ 3.05660377 14.94339623] ; [ 5.94339623 29.05660377],0
d1,1,0.433422,0.613636,[ 6 12] ; [16 20],[ 7.33333333 10.66666667] ; [14.66666667 21.33333333],0
s4,1,0.438578,0.6,[ 2 16] ; [ 7 29],[ 3. 15.] ; [ 6. 30.],0
b1,1,0.440161,0.595862,[11  7] ; [18 18],[9.66666667 8.33333333] ; [19.33333333 16.66666667],0
n3,1,0.48384,0.490196,[4 4] ; [11  6],[4.8 3.2] ; [10.2  6.8],0
v1,1,0.518769,0.41634,[ 8 10] ; [12 22],[ 6.92307692 11.07692308] ; [13.07692308 20.92307692],0
n4,1,0.519249,0.415385,[ 4 14] ; [11 25],[ 5. 13.] ; [10. 26.],0
p11,1,0.561276,0.3375,[9 9] ; [15 21],[ 8. 10.] ; [16. 20.],0
p10,1,0.57253,0.318468,[ 7 11] ; [16 18],[ 7.96153846 10.03846154] ; [15.03846154 18.96153846],0
n2,1,0.596613,0.280135,[4 4] ; [ 7 11],[3.38461538 4.61538462] ; [ 7.61538462 10.38461538],0
p5,1,0.625393,0.23836,[ 1 17] ; [ 1 34],[ 0.67924528 17.32075472] ; [ 1.32075472 33.67924528],0
b5,1,0.697132,0.151473,[11  7] ; [20 16],[10.33333333  7.66666667] ; [20.66666667 15.33333333],0
a6,1,0.699526,0.148966,[9 9] ; [16 20],[8.33333333 9.66666667] ; [16.66666667 19.33333333],0
r3,1,0.840309,0.040602,[12  6] ; [23 13],[11.66666667  6.33333333] ; [23.33333333 12.66666667],0
d5,1,0.840309,0.040602,[12  6] ; [23 13],[11.66666667  6.33333333] ; [23.33333333 12.66666667],0
a5,1,0.845708,0.037868,[ 8 10] ; [15 21],[ 7.66666667 10.33333333] ; [15.33333333 20.66666667],0
s7,1,0.851364,0.03511,[ 4 13] ; [ 7 26],[ 3.74 13.26] ; [ 7.26 25.74],0
p9,1,0.921516,0.009707,[9 9] ; [17 18],[8.83018868 9.16981132] ; [17.16981132 17.83018868],0
p1,1,0.981106,0.000561,[ 1 17] ; [ 2 33],[ 1.01886792 16.98113208] ; [ 1.98113208 33.01886792],0
s3,1,1.0,0.0,[ 7 10] ; [14 20],[ 7. 10.] ; [14. 20.],0
d4,1,1.0,0.0,[14  4] ; [28  8],[14.  4.] ; [28.  8.],0
