Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,3e-06,21.666586,[22  3] ; [39 68],[11.5530303 13.4469697] ; [49.4469697 57.5530303],1
p2,1,0.394327,0.725556,[18  7] ; [68 40],[16.16541353  8.83458647] ; [69.83458647 38.16541353],0
n1,1,0.423711,0.64,[2 6] ; [16 24],[3. 5.] ; [15. 25.],0
a7,1,0.438017,0.601473,[15 10] ; [55 52],[13.25757576 11.74242424] ; [56.74242424 50.25757576],0
p11,1,0.442289,0.590336,[18  7] ; [69 39],[16.35338346  8.64661654] ; [70.64661654 37.35338346],0
d4,1,0.452865,0.563471,[14 11] ; [51 56],[12.31060606 12.68939394] ; [52.68939394 54.31060606],0
a3,1,0.460736,0.544105,[10 14] ; [53 53],[11.63076923 12.36923077] ; [51.36923077 54.63076923],0
n4,1,0.500291,0.454319,[16  9] ; [60 46],[14.50381679 10.49618321] ; [61.49618321 44.50381679],0
b1,1,0.507676,0.438855,[12 13] ; [44 64],[10.52631579 14.47368421] ; [45.47368421 62.52631579],0
b5,1,0.564191,0.3325,[13 12] ; [63 45],[14.28571429 10.71428571] ; [61.71428571 46.28571429],0
a8,1,0.631736,0.229714,[ 4 21] ; [12 85],[ 3.27868852 21.72131148] ; [12.72131148 84.27868852],0
r1,1,0.638126,0.221202,[16  9] ; [63 44],[14.96212121 10.03787879] ; [64.03787879 42.96212121],0
a2,1,0.638184,0.221125,[ 1 24] ; [  7 101],[ 1.5037594 23.4962406] ; [  6.4962406 101.5037594],0
a6,1,0.666582,0.185626,[13 12] ; [51 57],[12.03007519 12.96992481] ; [51.96992481 56.03007519],0
b3,1,0.721602,0.126963,[5 8] ; [22 44],[4.44303797 8.55696203] ; [22.55696203 43.44303797],0
b2,1,0.721602,0.126963,[5 8] ; [22 44],[4.44303797 8.55696203] ; [22.55696203 43.44303797],0
n3,1,0.733301,0.116102,[6 3] ; [23 15],[5.55319149 3.44680851] ; [23.44680851 14.55319149],0
u3,1,0.778265,0.079288,[7 8] ; [23 31],[6.52173913 8.47826087] ; [23.47826087 30.52173913],0
u2,1,0.778265,0.079288,[7 8] ; [23 31],[6.52173913 8.47826087] ; [23.47826087 30.52173913],0
p4,1,0.81404,0.055327,[ 6 18] ; [29 77],[ 6.46153846 17.53846154] ; [28.53846154 77.46153846],0
v2,1,0.852704,0.034473,[ 8 16] ; [32 70],[ 7.61904762 16.38095238] ; [32.38095238 69.61904762],0
n2,1,0.861011,0.030656,[7 2] ; [30 10],[6.79591837 2.20408163] ; [30.20408163  9.79591837],0
u1,1,0.891281,0.018682,[ 1 24] ; [  5 103],[ 1.12781955 23.87218045] ; [  4.87218045 103.12781955],0
a1,1,0.891281,0.018682,[ 1 24] ; [  5 103],[ 1.12781955 23.87218045] ; [  4.87218045 103.12781955],0
s1,1,0.916293,0.011047,[ 2 23] ; [ 9 95],[ 2.13178295 22.86821705] ; [ 8.86821705 95.13178295],0
r3,1,0.983025,0.000453,[20  5] ; [85 21],[20.03816794  4.96183206] ; [84.96183206 21.03816794],0
