Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,58.263089,[149   2] ; [24 17],[136.05729167  14.94270833] ; [36.94270833  4.05729167],1
r2,1,0.0,56.029631,[148   4] ; [22 18],[134.58333333  17.41666667] ; [35.41666667  4.58333333],1
r1,1,0.0,38.165527,[125  26] ; [14 27],[109.31770833  41.68229167] ; [29.68229167 11.31770833],1
v4,1,0.0,31.802541,[147   5] ; [27 13],[137.75  14.25] ; [36.25  3.75],1
p9,1,0.000364,12.711026,[118  29] ; [21 19],[109.26737968  37.73262032] ; [29.73262032 10.26737968],1
s6,1,0.002597,9.070806,[97 52] ; [16 25],[88.61578947 60.38421053] ; [24.38421053 16.61578947],0
p10,1,0.010634,6.525556,[107  41] ; [21 20],[100.23280423  47.76719577] ; [27.76719577 13.23280423],0
p11,1,0.011594,6.371977,[103  49] ; [19 22],[96.08290155 55.91709845] ; [25.91709845 15.08290155],0
b1,1,0.01237,6.257068,[ 46 106] ; [21 20],[52.76683938 99.23316062] ; [14.23316062 26.76683938],0
n3,1,0.017869,5.608974,[34 18] ; [ 6 12],[29.71428571 22.28571429] ; [10.28571429  7.71428571],0
p8,1,0.0202,5.394494,[72 78] ; [11 29],[65.52631579 84.47368421] ; [17.47368421 22.52631579],0
p7,1,0.029327,4.748325,[82 62] ; [15 25],[75.91304348 68.08695652] ; [21.08695652 18.91304348],0
p2,1,0.034301,4.479655,[113  37] ; [24 17],[107.59162304  42.40837696] ; [29.40837696 11.59162304],0
a5,1,0.034958,4.447207,[98 54] ; [19 22],[92.14507772 59.85492228] ; [24.85492228 16.14507772],0
s8,1,0.046207,3.974022,[ 50 101] ; [ 7 34],[ 44.828125 106.171875] ; [12.171875 28.828125],0
n2,1,0.04841,3.895694,[37 14] ; [ 9 10],[33.51428571 17.48571429] ; [12.48571429  6.51428571],0
a6,1,0.064718,3.412157,[105  47] ; [22 19],[100.02072539  51.97927461] ; [26.97927461 14.02072539],0
v2,1,0.073448,3.204225,[76 66] ; [15 25],[71. 71.] ; [20. 20.],0
s1,1,0.081927,3.026245,[  3 148] ; [ 3 38],[  4.71875 146.28125] ; [ 1.28125 39.71875],0
u3,1,0.088458,2.902207,[37 16] ; [8 9],[34.07142857 18.92857143] ; [10.92857143  6.07142857],0
d3,1,0.102123,2.67207,[122  30] ; [28 13],[118.13471503  33.86528497] ; [31.86528497  9.13471503],0
s2,1,0.141095,2.16598,[71 80] ; [14 27],[66.84895833 84.15104167] ; [18.15104167 22.84895833],0
n6,1,0.146118,2.112314,[99 51] ; [22 19],[95.02617801 54.97382199] ; [25.97382199 15.02617801],0
p6,1,0.151469,2.057391,[ 38 109] ; [ 6 34],[ 34.58823529 112.41176471] ; [ 9.41176471 30.58823529],0
d5,1,0.156908,2.003779,[123  29] ; [29 12],[119.70984456  32.29015544] ; [32.29015544  8.70984456],0
v3,1,0.160829,1.966415,[43 97] ; [ 8 33],[ 39.44751381 100.55248619] ; [11.55248619 29.44751381],0
a7,1,0.174801,1.841277,[116  36] ; [27 14],[112.62176166  39.37823834] ; [30.37823834 10.62176166],0
b2,1,0.176168,1.829661,[27 46] ; [ 5 18],[24.33333333 48.66666667] ; [ 7.66666667 15.33333333],0
b3,1,0.176168,1.829661,[27 46] ; [ 5 18],[24.33333333 48.66666667] ; [ 7.66666667 15.33333333],0
d1,1,0.176228,1.829149,[92 60] ; [20 21],[88.20725389 63.79274611] ; [23.79274611 17.20725389],0
n1,1,0.206871,1.593191,[16 36] ; [ 3 16],[13.91549296 38.08450704] ; [ 5.08450704 13.91549296],0
s3,1,0.303134,1.060356,[78 73] ; [17 23],[75.10471204 75.89528796] ; [19.89528796 20.10471204],0
s5,1,0.377047,0.780308,[51 95] ; [11 29],[48.66666667 97.33333333] ; [13.33333333 26.66666667],0
u1,1,0.408955,0.681837,[ 18 134] ; [ 3 38],[ 16.5388601 135.4611399] ; [ 4.4611399 36.5388601],0
n5,1,0.443476,0.587271,[ 50 101] ; [11 30],[ 47.97395833 103.02604167] ; [13.02604167 27.97395833],0
a2,1,0.447323,0.577426,[ 26 126] ; [ 5 36],[ 24.41450777 127.58549223] ; [ 6.58549223 34.41450777],0
