Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,2e-06,22.971286,[64 48] ; [ 8 41],[50.08695652 61.91304348] ; [21.91304348 27.08695652],1
s2,1,3e-06,21.583212,[75 35] ; [14 35],[61.57232704 48.42767296] ; [27.42767296 21.57232704],1
d2,1,0.000109,14.97076,[70 42] ; [14 34],[58.8 53.2] ; [25.2 22.8],1
s7,1,0.000124,14.735235,[66 38] ; [14 33],[55.09933775 48.90066225] ; [24.90066225 22.09933775],1
p9,1,0.001124,10.610492,[97 14] ; [32 17],[89.49375 21.50625] ; [39.50625  9.49375],0
s3,1,0.001142,10.581998,[73 37] ; [19 30],[63.64779874 46.35220126] ; [28.35220126 20.64779874],0
s5,1,0.00131,10.328345,[45 62] ; [ 7 39],[36.36601307 70.63398693] ; [15.63398693 30.36601307],0
d1,1,0.002661,9.026688,[72 40] ; [19 30],[63.30434783 48.69565217] ; [27.69565217 21.30434783],0
d5,1,0.008166,6.996648,[102  10] ; [37 12],[96.69565217 15.30434783] ; [42.30434783  6.69565217],0
r4,1,0.010733,6.50902,[103   9] ; [38 11],[98.08695652 13.91304348] ; [42.91304348  6.08695652],0
a2,1,0.014033,6.033982,[37 75] ; [ 7 42],[30.60869565 81.39130435] ; [13.39130435 35.60869565],0
p10,1,0.022753,5.187228,[89 22] ; [31 18],[83.25 27.75] ; [36.75 12.25],0
v2,1,0.026115,4.948403,[64 41] ; [20 28],[57.64705882 47.35294118] ; [26.35294118 21.64705882],0
u3,1,0.029327,4.748338,[20  5] ; [7 8],[16.875  8.125] ; [10.125  4.875],0
b5,1,0.032187,4.58851,[79 33] ; [26 23],[73.04347826 38.95652174] ; [31.95652174 17.04347826],0
p4,1,0.032317,4.58161,[83 29] ; [28 21],[77.2173913 34.7826087] ; [33.7826087 15.2173913],0
r3,1,0.035897,4.401987,[108   4] ; [43  6],[105.04347826   6.95652174] ; [45.95652174  3.04347826],0
a4,1,0.038395,4.287425,[61 51] ; [18 31],[54.95652174 57.04347826] ; [24.04347826 24.95652174],0
r1,1,0.048851,3.880479,[86 24] ; [31 18],[80.94339623 29.05660377] ; [36.05660377 12.94339623],0
u1,1,0.051565,3.789828,[32 80] ; [ 7 42],[27.13043478 84.86956522] ; [11.86956522 37.13043478],0
u2,1,0.054344,3.702093,[15  8] ; [ 5 10],[12.10526316 10.89473684] ; [7.89473684 7.10526316],0
n1,1,0.067174,3.350769,[14 12] ; [2 8],[11.55555556 14.44444444] ; [4.44444444 5.55555556],0
v4,1,0.071783,3.24178,[107   5] ; [43  6],[104.34782609   7.65217391] ; [45.65217391  3.34782609],0
r2,1,0.091866,2.841374,[108   4] ; [44  5],[105.73913043   6.26086957] ; [46.26086957  2.73913043],0
n5,1,0.147504,2.097873,[82 28] ; [31 18],[78.17610063 31.82389937] ; [34.82389937 14.17610063],0
v1,1,0.215891,1.531477,[61 43] ; [23 25],[57.47368421 46.52631579] ; [26.52631579 21.47368421],0
n6,1,0.216499,1.52743,[93 18] ; [37 12],[90.1875 20.8125] ; [39.8125  9.1875],0
a3,1,0.26263,1.254842,[87 25] ; [34 15],[84.17391304 27.82608696] ; [36.82608696 12.17391304],0
v3,1,0.352027,0.866137,[45 60] ; [16 30],[42.41721854 62.58278146] ; [18.58278146 27.41721854],0
p6,1,0.367383,0.812498,[35 76] ; [12 37],[32.60625 78.39375] ; [14.39375 34.60625],0
a6,1,0.411771,0.673682,[75 37] ; [36 13],[77.2173913 34.7826087] ; [33.7826087 15.2173913],0
b1,1,0.438425,0.600402,[60 52] ; [23 26],[57.73913043 54.26086957] ; [25.26086957 23.73913043],0
p7,1,0.464814,0.534278,[57 55] ; [28 21],[59.13043478 52.86956522] ; [25.86956522 23.13043478],0
b4,1,0.505265,0.44386,[68 44] ; [27 22],[66.08695652 45.91304348] ; [28.91304348 20.08695652],0
s4,1,0.545735,0.365014,[20 90] ; [ 7 42],[18.67924528 91.32075472] ; [ 8.32075472 40.67924528],0
d4,1,0.588392,0.292863,[91 21] ; [38 11],[89.73913043 22.26086957] ; [39.26086957  9.73913043],0
a1,1,0.655952,0.198478,[  5 107] ; [ 3 46],[  5.56521739 106.43478261] ; [ 2.43478261 46.56521739],0
