Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.025944,4.959744,[4 6] ; [11  2],[6.52173913 3.47826087] ; [8.47826087 4.52173913],0
v2,1,0.044888,4.022857,[1 9] ; [6 6],[3.18181818 6.81818182] ; [3.81818182 8.18181818],0
s7,1,0.050962,3.809524,[1 9] ; [5 5],[3. 7.] ; [3. 7.],0
s5,1,0.06176,3.489492,[1 9] ; [6 7],[3.04347826 6.95652174] ; [3.95652174 9.04347826],0
s6,1,0.068622,3.31567,[2 8] ; [7 5],[4.09090909 5.90909091] ; [4.90909091 7.09090909],0
v3,1,0.096791,2.757639,[1 9] ; [5 7],[2.72727273 7.27272727] ; [3.27272727 8.72727273],0
p7,1,0.099195,2.718437,[8 2] ; [6 7],[6.08695652 3.91304348] ; [7.91304348 5.08695652],0
n6,1,0.132391,2.264245,[5 4] ; [11  2],[6.54545455 2.45454545] ; [9.45454545 3.54545455],0
d2,1,0.133348,2.253089,[3 7] ; [8 5],[4.7826087 5.2173913] ; [6.2173913 6.7826087],0
p10,1,0.178978,1.80609,[5 5] ; [10  3],[6.52173913 3.47826087] ; [8.47826087 4.52173913],0
n5,1,0.178978,1.80609,[5 5] ; [10  3],[6.52173913 3.47826087] ; [8.47826087 4.52173913],0
d5,1,0.178978,1.80609,[5 5] ; [10  3],[6.52173913 3.47826087] ; [8.47826087 4.52173913],0
p2,1,0.18262,1.776169,[6 4] ; [11  2],[7.39130435 2.60869565] ; [9.60869565 3.39130435],0
r2,1,0.18262,1.776169,[6 4] ; [11  2],[7.39130435 2.60869565] ; [9.60869565 3.39130435],0
b5,1,0.191719,1.704359,[8 2] ; [7 6],[6.52173913 3.47826087] ; [8.47826087 4.52173913],0
p8,1,0.211016,1.564444,[4 6] ; [8 4],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
p9,1,0.221099,1.497222,[6 4] ; [10  2],[7.27272727 2.72727273] ; [8.72727273 3.27272727],0
p5,1,0.231263,1.433077,[1 9] ; [4 9],[2.17391304 7.82608696] ; [ 2.82608696 10.17391304],0
p6,1,0.231263,1.433077,[1 9] ; [4 9],[2.17391304 7.82608696] ; [ 2.82608696 10.17391304],0
p11,1,0.305319,1.050816,[4 6] ; [8 5],[5.2173913 4.7826087] ; [6.7826087 6.2173913],0
d1,1,0.305319,1.050816,[4 6] ; [8 5],[5.2173913 4.7826087] ; [6.7826087 6.2173913],0
a4,1,0.340144,0.90989,[2 8] ; [5 8],[3.04347826 6.95652174] ; [3.95652174 9.04347826],0
a3,1,0.381905,0.76456,[6 4] ; [10  3],[6.95652174 3.04347826] ; [9.04347826 3.95652174],0
a5,1,0.381905,0.76456,[6 4] ; [10  3],[6.95652174 3.04347826] ; [9.04347826 3.95652174],0
s2,1,0.431333,0.619231,[3 7] ; [6 7],[3.91304348 6.08695652] ; [5.08695652 7.91304348],0
s3,1,0.547617,0.361604,[3 6] ; [6 7],[3.68181818 5.31818182] ; [5.31818182 7.68181818],0
b2,1,0.550985,0.355556,[1 5] ; [3 7],[1.5 4.5] ; [2.5 7.5],0
b3,1,0.550985,0.355556,[1 5] ; [3 7],[1.5 4.5] ; [2.5 7.5],0
a7,1,0.580013,0.306213,[5 5] ; [8 5],[5.65217391 4.34782609] ; [7.34782609 5.65217391],0
v1,1,0.580013,0.306213,[5 5] ; [5 8],[4.34782609 5.65217391] ; [5.65217391 7.34782609],0
n4,1,0.707787,0.140498,[7 3] ; [10  3],[7.39130435 2.60869565] ; [9.60869565 3.39130435],0
a6,1,0.767896,0.087101,[6 4] ; [7 6],[5.65217391 4.34782609] ; [7.34782609 5.65217391],0
s4,1,0.772205,0.083806,[2 8] ; [ 2 11],[1.73913043 8.26086957] ; [ 2.26086957 10.73913043],0
u2,1,0.80915,0.058333,[1 3] ; [1 2],[1.14285714 2.85714286] ; [0.85714286 2.14285714],0
s1,1,0.84562,0.037912,[1 9] ; [ 1 12],[0.86956522 9.13043478] ; [ 1.13043478 11.86956522],0
p1,1,0.859234,0.031453,[2 8] ; [ 3 10],[2.17391304 7.82608696] ; [ 2.82608696 10.17391304],0
d4,1,0.859234,0.031453,[8 2] ; [10  3],[7.82608696 2.17391304] ; [10.17391304  2.82608696],0
b1,1,0.940259,0.005617,[6 4] ; [8 5],[6.08695652 3.91304348] ; [7.91304348 5.08695652],0
p4,1,0.940259,0.005617,[6 4] ; [8 5],[6.08695652 3.91304348] ; [7.91304348 5.08695652],0
b4,1,0.940259,0.005617,[6 4] ; [8 5],[6.08695652 3.91304348] ; [7.91304348 5.08695652],0
d3,1,0.968296,0.00158,[7 3] ; [9 4],[6.95652174 3.04347826] ; [9.04347826 3.95652174],0
n3,1,1.0,0.0,[1 1] ; [4 4],[1. 1.] ; [4. 4.],0
