Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,23.52381,[ 1 38] ; [20 19],[10.5 28.5] ; [10.5 28.5],1
p8,1,6e-05,16.098693,[ 2 38] ; [17 22],[ 9.62025316 30.37974684] ; [ 9.37974684 29.62025316],1
s3,1,0.001468,10.117797,[ 8 30] ; [22 17],[14.80519481 23.19480519] ; [15.19480519 23.80519481],0
p2,1,0.004451,8.089937,[16 24] ; [28 11],[22.27848101 17.72151899] ; [21.72151899 17.27848101],0
s2,1,0.006305,7.46087,[ 6 33] ; [17 22],[11.5 27.5] ; [11.5 27.5],0
v4,1,0.013858,6.056148,[25 15] ; [33  5],[29.74358974 10.25641026] ; [28.25641026  9.74358974],0
b4,1,0.014866,5.93227,[31  9] ; [20 19],[25.82278481 14.17721519] ; [25.17721519 13.82278481],0
r3,1,0.03156,4.622222,[26 13] ; [34  5],[30.  9.] ; [30.  9.],0
p3,1,0.037707,4.318177,[ 7 33] ; [15 24],[11.13924051 28.86075949] ; [10.86075949 28.13924051],0
p4,1,0.046103,3.977819,[ 9 31] ; [17 22],[13.16455696 26.83544304] ; [12.83544304 26.16455696],0
a8,1,0.047023,3.944563,[ 1 36] ; [ 6 31],[ 3.5 33.5] ; [ 3.5 33.5],0
d5,1,0.056089,3.649425,[26 14] ; [17 22],[21.7721519 18.2278481] ; [21.2278481 17.7721519],0
n2,1,0.070555,3.270071,[ 8 10] ; [10  3],[10.4516129  7.5483871] ; [7.5483871 5.4516129],0
r4,1,0.13317,2.25516,[20 20] ; [26 13],[23.29113924 16.70886076] ; [22.70886076 16.29113924],0
v1,1,0.15332,2.038902,[ 6 34] ; [11 28],[ 8.60759494 31.39240506] ; [ 8.39240506 30.60759494],0
u2,1,0.157299,2.0,[10 15] ; [15 10],[12.5 12.5] ; [12.5 12.5],0
s1,1,0.174753,1.841691,[ 4 36] ; [ 1 38],[ 2.53164557 37.46835443] ; [ 2.46835443 36.53164557],0
s6,1,0.216447,1.527771,[14 26] ; [19 20],[16.70886076 23.29113924] ; [16.29113924 22.70886076],0
p10,1,0.239355,1.384389,[ 6 34] ; [10 29],[ 8.10126582 31.89873418] ; [ 7.89873418 31.10126582],0
p1,1,0.249014,1.328825,[ 5 35] ; [ 2 37],[ 3.5443038 36.4556962] ; [ 3.4556962 35.5443038],0
p11,1,0.314103,1.013344,[16 24] ; [20 19],[18.2278481 21.7721519] ; [17.7721519 21.2278481],0
s7,1,0.317761,0.998138,[ 8 31] ; [11 25],[ 9.88 29.12] ; [ 9.12 26.88],0
d1,1,0.332269,0.940035,[12 28] ; [ 8 31],[10.12658228 29.87341772] ; [ 9.87341772 29.12658228],0
a6,1,0.417254,0.658035,[19 21] ; [15 24],[17.21518987 22.78481013] ; [16.78481013 22.21518987],0
b2,1,0.455714,0.5564,[ 7 17] ; [ 5 20],[ 5.87755102 18.12244898] ; [ 6.12244898 18.87755102],0
b3,1,0.455714,0.5564,[ 7 17] ; [ 5 20],[ 5.87755102 18.12244898] ; [ 6.12244898 18.87755102],0
n1,1,0.466608,0.529996,[ 5 14] ; [5 8],[ 5.9375 13.0625] ; [4.0625 8.9375],0
s5,1,0.468793,0.524821,[ 5 35] ; [ 7 31],[ 6.15384615 33.84615385] ; [ 5.84615385 32.15384615],0
r2,1,0.486186,0.484956,[28 12] ; [30  9],[29.36708861 10.63291139] ; [28.63291139 10.36708861],0
a7,1,0.496339,0.462755,[22 17] ; [19 20],[20.5 18.5] ; [20.5 18.5],0
s8,1,0.537464,0.38026,[ 7 33] ; [ 9 30],[ 8.10126582 31.89873418] ; [ 7.89873418 31.10126582],0
a1,1,0.571171,0.320726,[ 2 38] ; [ 1 38],[ 1.51898734 38.48101266] ; [ 1.48101266 37.51898734],0
d4,1,0.576415,0.312066,[24 15] ; [21 17],[22.79220779 16.20779221] ; [22.20779221 15.79220779],0
n6,1,0.579701,0.306719,[27 13] ; [24 15],[25.82278481 14.17721519] ; [25.17721519 13.82278481],0
d3,1,0.580741,0.305038,[16 24] ; [18 21],[17.21518987 22.78481013] ; [16.78481013 22.21518987],0
v3,1,0.604027,0.268966,[ 9 30] ; [11 28],[10. 29.] ; [10. 29.],0
d2,1,0.630954,0.230769,[12 27] ; [14 25],[13. 26.] ; [13. 26.],0
a4,1,0.666449,0.185784,[ 3 37] ; [ 4 35],[ 3.5443038 36.4556962] ; [ 3.4556962 35.5443038],0
u3,1,0.676314,0.174305,[13 12] ; [12 14],[12.25490196 12.74509804] ; [12.74509804 13.25490196],0
a3,1,0.698697,0.149831,[15 25] ; [13 26],[14.17721519 25.82278481] ; [13.82278481 25.17721519],0
n4,1,0.740572,0.109624,[22 18] ; [20 19],[21.26582278 18.73417722] ; [20.73417722 18.26582278],0
r1,1,0.746357,0.104618,[24 16] ; [22 17],[23.29113924 16.70886076] ; [22.70886076 16.29113924],0
v2,1,0.81058,0.057445,[13 25] ; [14 24],[13.5 24.5] ; [13.5 24.5],0
n3,1,0.836697,0.042486,[11  8] ; [8 5],[11.28125  7.71875] ; [7.71875 5.28125],0
b5,1,0.894316,0.017648,[23 17] ; [23 16],[23.29113924 16.70886076] ; [22.70886076 16.29113924],0
s4,1,0.908384,0.013243,[ 8 32] ; [ 8 30],[ 8.20512821 31.79487179] ; [ 7.79487179 30.20512821],0
b1,1,0.909276,0.012985,[20 20] ; [20 19],[20.25316456 19.74683544] ; [19.74683544 19.25316456],0
n5,1,0.913739,0.011734,[21 19] ; [20 19],[20.75949367 19.24050633] ; [20.24050633 18.75949367],0
