Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000829,11.174076,[39 24] ; [44  5],[46.6875 16.3125] ; [36.3125 12.6875],1
r4,1,0.002812,8.925457,[31 33] ; [38 12],[38.73684211 25.26315789] ; [30.26315789 19.73684211],0
p2,1,0.00716,7.232276,[21 43] ; [29 21],[28.07017544 35.92982456] ; [21.92982456 28.07017544],0
n6,1,0.016824,5.714675,[30 33] ; [35 15],[36.23893805 26.76106195] ; [28.76106195 21.23893805],0
b1,1,0.029436,4.741949,[40 24] ; [21 29],[34.24561404 29.75438596] ; [26.75438596 23.24561404],0
v4,1,0.054973,3.682899,[42 20] ; [41  8],[46.36036036 15.63963964] ; [36.63963964 12.36036036],0
p10,1,0.065673,3.387978,[10 54] ; [15 35],[14.03508772 49.96491228] ; [10.96491228 39.03508772],0
s2,1,0.086227,2.943446,[13 51] ; [17 32],[16.99115044 47.00884956] ; [13.00884956 35.99115044],0
b4,1,0.132832,2.259089,[36 28] ; [35 15],[39.85964912 24.14035088] ; [31.14035088 18.85964912],0
r1,1,0.153225,2.039847,[40 23] ; [38 12],[43.48672566 19.51327434] ; [34.51327434 15.48672566],0
a8,1,0.158701,1.986557,[ 3 56] ; [ 6 41],[ 5.00943396 53.99056604] ; [ 3.99056604 43.00943396],0
p7,1,0.164125,1.935802,[19 44] ; [21 28],[22.5 40.5] ; [17.5 31.5],0
s1,1,0.174602,1.842982,[ 7 56] ; [ 2 47],[ 5.0625 57.9375] ; [ 3.9375 45.0625],0
u3,1,0.175441,1.835827,[10 14] ; [13  8],[12.26666667 11.73333333] ; [10.73333333 10.26666667],0
s3,1,0.191084,1.709239,[19 44] ; [21 29],[22.30088496 40.69911504] ; [17.69911504 32.30088496],0
s7,1,0.212833,1.552052,[11 46] ; [14 33],[13.70192308 43.29807692] ; [11.29807692 35.70192308],0
s4,1,0.232821,1.423544,[10 54] ; [ 4 45],[ 7.92920354 56.07079646] ; [ 6.07079646 42.92920354],0
d5,1,0.235301,1.408527,[44 20] ; [29 21],[40.98245614 23.01754386] ; [32.01754386 17.98245614],0
b2,1,0.240421,1.378122,[14 22] ; [ 7 21],[11.8125 24.1875] ; [ 9.1875 18.8125],0
b3,1,0.240421,1.378122,[14 22] ; [ 7 21],[11.8125 24.1875] ; [ 9.1875 18.8125],0
p3,1,0.264405,1.245548,[14 49] ; [ 7 43],[11.7079646 51.2920354] ; [ 9.2920354 40.7079646],0
n3,1,0.276718,1.183137,[15 17] ; [9 5],[16.69565217 15.30434783] ; [7.30434783 6.69565217],0
v3,1,0.342862,0.899699,[13 46] ; [15 35],[15.1559633 43.8440367] ; [12.8440367 37.1559633],0
u1,1,0.355103,0.855137,[ 7 57] ; [ 3 47],[ 5.61403509 58.38596491] ; [ 4.38596491 45.61403509],0
s5,1,0.406847,0.687994,[ 8 55] ; [ 9 40],[ 9.5625 53.4375] ; [ 7.4375 41.5625],0
v2,1,0.425753,0.63438,[20 42] ; [19 29],[21.98181818 40.01818182] ; [17.01818182 30.98181818],0
a6,1,0.432633,0.615746,[35 29] ; [31 19],[37.05263158 26.94736842] ; [28.94736842 21.05263158],0
p6,1,0.440893,0.593958,[ 7 55] ; [ 8 41],[ 8.37837838 53.62162162] ; [ 6.62162162 42.37837838],0
n5,1,0.474346,0.511834,[37 26] ; [26 24],[35.12389381 27.87610619] ; [27.87610619 22.12389381],0
a2,1,0.499499,0.456,[12 52] ; [ 7 43],[10.66666667 53.33333333] ; [ 8.33333333 41.66666667],0
u2,1,0.515121,0.42365,[12 11] ; [13  8],[13.06818182  9.93181818] ; [11.93181818  9.06818182],0
a7,1,0.518645,0.416586,[36 27] ; [25 24],[34.3125 28.6875] ; [26.6875 22.3125],0
p8,1,0.542237,0.37141,[10 54] ; [10 40],[11.22807018 52.77192982] ; [ 8.77192982 41.22807018],0
a3,1,0.552061,0.353638,[40 23] ; [29 21],[38.46902655 24.53097345] ; [30.53097345 19.46902655],0
n1,1,0.557177,0.344615,[14 21] ; [4 9],[13.125 21.875] ; [4.875 8.125],0
a4,1,0.568262,0.325598,[26 37] ; [18 32],[24.53097345 38.46902655] ; [19.46902655 30.53097345],0
p1,1,0.610444,0.259529,[ 4 60] ; [ 2 47],[ 3.39823009 60.60176991] ; [ 2.60176991 46.39823009],0
n4,1,0.616626,0.250639,[40 23] ; [34 16],[41.25663717 21.74336283] ; [32.74336283 17.25663717],0
r2,1,0.644912,0.212376,[50 12] ; [42  8],[50.92857143 11.07142857] ; [41.07142857  8.92857143],0
d2,1,0.650526,0.205238,[31 32] ; [22 27],[29.8125 33.1875] ; [23.1875 25.8125],0
d4,1,0.67329,0.177778,[46 17] ; [34 15],[45. 18.] ; [35. 14.],0
b5,1,0.72358,0.125088,[35 29] ; [29 21],[35.92982456 28.07017544] ; [28.07017544 21.92982456],0
d3,1,0.74039,0.109784,[30 34] ; [25 25],[30.87719298 33.12280702] ; [24.12280702 25.87719298],0
v1,1,0.755663,0.096834,[20 44] ; [17 33],[20.77192982 43.22807018] ; [16.22807018 33.77192982],0
n2,1,0.785959,0.073746,[19 16] ; [7 7],[18.57142857 16.42857143] ; [7.42857143 6.57142857],0
d1,1,0.813863,0.055434,[27 37] ; [20 30],[26.38596491 37.61403509] ; [20.61403509 29.38596491],0
p12,1,0.848445,0.03652,[ 1 63] ; [ 1 48],[ 1.13274336 62.86725664] ; [ 0.86725664 48.13274336],0
s6,1,0.880755,0.022504,[21 42] ; [16 34],[20.62831858 42.37168142] ; [16.37168142 33.62831858],0
a5,1,0.90498,0.01425,[34 30] ; [26 24],[33.68421053 30.31578947] ; [26.31578947 23.68421053],0
s8,1,0.985383,0.000336,[10 53] ; [ 8 42],[10.03539823 52.96460177] ; [ 7.96460177 42.03539823],0
