Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,56.937993,[50 73] ; [247  69],[83.21412301 39.78587699] ; [213.78587699 102.21412301],1
a4,1,0.0,54.553552,[ 16 107] ; [163 153],[50.15261959 72.84738041] ; [128.84738041 187.15261959],1
d2,1,0.0,48.228166,[ 24 100] ; [177 139],[56.64545455 67.35454545] ; [144.35454545 171.64545455],1
a6,1,0.0,27.290546,[72 52] ; [259  57],[93.28181818 30.71818182] ; [237.71818182  78.28181818],1
d1,1,0.0,25.617253,[49 75] ; [209 108],[72.54421769 51.45578231] ; [185.45578231 131.54421769],1
u1,1,0.0,25.308673,[  4 120] ; [ 75 242],[ 22.21315193 101.78684807] ; [ 56.78684807 260.21315193],1
n4,1,8e-05,15.552536,[69 54] ; [238  78],[86.01594533 36.98405467] ; [220.98405467  95.01594533],1
r1,1,0.00034,12.838803,[85 38] ; [264  49],[98.45642202 24.54357798] ; [250.54357798  62.45642202],1
d5,1,0.00058,11.840335,[91 33] ; [275  41],[103.14545455  20.85454545] ; [262.85454545  53.14545455],1
n5,1,0.000878,11.069582,[69 54] ; [228  86],[83.59496568 39.40503432] ; [213.40503432 100.59496568],1
v2,1,0.001556,10.010828,[48 68] ; [177 125],[62.44019139 53.55980861] ; [162.55980861 139.44019139],0
d4,1,0.001625,9.931362,[91 33] ; [272  44],[102.3  21.7] ; [260.7  55.3],0
p4,1,0.003176,8.703783,[44 79] ; [162 153],[57.84931507 65.15068493] ; [148.15068493 166.84931507],0
s7,1,0.004041,8.265149,[33 85] ; [130 171],[45.90453461 72.09546539] ; [117.09546539 183.90453461],0
v1,1,0.011693,6.35677,[42 77] ; [149 156],[53.60613208 65.39386792] ; [137.39386792 167.60613208],0
p8,1,0.016287,5.771618,[41 81] ; [144 167],[52.12471132 69.87528868] ; [132.87528868 178.12471132],0
d3,1,0.017735,5.622124,[83 41] ; [246  70],[92.71818182 31.28181818] ; [236.28181818  79.71818182],0
r4,1,0.021019,5.325218,[101  23] ; [284  33],[108.25396825  15.74603175] ; [276.74603175  40.25396825],0
b3,1,0.043506,4.075647,[11 48] ; [ 62 130],[17.15936255 41.84063745] ; [ 55.84063745 136.15936255],0
b2,1,0.043506,4.075647,[11 48] ; [ 62 130],[17.15936255 41.84063745] ; [ 55.84063745 136.15936255],0
s8,1,0.044178,4.049727,[34 90] ; [118 196],[43.03196347 80.96803653] ; [108.96803653 205.03196347],0
p12,1,0.052443,3.761579,[  2 121] ; [ 19 296],[  5.89726027 117.10273973] ; [ 15.10273973 299.89726027],0
p7,1,0.066886,3.357832,[51 68] ; [164 147],[59.5 59.5] ; [155.5 155.5],0
p11,1,0.079531,3.074464,[85 39] ; [243  74],[92.22675737 31.77324263] ; [235.77324263  81.22675737],0
s1,1,0.088311,2.904895,[  6 116] ; [  6 305],[  3.38106236 118.61893764] ; [  8.61893764 302.38106236],0
b4,1,0.100903,2.691208,[81 43] ; [180 137],[73.3877551 50.6122449] ; [187.6122449 129.3877551],0
s5,1,0.122273,2.387958,[25 96] ; [ 86 222],[31.30769231 89.69230769] ; [ 79.69230769 228.30769231],0
a1,1,0.12613,2.339504,[  2 122] ; [ 15 302],[  4.78004535 119.21995465] ; [ 12.21995465 304.78004535],0
a8,1,0.128308,2.312861,[ 12 104] ; [ 46 237],[16.86215539 99.13784461] ; [ 41.13784461 241.86215539],0
s4,1,0.133574,2.250465,[ 23 100] ; [ 41 273],[ 18.01372998 104.98627002] ; [ 45.98627002 268.01372998],0
p9,1,0.181376,1.786313,[90 29] ; [254  58],[94.97911833 24.02088167] ; [249.02088167  62.97911833],0
r2,1,0.188502,1.729291,[113  11] ; [295  17],[116.03669725   7.96330275] ; [291.96330275  20.03669725],0
n1,1,0.199884,1.643225,[ 7 21] ; [30 48],[ 9.77358491 18.22641509] ; [27.22641509 50.77358491],0
b5,1,0.205475,1.603024,[75 49] ; [212 105],[80.6984127 43.3015873] ; [206.3015873 110.6984127],0
s6,1,0.2252,1.470924,[71 52] ; [199 112],[76.52073733 46.47926267] ; [193.47926267 117.52073733],0
p5,1,0.25808,1.279029,[  5 117] ; [ 22 292],[  7.55504587 114.44495413] ; [ 19.44495413 294.55504587],0
p3,1,0.295832,1.092891,[42 82] ; [124 192],[46.78181818 77.21818182] ; [119.21818182 196.78181818],0
p10,1,0.316397,1.003784,[89 31] ; [247  67],[92.90322581 27.09677419] ; [243.09677419  70.90322581],0
v3,1,0.357867,0.845364,[39 78] ; [116 188],[43.0760095 73.9239905] ; [111.9239905 192.0760095],0
p1,1,0.426138,0.633326,[  5 117] ; [ 19 296],[  6.70022883 115.29977117] ; [ 17.29977117 297.70022883],0
s2,1,0.460164,0.545496,[51 72] ; [142 171],[54.44724771 68.55275229] ; [138.55275229 174.44724771],0
p2,1,0.46971,0.522657,[93 30] ; [249  67],[95.82232346 27.17767654] ; [246.17767654  69.82232346],0
n2,1,0.478624,0.501997,[18  9] ; [59 21],[19.42990654  7.57009346] ; [57.57009346 22.42990654],0
n3,1,0.589741,0.290748,[21  7] ; [55 24],[19.88785047  8.11214953] ; [56.11214953 22.88785047],0
b1,1,0.671185,0.180219,[40 84] ; [109 208],[41.89569161 82.10430839] ; [107.10430839 209.89569161],0
v4,1,0.72041,0.1281,[114   9] ; [294  20],[114.8375286   8.1624714] ; [293.1624714  20.8375286],0
u2,1,0.743777,0.106835,[39 32] ; [36 33],[38.03571429 32.96428571] ; [36.96428571 32.03571429],0
n6,1,0.803757,0.061746,[97 27] ; [249  65],[97.9543379 26.0456621] ; [248.0456621  65.9543379],0
r3,1,0.869065,0.027174,[116   8] ; [296  19],[116.37357631   7.62642369] ; [295.62642369  19.37357631],0
u3,1,0.950131,0.003912,[43 30] ; [41 28],[43.18309859 29.81690141] ; [40.81690141 28.18309859],0
s3,1,0.971403,0.001285,[63 58] ; [162 148],[63.16705336 57.83294664] ; [161.83294664 148.16705336],0
