Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.002934,8.848173,[ 8 41] ; [9 8],[12.62121212 36.37878788] ; [ 4.37878788 12.62121212],0
s6,1,0.006244,7.478632,[21 31] ; [14  4],[26. 26.] ; [9. 9.],0
p9,1,0.01054,6.541311,[19 32] ; [13  5],[23.65217391 27.34782609] ; [8.34782609 9.65217391],0
s2,1,0.017784,5.617269,[17 36] ; [12  7],[21.34722222 31.65277778] ; [ 7.65277778 11.34722222],0
p6,1,0.020441,5.373824,[ 6 46] ; [ 7 13],[ 9.38888889 42.61111111] ; [ 3.61111111 16.38888889],0
s7,1,0.026273,4.937976,[12 38] ; [9 8],[15.67164179 34.32835821] ; [ 5.32835821 11.67164179],0
d1,1,0.029892,4.715488,[22 31] ; [14  6],[26.1369863 26.8630137] ; [ 9.8630137 10.1369863],0
u2,1,0.033203,4.535291,[15  8] ; [1 5],[12.68965517 10.31034483] ; [3.31034483 2.68965517],0
p3,1,0.042281,4.123933,[ 9 43] ; [ 8 12],[12.27777778 39.72222222] ; [ 4.72222222 15.27777778],0
n6,1,0.04259,4.111601,[23 30] ; [14  6],[26.8630137 26.1369863] ; [10.1369863  9.8630137],0
p10,1,0.045269,4.008586,[19 33] ; [12  7],[22.70422535 29.29577465] ; [ 8.29577465 10.70422535],0
d3,1,0.046328,3.969616,[26 27] ; [15  5],[29.76712329 23.23287671] ; [11.23287671  8.76712329],0
d2,1,0.062625,3.466458,[19 34] ; [12  8],[22.50684932 30.49315068] ; [ 8.49315068 11.50684932],0
u3,1,0.167554,1.904696,[12 11] ; [5 1],[13.48275862  9.51724138] ; [3.51724138 2.48275862],0
s3,1,0.174231,1.846154,[17 35] ; [10 10],[19.5 32.5] ; [ 7.5 12.5],0
d5,1,0.187153,1.739888,[37 16] ; [17  3],[39.20547945 13.79452055] ; [14.79452055  5.20547945],0
n1,1,0.202156,1.626731,[ 5 14] ; [5 5],[ 6.55172414 12.44827586] ; [3.44827586 6.55172414],0
v2,1,0.226286,1.464052,[22 28] ; [12  8],[24.28571429 25.71428571] ; [ 9.71428571 10.28571429],0
n4,1,0.234294,1.414605,[16 37] ; [ 9 11],[18.15068493 34.84931507] ; [ 6.84931507 13.15068493],0
s8,1,0.234915,1.41085,[ 9 43] ; [ 6 14],[10.83333333 41.16666667] ; [ 4.16666667 15.83333333],0
a5,1,0.281821,1.158285,[27 26] ; [13  7],[29.04109589 23.95890411] ; [10.95890411  9.04109589],0
a3,1,0.296851,1.088286,[30 23] ; [14  6],[31.94520548 21.05479452] ; [12.05479452  7.94520548],0
p1,1,0.297156,1.086916,[ 2 51] ; [ 2 18],[ 2.90410959 50.09589041] ; [ 1.09589041 18.90410959],0
v4,1,0.303413,1.059134,[39 14] ; [17  3],[40.65753425 12.34246575] ; [15.34246575  4.65753425],0
p8,1,0.303413,1.059134,[14 39] ; [ 3 17],[12.34246575 40.65753425] ; [ 4.65753425 15.34246575],0
v3,1,0.308394,1.037541,[12 37] ; [ 7 12],[13.69117647 35.30882353] ; [ 5.30882353 13.69117647],0
a2,1,0.316724,1.002426,[ 7 46] ; [ 1 19],[ 5.80821918 47.19178082] ; [ 2.19178082 17.80821918],0
r4,1,0.384016,0.757807,[37 16] ; [16  4],[38.47945205 14.52054795] ; [14.52054795  5.47945205],0
p12,1,0.442272,0.590382,[ 1 52] ; [ 1 18],[ 1.47222222 51.52777778] ; [ 0.52777778 18.47222222],0
a4,1,0.473297,0.514268,[19 34] ; [ 9 11],[20.32876712 32.67123288] ; [ 7.67123288 12.32876712],0
n2,1,0.494084,0.467621,[12  7] ; [5 5],[11.13793103  7.86206897] ; [5.86206897 4.13793103],0
p4,1,0.57804,0.309415,[15 38] ; [ 7 13],[15.97260274 37.02739726] ; [ 6.02739726 13.97260274],0
a6,1,0.583038,0.301349,[25 28] ; [ 8 12],[23.95890411 29.04109589] ; [ 9.04109589 10.95890411],0
p7,1,0.634655,0.225801,[13 40] ; [ 6 14],[13.79452055 39.20547945] ; [ 5.20547945 14.79452055],0
b5,1,0.717158,0.131232,[32 21] ; [13  7],[32.67123288 20.32876712] ; [12.32876712  7.67123288],0
u1,1,0.733627,0.115808,[ 4 49] ; [ 2 18],[ 4.35616438 48.64383562] ; [ 1.64383562 18.35616438],0
b2,1,0.750112,0.101437,[ 9 18] ; [5 8],[ 9.45 17.55] ; [4.55 8.45],0
b3,1,0.750112,0.101437,[ 9 18] ; [5 8],[ 9.45 17.55] ; [4.55 8.45],0
p11,1,0.793459,0.068551,[23 30] ; [ 8 12],[22.50684932 30.49315068] ; [ 8.49315068 11.50684932],0
b1,1,0.793459,0.068551,[23 30] ; [ 8 12],[22.50684932 30.49315068] ; [ 8.49315068 11.50684932],0
a1,1,0.813883,0.055422,[ 2 51] ; [ 1 19],[ 2.17808219 50.82191781] ; [ 0.82191781 19.17808219],0
d4,1,0.838595,0.04149,[44  9] ; [17  3],[44.28767123  8.71232877] ; [16.71232877  3.28767123],0
r3,1,0.842535,0.039462,[46  7] ; [17  3],[45.73972603  7.26027397] ; [17.26027397  2.73972603],0
b4,1,0.901976,0.01517,[30 23] ; [11  9],[29.76712329 23.23287671] ; [11.23287671  8.76712329],0
s1,1,0.941603,0.005366,[ 5 48] ; [ 2 18],[ 5.08219178 47.91780822] ; [ 1.91780822 18.08219178],0
r1,1,0.946133,0.004565,[34 19] ; [13  7],[34.12328767 18.87671233] ; [12.87671233  7.12328767],0
n3,1,0.952092,0.00361,[10  7] ; [6 4],[10.07407407  6.92592593] ; [5.92592593 4.07407407],0
v1,1,0.975506,0.000943,[18 34] ; [ 7 13],[18.05555556 33.94444444] ; [ 6.94444444 13.05555556],0
a7,1,0.982712,0.00047,[29 24] ; [11  9],[29.04109589 23.95890411] ; [10.95890411  9.04109589],0
