Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.019221,5.481271,[ 1 36] ; [1 2],[ 1.85 35.15] ; [0.15 2.85],0
p7,1,0.149596,2.076362,[10 27] ; [2 1],[11.1 25.9] ; [0.9 2.1],0
s6,1,0.149596,2.076362,[10 27] ; [2 1],[11.1 25.9] ; [0.9 2.1],0
p1,1,0.161304,1.961962,[ 3 34] ; [1 2],[ 3.7 33.3] ; [0.3 2.7],0
r3,1,0.295949,1.092361,[23 13] ; [1 2],[22.15384615 13.84615385] ; [1.84615385 1.15384615],0
s8,1,0.355149,0.854973,[ 5 32] ; [1 2],[ 5.55 31.45] ; [0.45 2.55],0
s4,1,0.355149,0.854973,[ 5 32] ; [1 2],[ 5.55 31.45] ; [0.45 2.55],0
a8,1,0.385223,0.753968,[ 5 30] ; [1 2],[ 5.52631579 29.47368421] ; [0.47368421 2.52631579],0
r4,1,0.45299,0.563161,[ 6 31] ; [1 2],[ 6.475 30.525] ; [0.525 2.475],0
p2,1,0.489434,0.477771,[17 20] ; [2 1],[17.575 19.425] ; [1.425 1.575],0
s7,1,0.506061,0.442204,[ 6 28] ; [1 2],[ 6.43243243 27.56756757] ; [0.56756757 2.43243243],0
n6,1,0.517397,0.419079,[17 19] ; [2 1],[17.53846154 18.46153846] ; [1.46153846 1.53846154],0
a7,1,0.548306,0.36036,[19 18] ; [1 2],[18.5 18.5] ; [1.5 1.5],0
v4,1,0.548306,0.36036,[19 18] ; [1 2],[18.5 18.5] ; [1.5 1.5],0
n4,1,0.609425,0.261013,[19 18] ; [2 1],[19.425 17.575] ; [1.575 1.425],0
p9,1,0.611944,0.257354,[17 18] ; [1 2],[16.57894737 18.42105263] ; [1.42105263 1.57894737],0
p8,1,0.640351,0.218283,[ 8 29] ; [1 2],[ 8.325 28.675] ; [0.675 2.325],0
a3,1,0.642917,0.214947,[17 19] ; [1 2],[16.61538462 19.38461538] ; [1.38461538 1.61538462],0
d5,1,0.672786,0.17836,[17 20] ; [1 2],[16.65 20.35] ; [1.35 1.65],0
p10,1,0.70924,0.139037,[16 20] ; [1 2],[15.69230769 20.30769231] ; [1.30769231 1.69230769],0
d4,1,0.738422,0.111518,[21 16] ; [2 1],[21.275 15.725] ; [1.725 1.275],0
a5,1,0.738422,0.111518,[16 21] ; [1 2],[15.725 21.275] ; [1.275 1.725],0
n5,1,0.806401,0.06006,[22 15] ; [2 1],[22.2 14.8] ; [1.8 1.2],0
a6,1,0.876824,0.024024,[14 23] ; [1 2],[13.875 23.125] ; [1.125 1.875],0
u2,1,0.892295,0.018333,[11  9] ; [1 1],[10.90909091  9.09090909] ; [1.09090909 0.90909091],0
b3,1,0.918299,0.010522,[ 8 14] ; [1 2],[ 7.92 14.08] ; [1.08 1.92],0
b2,1,0.918299,0.010522,[ 8 14] ; [1 2],[ 7.92 14.08] ; [1.08 1.92],0
r1,1,0.974439,0.001027,[12 25] ; [1 2],[12.025 24.975] ; [0.975 2.025],0
