Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000344,12.813986,[ 7 21] ; [21  8],[13.75438596 14.24561404] ; [14.24561404 14.75438596],1
p10,1,0.001128,10.605324,[ 6 21] ; [19 10],[12.05357143 14.94642857] ; [12.94642857 16.05357143],0
p9,1,0.004582,8.037385,[ 8 19] ; [19  9],[13.25454545 13.74545455] ; [13.74545455 14.25454545],0
s6,1,0.008906,6.841629,[ 4 24] ; [13 15],[ 8.5 19.5] ; [ 8.5 19.5],0
r3,1,0.028601,4.791444,[13 15] ; [21  7],[17. 11.] ; [17. 11.],0
r4,1,0.042693,4.10753,[ 4 24] ; [11 18],[ 7.36842105 20.63157895] ; [ 7.63157895 21.36842105],0
s7,1,0.048433,3.894905,[ 2 24] ; [ 8 20],[ 4.81481481 21.18518519] ; [ 5.18518519 22.81481481],0
p2,1,0.057964,3.594695,[ 9 18] ; [17 12],[12.53571429 14.46428571] ; [13.46428571 15.53571429],0
p3,1,0.07657,3.136245,[ 4 24] ; [10 19],[ 6.87719298 21.12280702] ; [ 7.12280702 21.87719298],0
n5,1,0.082256,3.019749,[14 14] ; [21  8],[17.19298246 10.80701754] ; [17.80701754 11.19298246],0
n3,1,0.083265,3.0,[ 6 10] ; [6 2],[8. 8.] ; [4. 4.],0
s8,1,0.092722,2.826463,[ 1 27] ; [ 5 24],[ 2.94736842 25.05263158] ; [ 3.05263158 25.94736842],0
s2,1,0.106607,2.603811,[ 3 25] ; [ 8 21],[ 5.40350877 22.59649123] ; [ 5.59649123 23.40350877],0
v2,1,0.125072,2.352625,[ 6 21] ; [12 17],[ 8.67857143 18.32142857] ; [ 9.32142857 19.67857143],0
d5,1,0.144545,2.128891,[14 14] ; [20  9],[16.70175439 11.29824561] ; [17.29824561 11.70175439],0
b4,1,0.144545,2.128891,[14 14] ; [20  9],[16.70175439 11.29824561] ; [17.29824561 11.70175439],0
p4,1,0.173364,1.853615,[ 6 22] ; [11 18],[ 8.35087719 19.64912281] ; [ 8.64912281 20.35087719],0
b3,1,0.184844,1.758242,[ 9 11] ; [ 5 15],[ 7. 13.] ; [ 7. 13.],0
b2,1,0.184844,1.758242,[ 9 11] ; [ 5 15],[ 7. 13.] ; [ 7. 13.],0
n4,1,0.227156,1.458581,[16 12] ; [21  8],[18.1754386  9.8245614] ; [18.8245614 10.1754386],0
s3,1,0.240451,1.377948,[ 8 19] ; [13 16],[10.125 16.875] ; [10.875 18.125],0
s4,1,0.301824,1.066118,[ 3 25] ; [ 6 23],[ 4.42105263 23.57894737] ; [ 4.57894737 24.42105263],0
s5,1,0.312951,1.018182,[ 4 24] ; [ 7 21],[ 5.5 22.5] ; [ 5.5 22.5],0
p5,1,0.334926,0.929757,[ 1 26] ; [ 3 26],[ 1.92857143 25.07142857] ; [ 2.07142857 26.92857143],0
v1,1,0.34235,0.90161,[ 5 23] ; [ 8 20],[ 6.5 21.5] ; [ 6.5 21.5],0
d3,1,0.345901,0.888437,[11 17] ; [15 14],[12.77192982 15.22807018] ; [13.22807018 15.77192982],0
a7,1,0.356727,0.849384,[15 13] ; [12 17],[13.26315789 14.73684211] ; [13.73684211 15.26315789],0
a4,1,0.397154,0.716927,[11 17] ; [ 8 20],[ 9.5 18.5] ; [ 9.5 18.5],0
p8,1,0.417799,0.656499,[ 4 22] ; [ 7 22],[ 5.2 20.8] ; [ 5.8 23.2],0
p7,1,0.453626,0.561576,[ 8 20] ; [11 18],[ 9.33333333 18.66666667] ; [ 9.66666667 19.33333333],0
b1,1,0.502686,0.449261,[16 12] ; [14 15],[14.73684211 13.26315789] ; [15.26315789 13.73684211],0
a5,1,0.513585,0.426756,[14 14] ; [17 12],[15.22807018 12.77192982] ; [15.77192982 13.22807018],0
d1,1,0.66051,0.192905,[10 18] ; [12 17],[10.80701754 17.19298246] ; [11.19298246 17.80701754],0
p1,1,0.669223,0.182512,[ 2 26] ; [ 3 26],[ 2.45614035 25.54385965] ; [ 2.54385965 26.45614035],0
b5,1,0.689299,0.159845,[13 15] ; [15 14],[13.75438596 14.24561404] ; [14.24561404 14.75438596],0
a6,1,0.700935,0.147502,[13 15] ; [12 17],[12.28070175 15.71929825] ; [12.71929825 16.28070175],0
p6,1,0.760447,0.09296,[ 4 23] ; [ 5 23],[ 4.41818182 22.58181818] ; [ 4.58181818 23.41818182],0
r2,1,0.784918,0.074483,[14 13] ; [15 12],[14.5 12.5] ; [14.5 12.5],0
d2,1,0.789137,0.07152,[13 15] ; [14 14],[13.5 14.5] ; [13.5 14.5],0
n2,1,0.789561,0.071225,[8 8] ; [4 5],[7.68 8.32] ; [4.32 4.68],0
r1,1,0.880862,0.022463,[12 16] ; [13 16],[12.28070175 15.71929825] ; [12.71929825 16.28070175],0
d4,1,0.922411,0.009486,[18 10] ; [19 10],[18.1754386  9.8245614] ; [18.8245614 10.1754386],0
a8,1,0.955629,0.003096,[ 4 23] ; [ 4 24],[ 3.92727273 23.07272727] ; [ 4.07272727 23.92727273],0
s1,1,0.970969,0.001324,[ 2 26] ; [ 2 27],[ 1.96491228 26.03508772] ; [ 2.03508772 26.96491228],0
n1,1,0.973215,0.001127,[7 9] ; [4 5],[7.04 8.96] ; [3.96 5.04],0
a3,1,0.977009,0.000831,[15 12] ; [16 13],[14.94642857 12.05357143] ; [16.05357143 12.94642857],0
u2,1,1.0,0.0,[ 3 10] ; [ 3 10],[ 3. 10.] ; [ 3. 10.],0
