Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.605005,[ 3 32] ; [64 38],[17.11678832 17.88321168] ; [49.88321168 52.11678832],1
n6,1,4.2e-05,16.764073,[14 21] ; [79 23],[23.75912409 11.24087591] ; [69.24087591 32.75912409],1
p9,1,4.6e-05,16.604941,[13 19] ; [78 21],[22.22900763  9.77099237] ; [68.77099237 30.22900763],1
p11,1,5.3e-05,16.3262,[12 23] ; [74 28],[21.97080292 13.02919708] ; [64.02919708 37.97080292],1
p10,1,6.5e-05,15.95877,[11 23] ; [71 29],[20.80597015 13.19402985] ; [61.19402985 38.80597015],1
v4,1,0.000645,11.640306,[20 15] ; [85 15],[27.22222222  7.77777778] ; [77.77777778 22.22222222],1
a1,1,0.002525,9.12248,[ 7 28] ; [ 4 98],[ 2.81021898 32.18978102] ; [ 8.18978102 93.81021898],0
b5,1,0.002695,9.003243,[14 21] ; [70 32],[21.45985401 13.54014599] ; [62.54014599 39.45985401],0
d4,1,0.003277,8.646363,[15 20] ; [72 30],[22.22627737 12.77372263] ; [64.77372263 37.22627737],0
p2,1,0.003506,8.5237,[14 21] ; [68 32],[21.25925926 13.74074074] ; [60.74074074 39.25925926],0
n2,1,0.004764,7.966835,[ 7 10] ; [31  8],[11.53571429  5.46428571] ; [26.46428571 12.53571429],0
b2,1,0.015503,5.858349,[14 11] ; [15 39],[ 9.17721519 15.82278481] ; [19.82278481 34.17721519],0
b3,1,0.015503,5.858349,[14 11] ; [15 39],[ 9.17721519 15.82278481] ; [19.82278481 34.17721519],0
n3,1,0.01718,5.677895,[ 7 10] ; [29 10],[10.92857143  6.07142857] ; [25.07142857 13.92857143],0
s1,1,0.022157,5.233415,[ 3 32] ; [  1 100],[ 1.02941176 33.97058824] ; [ 2.97058824 98.02941176],0
d3,1,0.027013,4.890004,[12 23] ; [56 44],[17.62962963 17.37037037] ; [50.37037037 49.62962963],0
a7,1,0.029789,4.721421,[13 22] ; [59 42],[18.52941176 16.47058824] ; [53.47058824 47.52941176],0
s6,1,0.03195,4.601184,[ 9 26] ; [46 53],[14.36567164 20.63432836] ; [40.63432836 58.36567164],0
p1,1,0.05098,3.80894,[ 4 31] ; [ 3 98],[ 1.80147059 33.19852941] ; [ 5.19852941 95.80147059],0
v2,1,0.053891,3.716057,[ 7 27] ; [38 60],[11.59090909 22.40909091] ; [33.40909091 64.59090909],0
b4,1,0.061449,3.497851,[16 19] ; [65 37],[20.69343066 14.30656934] ; [60.30656934 41.69343066],0
n5,1,0.064802,3.410004,[27  8] ; [61 41],[22.48175182 12.51824818] ; [65.51824818 36.48175182],0
p7,1,0.077126,3.124453,[ 8 26] ; [40 59],[12.27067669 21.72932331] ; [35.72932331 63.27067669],0
b1,1,0.077767,3.110962,[19 16] ; [38 64],[14.5620438 20.4379562] ; [42.4379562 59.5620438],0
r2,1,0.087378,2.922036,[21 12] ; [77 21],[24.6870229  8.3129771] ; [73.3129771 24.6870229],0
s2,1,0.11964,2.422029,[ 8 27] ; [38 64],[11.75182482 23.24817518] ; [34.24817518 67.75182482],0
p8,1,0.133997,2.245576,[ 7 27] ; [34 65],[10.48120301 23.51879699] ; [30.51879699 68.48120301],0
s3,1,0.140192,2.175845,[ 9 25] ; [41 60],[12.59259259 21.40740741] ; [37.40740741 63.59259259],0
d2,1,0.156613,2.006625,[17 17] ; [37 65],[13.5 20.5] ; [40.5 61.5],0
d1,1,0.214625,1.539949,[ 9 26] ; [38 64],[12.00729927 22.99270073] ; [34.99270073 67.00729927],0
a4,1,0.235339,1.408301,[13 21] ; [28 74],[10.25 23.75] ; [30.75 71.25],0
d5,1,0.290724,1.116264,[19 16] ; [65 36],[21.61764706 13.38235294] ; [62.38235294 38.61764706],0
