Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,166.723089,[244 100] ; [ 72 263],[160.09425626 183.90574374] ; [155.90574374 179.09425626],1
s2,1,0.0,138.214074,[258  88] ; [ 97 233],[181.70118343 164.29881657] ; [173.29881657 156.70118343],1
s3,1,0.0,96.855227,[262  81] ; [128 201],[199.0625 143.9375] ; [190.9375 138.0625],1
s6,1,0.0,92.968085,[299  45] ; [173 154],[241.97913562 102.02086438] ; [230.02086438  96.97913562],1
a3,1,0.0,39.883789,[290  55] ; [210 125],[253.67647059  91.32352941] ; [246.32352941  88.67647059],1
s5,1,0.0,36.242699,[155 180] ; [ 77 246],[118.11550152 216.88449848] ; [113.88449848 209.11550152],1
p6,1,1e-06,24.275541,[159 184] ; [ 92 237],[128.11458333 214.88541667] ; [122.88541667 206.11458333],1
u1,1,1e-06,23.781965,[ 98 249] ; [ 44 292],[ 72.14348463 274.85651537] ; [ 69.85651537 266.14348463],1
n4,1,3e-06,21.528278,[298  48] ; [240  95],[273.34508076  72.65491924] ; [264.65491924  70.34508076],1
p5,1,1.3e-05,18.969594,[ 57 286] ; [ 20 314],[ 39.01181684 303.98818316] ; [ 37.98818316 296.01181684],1
p4,1,4.1e-05,16.830288,[236 109] ; [176 156],[209.95568685 135.04431315] ; [202.04431315 129.95568685],1
p9,1,5.1e-05,16.422163,[310  34] ; [261  70],[290.99851852  53.00148148] ; [280.00148148  50.99851852],1
n5,1,5.4e-05,16.302652,[283  62] ; [228 104],[260.40620384  84.59379616] ; [250.59379616  81.40620384],1
p3,1,6.7e-05,15.900463,[199 146] ; [142 193],[173.00735294 171.99264706] ; [167.99264706 167.00735294],1
d2,1,6.8e-05,15.867794,[201 144] ; [144 191],[175.03676471 169.96323529] ; [169.96323529 165.03676471],1
n6,1,8.3e-05,15.494123,[311  33] ; [266  68],[292.75516224  51.24483776] ; [284.24483776  49.75516224],1
v3,1,0.000166,14.177172,[160 173] ; [107 212],[136.36656442 196.63343558] ; [130.63343558 188.36656442],1
p10,1,0.000299,13.079363,[299  46] ; [251  80],[280.69526627  64.30473373] ; [269.30473373  61.69526627],1
p7,1,0.000638,11.660668,[242  94] ; [195 133],[221.13253012 114.86746988] ; [215.86746988 112.13253012],1
a5,1,0.000873,11.078475,[286  61] ; [241  95],[267.74377745  79.25622255] ; [259.25622255  76.74377745],1
