Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.001186,10.511938,[27 28] ; [23 75],[17.97385621 37.02614379] ; [32.02614379 65.97385621],0
v2,1,0.001366,10.25177,[32 23] ; [31 67],[22.64705882 32.35294118] ; [40.35294118 57.64705882],0
n4,1,0.002479,9.155934,[46 10] ; [59 42],[37.4522293 18.5477707] ; [67.5477707 33.4522293],0
a2,1,0.017756,5.620025,[15 41] ; [12 89],[ 9.63057325 46.36942675] ; [17.36942675 83.63057325],0
r1,1,0.020622,5.358473,[49  7] ; [72 29],[43.15923567 12.84076433] ; [77.84076433 23.15923567],0
p2,1,0.027254,4.874677,[39 17] ; [52 49],[32.45859873 23.54140127] ; [58.54140127 42.45859873],0
r4,1,0.034289,4.480217,[50  6] ; [76 25],[44.94267516 11.05732484] ; [81.05732484 19.94267516],0
r3,1,0.036928,4.353744,[53  3] ; [83 17],[48.82051282  7.17948718] ; [87.17948718 12.82051282],0
s7,1,0.059603,3.548405,[21 30] ; [25 71],[15.95918367 35.04081633] ; [30.04081633 65.95918367],0
a5,1,0.064033,3.429722,[40 16] ; [57 44],[34.59872611 21.40127389] ; [62.40127389 38.59872611],0
n2,1,0.072069,3.235248,[14  3] ; [23 17],[11.03508772  5.96491228] ; [25.96491228 14.03508772],0
a1,1,0.079907,3.066783,[ 1 55] ; [ 9 92],[ 3.56687898 52.43312102] ; [ 6.43312102 94.56687898],0
s3,1,0.094565,2.794903,[30 25] ; [41 60],[25.03205128 29.96794872] ; [45.96794872 55.03205128],0
v4,1,0.12096,2.404848,[51  4] ; [84 16],[47.90322581  7.09677419] ; [87.09677419 12.90322581],0
b5,1,0.121625,2.396269,[36 20] ; [52 49],[31.38853503 24.61146497] ; [56.61146497 44.38853503],0
d3,1,0.128551,2.309915,[38 18] ; [56 45],[33.52866242 22.47133758] ; [60.47133758 40.52866242],0
n3,1,0.140918,2.167905,[13  5] ; [19 18],[10.47272727  7.52727273] ; [21.52727273 15.47272727],0
p3,1,0.147357,2.099398,[22 34] ; [28 72],[17.94871795 38.05128205] ; [32.05128205 67.94871795],0
s2,1,0.178658,1.808754,[22 32] ; [30 70],[18.23376623 35.76623377] ; [33.76623377 66.23376623],0
p7,1,0.185601,1.752199,[29 25] ; [43 58],[25.08387097 28.91612903] ; [46.91612903 54.08387097],0
n1,1,0.190083,1.716976,[9 8] ; [13 25],[ 6.8 10.2] ; [15.2 22.8],0
p10,1,0.220496,1.501141,[11 44] ; [29 71],[14.19354839 40.80645161] ; [25.80645161 74.19354839],0
s6,1,0.220999,1.497875,[28 26] ; [42 59],[24.38709677 29.61290323] ; [45.61290323 55.38709677],0
a4,1,0.235541,1.407087,[24 31] ; [34 66],[20.58064516 34.41935484] ; [37.41935484 62.58064516],0
s1,1,0.273875,1.197235,[ 6 49] ; [ 6 94],[ 4.25806452 50.74193548] ; [ 7.74193548 92.25806452],0
u1,1,0.301456,1.067744,[10 46] ; [12 89],[ 7.84713376 48.15286624] ; [14.15286624 86.84713376],0
p6,1,0.324082,0.972401,[13 40] ; [18 83],[10.66883117 42.33116883] ; [20.33116883 80.66883117],0
a3,1,0.337639,0.919376,[36 20] ; [57 44],[33.17197452 22.82802548] ; [59.82802548 41.17197452],0
a8,1,0.384821,0.755245,[ 5 43] ; [ 6 89],[ 3.69230769 44.30769231] ; [ 7.30769231 87.69230769],0
s5,1,0.386202,0.750865,[13 41] ; [18 81],[10.94117647 43.05882353] ; [20.05882353 78.94117647],0
s8,1,0.404121,0.696031,[15 39] ; [22 79],[12.89032258 41.10967742] ; [24.10967742 76.89032258],0
n6,1,0.411595,0.67419,[40 16] ; [65 35],[37.69230769 18.30769231] ; [67.30769231 32.69230769],0
p1,1,0.41274,0.670893,[ 3 53] ; [ 9 91],[ 4.30769231 51.69230769] ; [ 7.69230769 92.30769231],0
p5,1,0.454914,0.55838,[ 3 53] ; [ 3 98],[ 2.14012739 53.85987261] ; [ 3.85987261 97.14012739],0
n5,1,0.459913,0.546106,[35 21] ; [57 44],[32.81528662 23.18471338] ; [59.18471338 41.81528662],0
u3,1,0.496802,0.46176,[10 10] ; [26 18],[11.25  8.75] ; [24.75 19.25],0
b2,1,0.509861,0.434352,[12 23] ; [17 44],[10.57291667 24.42708333] ; [18.42708333 42.57291667],0
b3,1,0.509861,0.434352,[12 23] ; [17 44],[10.57291667 24.42708333] ; [18.42708333 42.57291667],0
u2,1,0.510582,0.432874,[ 8 11] ; [22 21],[9.19354839 9.80645161] ; [20.80645161 22.19354839],0
a7,1,0.701259,0.147165,[37 19] ; [63 37],[35.8974359 20.1025641] ; [64.1025641 35.8974359],0
p4,1,0.727825,0.121118,[24 32] ; [40 60],[22.97435897 33.02564103] ; [41.02564103 58.97435897],0
d4,1,0.756051,0.096516,[40 16] ; [73 26],[40.82580645 15.17419355] ; [72.17419355 26.82580645],0
d5,1,0.804536,0.061247,[40 16] ; [74 27],[40.66242038 15.33757962] ; [73.33757962 27.66242038],0
d2,1,0.85616,0.032857,[28 28] ; [51 48],[28.54193548 27.45806452] ; [50.45806452 48.54193548],0
d1,1,0.895139,0.017373,[26 30] ; [48 53],[26.39490446 29.60509554] ; [47.60509554 53.39490446],0
b1,1,0.913409,0.011824,[31 25] ; [55 46],[30.67515924 25.32484076] ; [55.32484076 45.67515924],0
a6,1,0.934064,0.006845,[34 22] ; [62 39],[34.24203822 21.75796178] ; [61.75796178 39.24203822],0
b4,1,0.934064,0.006845,[34 22] ; [62 39],[34.24203822 21.75796178] ; [61.75796178 39.24203822],0
s4,1,0.945263,0.004714,[ 8 47] ; [14 85],[ 7.85714286 47.14285714] ; [14.14285714 84.85714286],0
p8,1,0.945802,0.004621,[18 38] ; [33 68],[18.1910828 37.8089172] ; [32.8089172 68.1910828],0
p11,1,0.971203,0.001303,[29 27] ; [52 49],[28.89171975 27.10828025] ; [52.10828025 48.89171975],0
