Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.453892,[126   4] ; [2 7],[119.71223022  10.28776978] ; [8.28776978 0.71223022],1
v4,1,0.0,33.430233,[124   5] ; [4 5],[119.65217391   9.34782609] ; [8.34782609 0.65217391],1
r3,1,1e-06,24.230965,[122   8] ; [4 5],[117.84172662  12.15827338] ; [8.15827338 0.84172662],1
n6,1,0.003003,8.805463,[106  24] ; [3 5],[102.68115942  27.31884058] ; [6.31884058 1.68115942],0
a1,1,0.006273,7.470025,[  4 126] ; [2 7],[  5.61151079 124.38848921] ; [0.38848921 8.61151079],0
p11,1,0.008084,7.014839,[106  24] ; [4 5],[102.87769784  27.12230216] ; [7.12230216 1.87769784],0
n4,1,0.014554,5.969684,[93 36] ; [3 6],[89.73913043 39.26086957] ; [6.26086957 2.73913043],0
v2,1,0.01462,5.961748,[65 57] ; [1 8],[61.46564885 60.53435115] ; [4.53435115 4.46564885],0
p9,1,0.035767,4.408163,[96 30] ; [4 5],[93.33333333 32.66666667] ; [6.66666667 2.33333333],0
b1,1,0.03843,4.285907,[55 75] ; [7 2],[57.98561151 72.01438849] ; [4.01438849 4.98561151],0
a6,1,0.049453,3.859915,[85 44] ; [3 6],[82.26086957 46.73913043] ; [5.73913043 3.26086957],0
s1,1,0.054334,3.702397,[  7 118] ; [2 7],[  8.39552239 116.60447761] ; [0.60447761 8.39552239],0
n3,1,0.064666,3.413475,[19  7] ; [2 4],[17.0625  8.9375] ; [3.9375 2.0625],0
a3,1,0.075538,3.158378,[71 57] ; [7 1],[73.41176471 54.58823529] ; [4.58823529 3.41176471],0
s3,1,0.122197,2.38893,[74 50] ; [3 6],[71.78947368 52.21052632] ; [5.21052632 3.78947368],0
s6,1,0.129531,2.29812,[74 51] ; [3 6],[71.82835821 53.17164179] ; [5.17164179 3.82835821],0
p6,1,0.143235,2.142857,[44 82] ; [1 8],[42. 84.] ; [3. 6.],0
p4,1,0.15889,1.984756,[58 67] ; [2 7],[55.97014925 69.02985075] ; [4.02985075 4.97014925],0
a7,1,0.175953,1.831481,[86 43] ; [4 5],[84.13043478 44.86956522] ; [5.86956522 3.13043478],0
a8,1,0.313116,1.017488,[ 15 105] ; [2 6],[ 15.9375 104.0625] ; [1.0625 6.9375],0
a5,1,0.31972,0.990091,[79 50] ; [4 5],[77.58695652 51.41304348] ; [5.41304348 3.58695652],0
v1,1,0.33363,0.934755,[64 64] ; [3 6],[62.59854015 65.40145985] ; [4.40145985 4.59854015],0
p8,1,0.333879,0.933794,[63 63] ; [3 6],[61.6 64.4] ; [4.4 4.6],0
n5,1,0.382501,0.762647,[89 39] ; [5 4],[87.82481752 40.17518248] ; [6.17518248 2.82481752],0
n2,1,0.394881,0.72386,[23  5] ; [4 2],[22.23529412  5.76470588] ; [4.76470588 1.23529412],0
p7,1,0.413422,0.668938,[73 52] ; [4 5],[71.82835821 53.17164179] ; [5.17164179 3.82835821],0
s2,1,0.51619,0.421499,[56 70] ; [3 6],[55.06666667 70.93333333] ; [3.93333333 5.06666667],0
a4,1,0.550202,0.356955,[31 96] ; [3 6],[31.75 95.25] ; [2.25 6.75],0
n1,1,0.618402,0.24812,[12 15] ; [2 4],[11.45454545 15.54545455] ; [2.54545455 3.45454545],0
b4,1,0.628389,0.234252,[76 54] ; [6 3],[76.69064748 53.30935252] ; [5.30935252 3.69064748],0
s4,1,0.675787,0.174907,[ 21 107] ; [1 8],[ 20.55474453 107.44525547] ; [1.44525547 7.55474453],0
p10,1,0.690998,0.158007,[91 34] ; [6 3],[90.48507463 34.51492537] ; [6.51492537 2.48507463],0
s7,1,0.697832,0.150737,[52 69] ; [4 4],[52.52713178 68.47286822] ; [3.47286822 4.52713178],0
p2,1,0.737861,0.112016,[92 36] ; [6 3],[91.5620438 36.4379562] ; [6.4379562 2.5620438],0
b2,1,0.745107,0.105689,[33 46] ; [2 2],[33.31325301 45.68674699] ; [1.68674699 2.31325301],0
b3,1,0.745107,0.105689,[33 46] ; [2 2],[33.31325301 45.68674699] ; [1.68674699 2.31325301],0
p1,1,0.804424,0.061318,[ 18 110] ; [1 8],[ 17.75182482 110.24817518] ; [1.24817518 7.75182482],0
u3,1,0.807903,0.059113,[34 24] ; [1 1],[33.83333333 24.16666667] ; [1.16666667 0.83333333],0
u2,1,0.807903,0.059113,[34 24] ; [1 1],[33.83333333 24.16666667] ; [1.16666667 0.83333333],0
d4,1,0.816744,0.053701,[66 62] ; [5 4],[66.33576642 61.66423358] ; [4.66423358 4.33576642],0
d3,1,0.868814,0.02728,[61 68] ; [4 5],[60.76086957 68.23913043] ; [4.23913043 4.76086957],0
a2,1,0.9147,0.011473,[ 13 117] ; [1 8],[ 13.09352518 116.90647482] ; [0.90647482 8.09352518],0
b5,1,0.956303,0.003002,[71 59] ; [5 4],[71.07913669 58.92086331] ; [4.92086331 4.07913669],0
s8,1,0.974346,0.001034,[42 86] ; [3 6],[42.04379562 85.95620438] ; [2.95620438 6.04379562],0
