Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.008926,6.837607,[4 2] ; [ 4 22],[1.5 4.5] ; [ 6.5 19.5],0
p8,1,0.010863,6.487536,[4 2] ; [ 4 21],[1.5483871 4.4516129] ; [ 6.4516129 18.5483871],0
s7,1,0.017065,5.689674,[3 2] ; [ 3 21],[1.03448276 3.96551724] ; [ 4.96551724 19.03448276],0
v2,1,0.023727,5.114478,[4 2] ; [ 5 20],[1.74193548 4.25806452] ; [ 7.25806452 17.74193548],0
p12,1,0.025508,4.989095,[2 4] ; [ 1 25],[0.5625 5.4375] ; [ 2.4375 23.5625],0
v1,1,0.037857,4.311422,[4 2] ; [ 6 20],[1.875 4.125] ; [ 8.125 17.875],0
d3,1,0.037857,4.311422,[4 2] ; [ 6 20],[1.875 4.125] ; [ 8.125 17.875],0
d1,1,0.064488,3.418022,[3 3] ; [ 4 22],[1.3125 4.6875] ; [ 5.6875 20.3125],0
s6,1,0.064666,3.413475,[4 2] ; [ 7 19],[2.0625 3.9375] ; [ 8.9375 17.0625],0
b1,1,0.070041,3.282051,[1 5] ; [15 11],[3. 3.] ; [13. 13.],0
a2,1,0.086926,2.930403,[2 4] ; [ 2 24],[0.75 5.25] ; [ 3.25 22.75],0
p11,1,0.099966,2.706083,[5 1] ; [12 14],[3.1875 2.8125] ; [13.8125 12.1875],0
p4,1,0.101594,2.680342,[4 2] ; [ 8 18],[2.25 3.75] ; [ 9.75 16.25],0
d2,1,0.101594,2.680342,[4 2] ; [ 8 18],[2.25 3.75] ; [ 9.75 16.25],0
a6,1,0.101594,2.680342,[4 2] ; [ 8 18],[2.25 3.75] ; [ 9.75 16.25],0
n6,1,0.118337,2.439188,[5 1] ; [12 13],[3.29032258 2.70967742] ; [13.70967742 11.29032258],0
a5,1,0.184963,1.757293,[5 1] ; [14 12],[3.5625 2.4375] ; [15.4375 10.5625],0
p6,1,0.201994,1.627897,[2 4] ; [ 3 22],[0.96774194 5.03225806] ; [ 4.03225806 20.96774194],0
d5,1,0.209351,1.575906,[4 2] ; [10 16],[2.625 3.375] ; [11.375 14.625],0
b2,1,0.230785,1.436017,[2 2] ; [ 4 15],[1.04347826 2.95652174] ; [ 4.95652174 14.04347826],0
b3,1,0.230785,1.436017,[2 2] ; [ 4 15],[1.04347826 2.95652174] ; [ 4.95652174 14.04347826],0
r4,1,0.242238,1.367521,[1 5] ; [ 1 25],[0.375 5.625] ; [ 1.625 24.375],0
b4,1,0.392558,0.731002,[5 1] ; [17  9],[4.125 1.875] ; [17.875  8.125],0
r3,1,0.411275,0.675111,[4 2] ; [12 13],[3.09677419 2.90322581] ; [12.90322581 12.09677419],0
s2,1,0.428363,0.627258,[2 3] ; [ 6 20],[1.29032258 3.70967742] ; [ 6.70967742 19.29032258],0
p3,1,0.451323,0.567326,[2 4] ; [ 5 21],[1.3125 4.6875] ; [ 5.6875 20.3125],0
p10,1,0.512691,0.428571,[3 2] ; [11 14],[2.33333333 2.66666667] ; [11.66666667 13.33333333],0
p5,1,0.519043,0.415794,[1 5] ; [ 2 23],[0.58064516 5.41935484] ; [ 2.41935484 22.58064516],0
b5,1,0.568261,0.3256,[4 2] ; [14 12],[3.375 2.625] ; [14.625 11.375],0
s3,1,0.59298,0.285714,[2 3] ; [ 7 18],[1.5 3.5] ; [ 7.5 17.5],0
p9,1,0.624206,0.24,[3 2] ; [12 13],[2.5 2.5] ; [12.5 12.5],0
s5,1,0.732074,0.117216,[1 5] ; [ 3 23],[0.75 5.25] ; [ 3.25 22.75],0
p1,1,0.732074,0.117216,[1 5] ; [ 3 23],[0.75 5.25] ; [ 3.25 22.75],0
a7,1,0.732074,0.117216,[3 3] ; [11 15],[2.625 3.375] ; [11.375 14.625],0
n1,1,0.793428,0.068571,[1 1] ; [4 6],[0.83333333 1.16666667] ; [4.16666667 5.83333333],0
p7,1,0.815076,0.054701,[2 4] ; [10 16],[2.25 3.75] ; [ 9.75 16.25],0
p2,1,0.864873,0.028959,[3 3] ; [12 14],[2.8125 3.1875] ; [12.1875 13.8125],0
n4,1,0.952475,0.003552,[4 2] ; [17  9],[3.9375 2.0625] ; [17.0625  8.9375],0
n5,1,0.952475,0.003552,[4 2] ; [17  9],[3.9375 2.0625] ; [17.0625  8.9375],0
r1,1,0.952475,0.003552,[2 4] ; [ 9 17],[2.0625 3.9375] ; [ 8.9375 17.0625],0
a4,1,0.952475,0.003552,[2 4] ; [ 9 17],[2.0625 3.9375] ; [ 8.9375 17.0625],0
a8,1,1.0,0.0,[1 4] ; [ 5 20],[1. 4.] ; [ 5. 20.],0
