Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,32.097421,[34 61] ; [95 34],[54.70982143 40.29017857] ; [74.29017857 54.70982143],1
a4,1,2e-06,22.33199,[14 82] ; [57 72],[30.29333333 65.70666667] ; [40.70666667 88.29333333],1
d1,1,7e-06,20.20334,[29 67] ; [78 51],[45.65333333 50.34666667] ; [61.34666667 67.65333333],1
d2,1,5.7e-05,16.212464,[21 75] ; [62 67],[35.41333333 60.58666667] ; [47.58666667 81.41333333],1
v1,1,0.00019,13.926665,[24 68] ; [65 62],[37.38812785 54.61187215] ; [51.61187215 75.38812785],1
v2,1,0.00107,10.701749,[34 58] ; [71 48],[45.78199052 46.21800948] ; [59.21800948 59.78199052],0
d5,1,0.001217,10.46469,[58 37] ; [104  25],[68.70535714 26.29464286] ; [93.29464286 35.70535714],0
a6,1,0.002039,9.514244,[50 46] ; [93 36],[61.01333333 34.98666667] ; [81.98666667 47.01333333],0
s6,1,0.002583,9.080532,[45 49] ; [87 41],[55.89189189 38.10810811] ; [76.10810811 51.89189189],0
p3,1,0.0027,8.9996,[23 73] ; [55 72],[33.57847534 62.42152466] ; [44.42152466 82.57847534],0
u1,1,0.005751,7.626577,[ 3 93] ; [ 18 111],[ 8.96 87.04] ; [ 12.04 116.96],0
d4,1,0.00696,7.283179,[65 30] ; [108  21],[73.37053571 21.62946429] ; [99.62946429 29.37053571],0
p4,1,0.007815,7.075453,[32 63] ; [66 62],[41.74887892 53.25112108] ; [56.25112108 71.74887892],0
r4,1,0.014536,5.971861,[75 21] ; [116  13],[81.49333333 14.50666667] ; [109.50666667  19.49333333],0
p8,1,0.014963,5.92079,[32 63] ; [64 64],[40.89686099 54.10313901] ; [55.10313901 72.89686099],0
p10,1,0.016413,5.758042,[55 37] ; [96 32],[63.14545455 28.85454545] ; [87.85454545 40.14545455],0
p9,1,0.018471,5.550899,[62 30] ; [104  24],[69.41818182 22.58181818] ; [96.58181818 31.41818182],0
r1,1,0.021045,5.323027,[59 37] ; [97 31],[66.85714286 29.14285714] ; [89.14285714 38.85714286],0
d3,1,0.02269,5.192091,[54 40] ; [93 36],[61.96412556 32.03587444] ; [85.03587444 43.96412556],0
b2,1,0.036676,4.365382,[ 8 35] ; [25 42],[12.9 30.1] ; [20.1 46.9],0
b3,1,0.036676,4.365382,[ 8 35] ; [25 42],[12.9 30.1] ; [20.1 46.9],0
s5,1,0.038281,4.292498,[22 71] ; [46 79],[29.00917431 63.99082569] ; [38.99082569 86.00917431],0
p7,1,0.0397,4.230668,[43 49] ; [76 49],[50.4516129 41.5483871] ; [68.5483871 56.4516129],0
s8,1,0.062126,3.479702,[24 72] ; [47 81],[30.42857143 65.57142857] ; [40.57142857 87.42857143],0
p12,1,0.123724,2.36954,[ 1 94] ; [  6 122],[ 2.98206278 92.01793722] ; [  4.01793722 123.98206278],0
p5,1,0.136036,2.222239,[ 2 93] ; [  8 119],[ 4.27927928 90.72072072] ; [  5.72072072 121.27927928],0
n2,1,0.155261,2.019789,[18 12] ; [39 13],[20.85365854  9.14634146] ; [36.14634146 15.85365854],0
v3,1,0.17198,1.865595,[18 71] ; [35 88],[22.25 66.75] ; [30.75 92.25],0
s7,1,0.20492,1.60696,[24 68] ; [42 81],[28.24186047 63.75813953] ; [37.75813953 85.24186047],0
s2,1,0.313938,1.014036,[40 56] ; [62 66],[43.71428571 52.28571429] ; [58.28571429 69.71428571],0
p1,1,0.366515,0.815446,[ 4 91] ; [  9 118],[ 5.56306306 89.43693694] ; [  7.43693694 119.56306306],0
b5,1,0.387823,0.745757,[62 34] ; [76 53],[58.88 37.12] ; [79.12 49.88],0
b1,1,0.417581,0.657112,[30 66] ; [47 82],[32.85333333 63.14666667] ; [44.14666667 84.85333333],0
v4,1,0.519867,0.414158,[86  8] ; [120   8],[87.22522523  6.77477477] ; [118.77477477   9.22522523],0
p11,1,0.56741,0.327035,[62 34] ; [88 41],[64. 32.] ; [86. 43.],0
a7,1,0.606329,0.265555,[67 28] ; [95 34],[68.70535714 26.29464286] ; [93.29464286 35.70535714],0
u2,1,0.612479,0.25658,[35 25] ; [18 16],[33.82978723 26.17021277] ; [19.17021277 14.82978723],0
n6,1,0.642793,0.215108,[61 34] ; [86 42],[62.62331839 32.37668161] ; [84.37668161 43.62331839],0
r2,1,0.643217,0.214559,[86 10] ; [117  11],[87.  9.] ; [116.  12.],0
a8,1,0.654831,0.199863,[ 4 86] ; [  7 113],[ 4.71428571 85.28571429] ; [  6.28571429 113.71428571],0
p6,1,0.665959,0.186365,[24 70] ; [29 97],[22.64545455 71.35454545] ; [30.35454545 95.64545455],0
u3,1,0.675608,0.175112,[36 25] ; [18 15],[35.04255319 25.95744681] ; [18.95744681 14.04255319],0
n3,1,0.68485,0.164717,[22  9] ; [34 17],[21.17073171  9.82926829] ; [34.82926829 16.17073171],0
a1,1,0.763519,0.090519,[ 3 93] ; [  5 124],[ 3.41333333 92.58666667] ; [  4.58666667 124.41333333],0
n5,1,0.880062,0.022768,[31 64] ; [43 85],[31.52466368 63.47533632] ; [42.47533632 85.52466368],0
b4,1,0.944626,0.004824,[57 39] ; [76 53],[56.74666667 39.25333333] ; [76.25333333 52.74666667],0
s3,1,0.953572,0.00339,[48 48] ; [64 63],[48.21524664 47.78475336] ; [63.78475336 63.21524664],0
n1,1,0.974619,0.001012,[ 8 23] ; [13 38],[ 7.93902439 23.06097561] ; [13.06097561 37.93902439],0
p2,1,0.974885,0.000991,[69 26] ; [92 35],[68.8963964 26.1036036] ; [92.1036036 34.8963964],0
s4,1,0.989928,0.000159,[23 73] ; [31 98],[23.04 72.96] ; [30.96 98.04],0
s1,1,0.991741,0.000107,[ 3 93] ; [  4 125],[ 2.98666667 93.01333333] ; [  4.01333333 124.98666667],0
