Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000949,10.924778,[53 19] ; [22 28],[44.26229508 27.73770492] ; [30.73770492 19.26229508],1
v4,1,0.003214,8.681997,[67  5] ; [40 14],[61.14285714 10.85714286] ; [45.85714286  8.14285714],0
a7,1,0.004093,8.242259,[59 14] ; [31 23],[51.73228346 21.26771654] ; [38.26771654 15.73228346],0
a6,1,0.006587,7.382376,[50 23] ; [24 30],[42.53543307 30.46456693] ; [31.46456693 22.53543307],0
p11,1,0.02237,5.216771,[46 27] ; [23 31],[39.66141732 33.33858268] ; [29.33858268 24.66141732],0
p3,1,0.038087,4.301111,[21 52] ; [ 7 46],[16.22222222 56.77777778] ; [11.77777778 41.22222222],0
d2,1,0.062235,3.476787,[22 51] ; [25 29],[27.01574803 45.98425197] ; [19.98425197 34.01574803],0
r3,1,0.07539,3.161576,[69  4] ; [46  8],[66.1023622  6.8976378] ; [48.8976378  5.1023622],0
p10,1,0.078054,3.104968,[42 30] ; [22 30],[37.16129032 34.83870968] ; [26.83870968 25.16129032],0
s4,1,0.128182,2.314379,[11 62] ; [14 40],[14.37007874 58.62992126] ; [10.62992126 43.37007874],0
p8,1,0.131985,2.268995,[17 55] ; [ 7 47],[13.71428571 58.28571429] ; [10.28571429 43.71428571],0
a4,1,0.135473,2.228638,[23 50] ; [24 30],[27.01574803 45.98425197] ; [19.98425197 34.01574803],0
b1,1,0.146832,2.104862,[22 51] ; [23 31],[25.86614173 47.13385827] ; [19.13385827 34.86614173],0
d3,1,0.198792,1.651228,[50 23] ; [31 23],[46.55905512 26.44094488] ; [34.44094488 19.55905512],0
n2,1,0.258774,1.275304,[14  7] ; [12 12],[12.13333333  8.86666667] ; [13.86666667 10.13333333],0
n6,1,0.294412,1.099334,[42 31] ; [26 28],[39.08661417 33.91338583] ; [28.91338583 25.08661417],0
n4,1,0.295929,1.09245,[31 42] ; [18 36],[28.16535433 44.83464567] ; [20.83464567 33.16535433],0
v1,1,0.301908,1.065745,[32 39] ; [19 34],[29.2016129 41.7983871] ; [21.7983871 31.2016129],0
v3,1,0.306426,1.046019,[16 52] ; [16 34],[18.44067797 49.55932203] ; [13.55932203 36.44067797],0
r2,1,0.325698,0.965929,[66  7] ; [44  8],[64.24  8.76] ; [45.76  6.24],0
s7,1,0.339113,0.913782,[17 52] ; [16 33],[19.29661017 49.70338983] ; [13.70338983 35.29661017],0
n3,1,0.352972,0.862745,[15  7] ; [12 10],[13.5  8.5] ; [13.5  8.5],0
a2,1,0.367002,0.81379,[ 7 66] ; [ 8 46],[ 8.62204724 64.37795276] ; [ 6.37795276 47.62204724],0
a1,1,0.391904,0.733027,[ 1 72] ; [ 2 52],[ 1.72440945 71.27559055] ; [ 1.27559055 52.72440945],0
r1,1,0.396988,0.717431,[53 19] ; [36 18],[50.85714286 21.14285714] ; [38.14285714 15.85714286],0
u1,1,0.398577,0.712615,[ 5 68] ; [ 6 48],[ 6.32283465 66.67716535] ; [ 4.67716535 49.32283465],0
n1,1,0.459819,0.546334,[ 6 16] ; [ 9 15],[ 7.17391304 14.82608696] ; [ 7.82608696 16.17391304],0
a3,1,0.476562,0.506721,[40 33] ; [33 21],[41.96062992 31.03937008] ; [31.03937008 22.96062992],0
s3,1,0.492358,0.471369,[32 41] ; [20 33],[30.12698413 42.87301587] ; [21.87301587 31.12698413],0
p4,1,0.493788,0.468261,[23 50] ; [14 40],[21.26771654 51.73228346] ; [15.73228346 38.26771654],0
d5,1,0.504975,0.444465,[59 14] ; [41 13],[57.48031496 15.51968504] ; [42.51968504 11.48031496],0
p1,1,0.549076,0.358974,[ 6 66] ; [ 3 51],[ 5.14285714 66.85714286] ; [ 3.85714286 50.14285714],0
r4,1,0.564474,0.332017,[56 17] ; [39 15],[54.60629921 18.39370079] ; [40.39370079 13.60629921],0
