Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.563393,[77  8] ; [ 9 19],[64.69026549 20.30973451] ; [21.30973451  6.69026549],1
p2,1,0.000261,13.327989,[62 22] ; [ 9 17],[54.21818182 29.78181818] ; [16.78181818  9.21818182],1
r3,1,0.000692,11.511524,[79  6] ; [19  9],[73.71681416 11.28318584] ; [24.28318584  3.71681416],1
r2,1,0.001439,10.155318,[79  6] ; [18  8],[74.27927928 10.72072072] ; [22.72072072  3.27927928],0
v4,1,0.00227,9.317487,[75  9] ; [18 10],[69.75 14.25] ; [23.25  4.75],0
d2,1,0.006302,7.461891,[38 46] ; [21  7],[44.25 39.75] ; [14.75 13.25],0
p8,1,0.00977,6.676362,[36 47] ; [ 4 22],[30.4587156 52.5412844] ; [ 9.5412844 16.4587156],0
a1,1,0.010357,6.572506,[ 3 82] ; [ 5 23],[ 6.01769912 78.98230088] ; [ 1.98230088 26.01769912],0
b1,1,0.018061,5.590176,[42 43] ; [21  7],[47.38938053 37.61061947] ; [15.61061947 12.38938053],0
p1,1,0.027279,4.873067,[ 4 80] ; [ 5 23],[ 6.75 77.25] ; [ 2.25 25.75],0
d3,1,0.038077,4.301565,[60 24] ; [14 14],[55.5 28.5] ; [18.5  9.5],0
v3,1,0.066281,3.372798,[30 47] ; [ 5 21],[26.16504854 50.83495146] ; [ 8.83495146 17.16504854],0
a7,1,0.066947,3.356333,[64 21] ; [16 12],[60.17699115 24.82300885] ; [19.82300885  8.17699115],0
n5,1,0.07776,3.111111,[32 52] ; [16 12],[36. 48.] ; [12. 16.],0
d4,1,0.110612,2.545455,[69 15] ; [19  9],[66. 18.] ; [22.  6.],0
u2,1,0.143583,2.139137,[15  5] ; [1 2],[13.91304348  6.08695652] ; [2.08695652 0.91304348],0
p10,1,0.150525,2.066924,[50 33] ; [12 15],[46.78181818 36.21818182] ; [15.21818182 11.78181818],0
a3,1,0.169708,1.885522,[65 19] ; [25  3],[67.5 16.5] ; [22.5  5.5],0
n1,1,0.17288,1.857794,[ 8 18] ; [6 5],[ 9.83783784 16.16216216] ; [4.16216216 6.83783784],0
s6,1,0.173379,1.85348,[46 39] ; [11 17],[42.87610619 42.12389381] ; [14.12389381 13.87610619],0
u1,1,0.204621,1.609081,[10 75] ; [ 1 27],[ 8.27433628 76.72566372] ; [ 2.72566372 25.27433628],0
v2,1,0.219295,1.50898,[43 36] ; [11 16],[40.24528302 38.75471698] ; [13.75471698 13.24528302],0
p3,1,0.228827,1.448139,[37 47] ; [ 8 18],[34.36363636 49.63636364] ; [10.63636364 15.36363636],0
v1,1,0.243694,1.359098,[40 44] ; [ 9 17],[37.41818182 46.58181818] ; [11.58181818 14.41818182],0
p11,1,0.29803,1.082986,[52 33] ; [14 14],[49.6460177 35.3539823] ; [16.3539823 11.6460177],0
a8,1,0.328237,0.955842,[ 8 67] ; [ 5 23],[ 9.46601942 65.53398058] ; [ 3.53398058 24.46601942],0
a4,1,0.351738,0.867178,[43 42] ; [17 11],[45.13274336 39.86725664] ; [14.86725664 13.13274336],0
p7,1,0.411861,0.673422,[42 39] ; [12 16],[40.12844037 40.87155963] ; [13.87155963 14.12844037],0
s8,1,0.430585,0.621244,[28 57] ; [ 7 21],[26.32743363 58.67256637] ; [ 8.67256637 19.32743363],0
p4,1,0.464835,0.534228,[41 43] ; [11 16],[39.35135135 44.64864865] ; [12.64864865 14.35135135],0
s4,1,0.467817,0.527126,[ 8 77] ; [ 4 24],[ 9.02654867 75.97345133] ; [ 2.97345133 25.02654867],0
b4,1,0.479822,0.499268,[49 36] ; [14 14],[47.38938053 37.61061947] ; [15.61061947 12.38938053],0
d5,1,0.484642,0.4884,[67 17] ; [24  4],[68.25 15.75] ; [22.75  5.25],0
s5,1,0.619093,0.247145,[16 65] ; [ 4 22],[15.14018692 65.85981308] ; [ 4.85981308 21.14018692],0
s3,1,0.622549,0.242302,[40 43] ; [15 13],[41.12612613 41.87387387] ; [13.87387387 14.12612613],0
p6,1,0.627549,0.235399,[13 69] ; [ 5 20],[13.79439252 68.20560748] ; [ 4.20560748 20.79439252],0
a6,1,0.629063,0.233333,[59 25] ; [21  7],[60. 24.] ; [20.  8.],0
p5,1,0.636178,0.223775,[ 5 77] ; [ 1 26],[ 4.51376147 77.48623853] ; [ 1.48623853 25.51376147],0
s7,1,0.663705,0.189055,[26 50] ; [ 8 19],[25.08737864 50.91262136] ; [ 8.91262136 18.08737864],0
p9,1,0.678731,0.171558,[54 29] ; [17 11],[53.09009009 29.90990991] ; [17.90990991 10.09009009],0
n3,1,0.682234,0.167622,[15  9] ; [9 4],[15.56756757  8.43243243] ; [8.43243243 4.56756757],0
d1,1,0.69884,0.149682,[45 40] ; [16 12],[45.88495575 39.11504425] ; [15.11504425 12.88495575],0
b3,1,0.70297,0.145401,[16 33] ; [ 5 13],[15.35820896 33.64179104] ; [ 5.64179104 12.35820896],0
b2,1,0.70297,0.145401,[16 33] ; [ 5 13],[15.35820896 33.64179104] ; [ 5.64179104 12.35820896],0
s1,1,0.786718,0.073211,[ 5 79] ; [ 2 25],[ 5.2972973 78.7027027] ; [ 1.7027027 25.2972973],0
n4,1,0.789549,0.071234,[51 34] ; [16 12],[50.39823009 34.60176991] ; [16.60176991 11.39823009],0
n2,1,0.810181,0.057692,[17  9] ; [9 4],[17.33333333  8.66666667] ; [8.66666667 4.33333333],0
s2,1,0.821688,0.050794,[32 52] ; [10 18],[31.5 52.5] ; [10.5 17.5],0
a2,1,0.830573,0.045782,[23 62] ; [ 7 21],[22.56637168 62.43362832] ; [ 7.43362832 20.56637168],0
u3,1,0.951655,0.003676,[13  6] ; [2 1],[12.95454545  6.04545455] ; [2.04545455 0.95454545],0
b5,1,0.962663,0.002191,[49 36] ; [16 12],[48.89380531 36.10619469] ; [16.10619469 11.89380531],0
p12,1,0.991362,0.000117,[ 3 79] ; [ 1 26],[ 3.00917431 78.99082569] ; [ 0.99082569 26.00917431],0
