Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,31.588638,[76 20] ; [15 33],[60.66666667 35.33333333] ; [30.33333333 17.66666667],1
s7,1,0.000143,14.465453,[53 38] ; [11 35],[42.51094891 48.48905109] ; [21.48905109 24.51094891],1
p10,1,0.00021,13.736029,[79 16] ; [26 22],[69.75524476 25.24475524] ; [35.24475524 12.75524476],1
s6,1,0.004019,8.275034,[61 33] ; [19 29],[52.95774648 41.04225352] ; [27.04225352 20.95774648],0
p8,1,0.006233,7.481816,[58 36] ; [18 30],[50.30985915 43.69014085] ; [25.69014085 22.30985915],0
n6,1,0.009904,6.652168,[81 14] ; [32 16],[75.06993007 19.93006993] ; [37.93006993 10.06993007],0
s2,1,0.010794,6.498939,[49 46] ; [14 34],[41.85314685 53.14685315] ; [21.14685315 26.85314685],0
p9,1,0.015482,5.86077,[83 12] ; [34 14],[77.72727273 17.27272727] ; [39.27272727  8.72727273],0
v1,1,0.020997,5.327038,[48 46] ; [14 32],[41.62857143 52.37142857] ; [20.37142857 25.62857143],0
p5,1,0.032509,4.571429,[16 80] ; [ 2 46],[12. 84.] ; [ 6. 42.],0
p4,1,0.03374,4.507826,[56 40] ; [19 29],[50. 46.] ; [25. 23.],0
p6,1,0.03541,4.425299,[38 58] ; [10 36],[32.45070423 63.54929577] ; [15.54929577 30.45070423],0
v2,1,0.051042,3.806897,[44 48] ; [14 32],[38.66666667 53.33333333] ; [19.33333333 26.66666667],0
d2,1,0.054442,3.699083,[28 68] ; [ 7 41],[23.33333333 72.66666667] ; [11.66666667 36.33333333],0
n3,1,0.07158,3.246419,[13  9] ; [13  2],[15.45945946  6.54054054] ; [10.54054054  4.45945946],0
a1,1,0.076843,3.130435,[ 2 94] ; [ 4 44],[ 4. 92.] ; [ 2. 46.],0
s5,1,0.089813,2.877726,[29 65] ; [ 8 38],[24.84285714 69.15714286] ; [12.15714286 33.84285714],0
a5,1,0.09883,2.724324,[54 42] ; [20 28],[49.33333333 46.66666667] ; [24.66666667 23.33333333],0
n1,1,0.121447,2.398563,[ 8 14] ; [ 2 13],[ 5.94594595 16.05405405] ; [ 4.05405405 10.94594595],0
b3,1,0.123597,2.371133,[24 33] ; [ 7 21],[20.78823529 36.21176471] ; [10.21176471 17.78823529],0
b2,1,0.123597,2.371133,[24 33] ; [ 7 21],[20.78823529 36.21176471] ; [10.21176471 17.78823529],0
s8,1,0.127827,2.318696,[38 57] ; [13 35],[33.88111888 61.11888112] ; [17.11888112 30.88111888],0
r4,1,0.156376,2.008929,[78 18] ; [34 14],[74.66666667 21.33333333] ; [37.33333333 10.66666667],0
v3,1,0.160009,1.974138,[31 64] ; [10 37],[27.42957746 67.57042254] ; [13.57042254 33.42957746],0
r2,1,0.17127,1.871796,[85 10] ; [39  9],[82.37762238 12.62237762] ; [41.62237762  6.37762238],0
a2,1,0.200825,1.636364,[10 86] ; [ 2 46],[ 8. 88.] ; [ 4. 44.],0
s3,1,0.236748,1.399856,[59 37] ; [24 23],[55.72027972 40.27972028] ; [27.27972028 19.72027972],0
a4,1,0.244118,1.356658,[24 71] ; [ 8 40],[21.25874126 73.74125874] ; [10.74125874 37.25874126],0
p11,1,0.336225,0.924771,[75 21] ; [34 14],[72.66666667 23.33333333] ; [36.33333333 11.66666667],0
b4,1,0.340079,0.910132,[58 38] ; [25 23],[55.33333333 40.66666667] ; [27.66666667 20.33333333],0
p12,1,0.346181,0.887407,[ 8 87] ; [ 2 46],[ 6.64335664 88.35664336] ; [ 3.35664336 44.64335664],0
d1,1,0.353822,0.859701,[ 8 88] ; [ 2 46],[ 6.66666667 89.33333333] ; [ 3.33333333 44.66666667],0
p1,1,0.361199,0.833719,[13 83] ; [ 4 44],[11.33333333 84.66666667] ; [ 5.66666667 42.33333333],0
b5,1,0.400342,0.707298,[55 41] ; [31 17],[57.33333333 38.66666667] ; [28.66666667 19.33333333],0
p7,1,0.405321,0.692483,[60 35] ; [33 14],[62.21830986 32.78169014] ; [30.78169014 16.21830986],0
r3,1,0.479032,0.501066,[85 10] ; [41  7],[83.70629371 11.29370629] ; [42.29370629  5.70629371],0
u2,1,0.492404,0.471269,[20 22] ; [13 10],[21.32307692 20.67692308] ; [11.67692308 11.32307692],0
s4,1,0.533761,0.387227,[18 78] ; [ 7 41],[16.66666667 79.33333333] ; [ 8.33333333 39.66666667],0
a8,1,0.608074,0.262989,[ 9 78] ; [ 6 39],[ 9.88636364 77.11363636] ; [ 5.11363636 39.88636364],0
