Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000719,11.438394,[13 37] ; [15  7],[19.44444444 30.55555556] ; [ 8.55555556 13.44444444],1
s4,1,0.269207,1.220781,[ 6 47] ; [ 5 19],[ 7.57142857 45.42857143] ; [ 3.42857143 20.57142857],0
p11,1,0.376999,0.780464,[32 21] ; [17  7],[33.72727273 19.27272727] ; [15.27272727  8.72727273],0
p7,1,0.394968,0.723592,[26 24] ; [15  9],[27.7027027 22.2972973] ; [13.2972973 10.7027027],0
p12,1,0.400587,0.706564,[ 2 49] ; [ 2 21],[ 2.75675676 48.24324324] ; [ 1.24324324 21.75675676],0
p1,1,0.424477,0.637887,[ 5 48] ; [ 1 23],[ 4.12987013 48.87012987] ; [ 1.87012987 22.12987013],0
n4,1,0.450451,0.569516,[26 27] ; [14 10],[27.53246753 25.46753247] ; [12.46753247 11.53246753],0
v1,1,0.517282,0.419309,[28 25] ; [14  9],[29.28947368 23.71052632] ; [12.71052632 10.28947368],0
a7,1,0.525677,0.402741,[37 16] ; [15  9],[35.79220779 17.20779221] ; [16.20779221  7.79220779],0
p9,1,0.53305,0.388574,[34 17] ; [17  6],[35.14864865 15.85135135] ; [15.85135135  7.14864865],0
a3,1,0.538448,0.378424,[41 12] ; [17  7],[39.92207792 13.07792208] ; [18.07792208  5.92207792],0
b4,1,0.547183,0.362387,[27 26] ; [14 10],[28.22077922 24.77922078] ; [12.77922078 11.22077922],0
s1,1,0.557834,0.343469,[ 1 50] ; [ 1 22],[ 1.37837838 49.62162162] ; [ 0.62162162 22.37837838],0
a1,1,0.560177,0.339397,[ 1 52] ; [ 1 23],[ 1.37662338 51.62337662] ; [ 0.62337662 23.37662338],0
p4,1,0.56574,0.329863,[24 27] ; [13 11],[25.16 25.84] ; [11.84 12.16],0
a5,1,0.640626,0.217925,[37 16] ; [18  6],[37.85714286 15.14285714] ; [17.14285714  6.85714286],0
d4,1,0.684785,0.164789,[44  9] ; [19  5],[43.36363636  9.63636364] ; [19.63636364  4.36363636],0
r1,1,0.691258,0.157727,[39 13] ; [19  5],[39.68421053 12.31578947] ; [18.31578947  5.68421053],0
b5,1,0.722496,0.126114,[31 22] ; [13 11],[30.28571429 22.71428571] ; [13.71428571 10.28571429],0
p6,1,0.743479,0.107093,[12 35] ; [ 7 17],[12.57746479 34.42253521] ; [ 6.42253521 17.57746479],0
p3,1,0.762299,0.091484,[19 31] ; [10 14],[19.59459459 30.40540541] ; [ 9.40540541 14.59459459],0
d5,1,0.76316,0.090802,[45  8] ; [21  3],[45.42857143  7.57142857] ; [20.57142857  3.42857143],0
p8,1,0.793799,0.06832,[22 27] ; [10 14],[21.47945205 27.52054795] ; [10.52054795 13.47945205],0
n1,1,0.807671,0.059259,[ 7 11] ; [2 4],[ 6.75 11.25] ; [2.25 3.75],0
d1,1,0.841891,0.039791,[30 23] ; [13 11],[29.5974026 23.4025974] ; [13.4025974 10.5974026],0
b2,1,0.858648,0.031718,[ 8 17] ; [ 5 12],[ 7.73809524 17.26190476] ; [ 5.26190476 11.73809524],0
b3,1,0.858648,0.031718,[ 8 17] ; [ 5 12],[ 7.73809524 17.26190476] ; [ 5.26190476 11.73809524],0
d2,1,0.865481,0.028697,[21 32] ; [10 14],[21.33766234 31.66233766] ; [ 9.66233766 14.33766234],0
n3,1,0.876697,0.024074,[14  4] ; [6 2],[13.84615385  4.15384615] ; [6.15384615 1.84615385],0
a6,1,0.889063,0.019458,[34 19] ; [15  9],[33.72727273 19.27272727] ; [15.27272727  8.72727273],0
d3,1,0.913058,0.011921,[36 17] ; [16  8],[35.79220779 17.20779221] ; [16.20779221  7.79220779],0
