Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.00521,7.804953,[ 21 263] ; [3 6],[ 23.26279863 260.73720137] ; [0.73720137 8.26279863],0
s1,1,0.008982,6.826342,[ 11 270] ; [2 7],[ 12.59655172 268.40344828] ; [0.40344828 8.59655172],0
s5,1,0.036617,4.368143,[ 65 199] ; [5 4],[ 67.69230769 196.30769231] ; [2.30769231 6.69230769],0
p5,1,0.042482,4.1159,[ 16 266] ; [2 7],[ 17.44329897 264.55670103] ; [0.55670103 8.44329897],0
p8,1,0.042689,4.107683,[ 72 212] ; [5 4],[ 74.63481229 209.36518771] ; [2.36518771 6.63481229],0
d3,1,0.046131,3.976799,[187  98] ; [3 6],[184.18367347 100.81632653] ; [5.81632653 3.18367347],0
d4,1,0.063666,3.439217,[230  55] ; [5 4],[227.80612245  57.19387755] ; [7.19387755 1.80612245],0
s8,1,0.064547,3.416529,[103 180] ; [6 3],[105.64041096 177.35958904] ; [3.35958904 5.64041096],0
a4,1,0.065828,3.384099,[129 156] ; [1 7],[126.45051195 158.54948805] ; [3.54948805 4.45051195],0
p11,1,0.068754,3.312515,[206  79] ; [4 5],[203.57142857  81.42857143] ; [6.42857143 2.57142857],0
b4,1,0.08698,2.929406,[173 112] ; [8 1],[175.45918367 109.54081633] ; [5.54081633 3.45918367],0
d5,1,0.101006,2.68959,[224  61] ; [5 4],[221.98979592  63.01020408] ; [7.01020408 1.98979592],0
s6,1,0.109984,2.554453,[176 104] ; [8 1],[178.26989619 101.73010381] ; [5.73010381 3.26989619],0
p12,1,0.120269,2.413812,[ 22 261] ; [2 7],[ 23.26027397 259.73972603] ; [0.73972603 8.26027397],0
p6,1,0.14142,2.162444,[ 43 240] ; [3 6],[ 44.58219178 238.41780822] ; [1.41780822 7.58219178],0
n1,1,0.158828,1.985349,[35 45] ; [5 2],[36.7816092 43.2183908] ; [3.2183908 3.7816092],0
v2,1,0.160272,1.97166,[136 135] ; [2 6],[134.04301075 136.95698925] ; [3.95698925 4.04301075],0
n5,1,0.165326,1.924822,[190  94] ; [8 1],[191.91808874  92.08191126] ; [6.08191126 2.91808874],0
b1,1,0.189968,1.717865,[ 98 187] ; [5 4],[ 99.84693878 185.15306122] ; [3.15306122 5.84693878],0
n4,1,0.270345,1.214998,[206  79] ; [8 1],[207.44897959  77.55102041] ; [6.55102041 2.44897959],0
b3,1,0.306913,1.043913,[ 59 100] ; [1 5],[ 57.81818182 101.18181818] ; [2.18181818 3.81818182],0
b2,1,0.306913,1.043913,[ 59 100] ; [1 5],[ 57.81818182 101.18181818] ; [2.18181818 3.81818182],0
a5,1,0.321458,0.983004,[202  83] ; [5 4],[200.66326531  84.33673469] ; [6.33673469 2.66326531],0
p2,1,0.360464,0.836276,[199  86] ; [5 4],[197.75510204  87.24489796] ; [6.24489796 2.75510204],0
a6,1,0.38745,0.746929,[197  88] ; [5 4],[195.81632653  89.18367347] ; [6.18367347 2.81632653],0
p3,1,0.448277,0.575004,[ 92 192] ; [4 5],[ 93.05119454 190.94880546] ; [2.94880546 6.05119454],0
a2,1,0.48213,0.494041,[ 59 226] ; [1 8],[ 58.16326531 226.83673469] ; [1.83673469 7.16326531],0
n2,1,0.495014,0.465608,[60 21] ; [6 1],[60.75 20.25] ; [5.25 1.75],0
p4,1,0.498513,0.458102,[127 157] ; [3 6],[126.00682594 157.99317406] ; [3.99317406 5.00682594],0
u3,1,0.531641,0.391255,[62 33] ; [2 2],[61.41414141 33.58585859] ; [2.58585859 1.41414141],0
d1,1,0.555689,0.347224,[155 130] ; [4 5],[154.13265306 130.86734694] ; [4.86734694 4.13265306],0
r1,1,0.580697,0.305109,[232  52] ; [8 1],[232.62798635  51.37201365] ; [7.37201365 1.62798635],0
a7,1,0.620591,0.245038,[211  74] ; [6 3],[210.35714286  74.64285714] ; [6.64285714 2.35714286],0
s2,1,0.625968,0.237569,[132 147] ; [5 4],[132.71875 146.28125] ; [4.28125 4.71875],0
s4,1,0.66491,0.187614,[ 47 234] ; [2 7],[ 47.47931034 233.52068966] ; [1.52068966 7.47931034],0
u1,1,0.66723,0.18486,[ 47 238] ; [1 8],[ 46.53061224 238.46938776] ; [1.46938776 7.53061224],0
u2,1,0.702778,0.145598,[56 38] ; [2 2],[55.63265306 38.36734694] ; [2.36734694 1.63265306],0
p10,1,0.713643,0.134665,[203  78] ; [6 3],[202.5137931  78.4862069] ; [6.4862069 2.5137931],0
s7,1,0.736838,0.112925,[105 165] ; [4 5],[105.48387097 164.51612903] ; [3.51612903 5.48387097],0
s3,1,0.750602,0.101026,[144 138] ; [4 3],[144.41522491 137.58477509] ; [3.58477509 3.41522491],0
a3,1,0.805408,0.06069,[190  95] ; [5 3],[189.67576792  95.32423208] ; [5.32423208 2.67576792],0
d2,1,0.814698,0.054929,[137 146] ; [4 5],[136.65410959 146.34589041] ; [4.34589041 4.65410959],0
v3,1,0.840847,0.040325,[ 91 176] ; [3 5],[ 91.26545455 175.73454545] ; [2.73454545 5.26545455],0
n3,1,0.863855,0.029402,[56 24] ; [4 2],[55.81395349 24.18604651] ; [4.18604651 1.81395349],0
v1,1,0.891986,0.018439,[129 147] ; [4 5],[128.8 147.2] ; [4.2 4.8],0
p9,1,0.954472,0.003259,[220  60] ; [7 2],[219.93079585  60.06920415] ; [7.06920415 1.93079585],0
b5,1,0.982504,0.000481,[189  96] ; [6 3],[189.03061224  95.96938776] ; [5.96938776 3.03061224],0
