Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.7e-05,16.55462,[126 199] ; [64 40],[143.93939394 181.06060606] ; [46.06060606 57.93939394],1
s8,1,0.00786,7.065181,[ 67 261] ; [35 71],[ 77.0875576 250.9124424] ; [24.9124424 81.0875576],0
d5,1,0.016582,5.740074,[265  66] ; [73 33],[256.01372998  74.98627002] ; [81.98627002 24.01372998],0
s7,1,0.035858,4.40384,[ 73 242] ; [34 67],[ 81.02163462 233.97836538] ; [25.97836538 75.02163462],0
a7,1,0.054648,3.692782,[238  92] ; [66 40],[230.09174312  99.90825688] ; [73.90825688 32.09174312],0
p12,1,0.088486,2.901712,[ 15 312] ; [  1 103],[ 12.13921114 314.86078886] ; [  3.86078886 100.13921114],0
a5,1,0.091011,2.856404,[235  96] ; [66 40],[227.98855835 103.01144165] ; [73.01144165 32.98855835],0
p9,1,0.119618,2.422321,[254  71] ; [75 31],[248.08584687  76.91415313] ; [80.91415313 25.08584687],0
b4,1,0.133872,2.247015,[185 146] ; [68 38],[191.63157895 139.36842105] ; [61.36842105 44.63157895],0
p4,1,0.145083,2.123202,[171 158] ; [46 59],[164.5 164.5] ; [52.5 52.5],0
r3,1,0.149346,2.078917,[300  30] ; [101   5],[303.50917431  26.49082569] ; [97.49082569  8.50917431],0
p2,1,0.15979,1.976217,[251  77] ; [88 18],[256.20276498  71.79723502] ; [82.79723502 23.20276498],0
b5,1,0.16785,1.902043,[203 128] ; [57 49],[196.93363844 134.06636156] ; [63.06636156 42.93363844],0
v1,1,0.231656,1.430663,[160 167] ; [43 59],[154.73426573 172.26573427] ; [48.26573427 53.73426573],0
s5,1,0.247607,1.336753,[ 64 259] ; [15 87],[ 60.04 262.96] ; [18.96 83.04],0
d1,1,0.258194,1.278417,[177 154] ; [50 56],[171.9382151 159.0617849] ; [55.0617849 50.9382151],0
a3,1,0.25885,1.2749,[224 106] ; [65 40],[219.24137931 110.75862069] ; [69.75862069 35.24137931],0
v2,1,0.271121,1.211064,[169 151] ; [47 54],[164.18052257 155.81947743] ; [51.81947743 49.18052257],0
a2,1,0.278523,1.174281,[ 69 262] ; [17 89],[ 65.1395881 265.8604119] ; [20.8604119 85.1395881],0
n6,1,0.286942,1.133913,[265  65] ; [80 26],[261.12385321  68.87614679] ; [83.87614679 22.12385321],0
p7,1,0.293298,1.10442,[184 143] ; [64 39],[188.59534884 138.40465116] ; [59.40465116 43.59534884],0
s4,1,0.300119,1.073664,[ 29 299] ; [13 93],[ 31.74193548 296.25806452] ; [10.25806452 95.74193548],0
a8,1,0.357339,0.847224,[ 33 263] ; [ 8 93],[ 30.56926952 265.43073048] ; [10.43073048 90.56926952],0
n2,1,0.367258,0.812923,[55 30] ; [20  7],[56.91964286 28.08035714] ; [18.08035714  8.91964286],0
d4,1,0.371486,0.798686,[256  74] ; [77 28],[252.62068966  77.37931034] ; [80.37931034 24.62068966],0
v4,1,0.417503,0.657334,[310  21] ; [95  9],[308.17241379  22.82758621] ; [96.82758621  7.17241379],0
d3,1,0.440268,0.595584,[219 111] ; [66 40],[215.71100917 114.28899083] ; [69.28899083 36.71100917],0
a4,1,0.484958,0.487694,[138 191] ; [40 65],[134.93548387 194.06451613] ; [43.06451613 61.93548387],0
n3,1,0.50024,0.454428,[59 24] ; [16  9],[57.63888889 25.36111111] ; [17.36111111  7.63888889],0
u1,1,0.525793,0.402515,[ 42 289] ; [11 95],[ 40.14416476 290.85583524] ; [12.85583524 93.14416476],0
p11,1,0.595446,0.281919,[252  79] ; [78 28],[249.95423341  81.04576659] ; [80.04576659 25.95423341],0
u2,1,0.653371,0.201677,[53 52] ; [19 22],[51.78082192 53.21917808] ; [20.21917808 20.78082192],0
n4,1,0.683395,0.166329,[240  91] ; [79 27],[241.62242563  89.37757437] ; [77.37757437 28.62242563],0
a1,1,0.73905,0.110964,[ 15 316] ; [  4 102],[ 14.39130435 316.60869565] ; [  4.60869565 101.39130435],0
p10,1,0.752538,0.09941,[238  88] ; [75 30],[236.74709977  89.25290023] ; [76.25290023 28.74709977],0
a6,1,0.765538,0.088933,[233  98] ; [73 33],[231.77574371  99.22425629] ; [74.22425629 31.77574371],0
p5,1,0.772759,0.083387,[ 31 298] ; [ 9 97],[ 30.25287356 298.74712644] ; [ 9.74712644 96.25287356],0
n5,1,0.788428,0.072013,[228 102] ; [74 31],[229.10344828 100.89655172] ; [72.89655172 32.10344828],0
r1,1,0.823073,0.049994,[258  72] ; [81 24],[257.17241379  72.82758621] ; [81.82758621 23.17241379],0
v3,1,0.831479,0.045286,[111 208] ; [35 69],[110.10401891 208.89598109] ; [35.89598109 68.10401891],0
p1,1,0.834285,0.043768,[ 27 303] ; [ 8 98],[ 26.49082569 303.50917431] ; [ 8.50917431 97.49082569],0
p8,1,0.86942,0.027026,[155 167] ; [52 54],[155.73364486 166.26635514] ; [51.26635514 54.73364486],0
b1,1,0.870633,0.026522,[122 209] ; [40 66],[122.70480549 208.29519451] ; [39.29519451 66.70480549],0
r4,1,0.89747,0.016604,[292  39] ; [94 12],[292.37070938  38.62929062] ; [93.62929062 12.37070938],0
s1,1,0.898565,0.01625,[  7 322] ; [  2 102],[  6.83833718 322.16166282] ; [  2.16166282 101.83833718],0
u3,1,0.903119,0.014816,[56 51] ; [21 20],[55.66891892 51.33108108] ; [21.33108108 19.66891892],0
d2,1,0.927233,0.00834,[144 184] ; [46 60],[143.59447005 184.40552995] ; [46.40552995 59.59447005],0
b2,1,0.935343,0.006581,[ 73 123] ; [22 38],[ 72.734375 123.265625] ; [22.265625 37.734375],0
