Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,64.968284,[31 97] ; [314 177],[71.34087237 56.65912763] ; [273.65912763 217.34087237],1
a4,1,0.0,50.213411,[31 98] ; [290 201],[66.78870968 62.21129032] ; [254.21129032 236.78870968],1
a3,1,0.0,44.497101,[69 59] ; [403  88],[97.60258481 30.39741519] ; [374.39741519 116.60258481],1
u1,1,0.0,34.095156,[  5 124] ; [139 353],[29.91304348 99.08695652] ; [114.08695652 377.91304348],1
d1,1,0.0,29.991324,[69 60] ; [382 110],[93.68599034 35.31400966] ; [357.31400966 134.68599034],1
n4,1,1.3e-05,19.012984,[85 44] ; [408  82],[102.74151858  26.25848142] ; [390.25848142  99.74151858],1
p9,1,0.001978,9.57018,[93 31] ; [419  66],[104.24958949  19.75041051] ; [407.75041051  77.24958949],0
n6,1,0.003398,8.580641,[96 31] ; [421  67],[106.76260163  20.23739837] ; [410.23739837  77.76260163],0
v1,1,0.003931,8.315605,[56 69] ; [284 196],[70.24793388 54.75206612] ; [269.75206612 210.24793388],0
b3,1,0.005874,7.588697,[14 51] ; [124 189],[23.73015873 41.26984127] ; [114.26984127 198.73015873],0
b2,1,0.005874,7.588697,[14 51] ; [124 189],[23.73015873 41.26984127] ; [114.26984127 198.73015873],0
p10,1,0.005952,7.564786,[92 33] ; [410  77],[102.53267974  22.46732026] ; [399.46732026  87.53267974],0
a6,1,0.006838,7.315148,[78 51] ; [357 134],[90.50806452 38.49193548] ; [344.49193548 146.50806452],0
v2,1,0.008873,6.848155,[62 61] ; [299 173],[74.62689076 48.37310924] ; [286.37310924 185.62689076],0
p11,1,0.009755,6.679179,[89 40] ; [392 100],[99.9178744 29.0821256] ; [381.0821256 110.9178744],0
s8,1,0.018531,5.545205,[50 79] ; [245 241],[61.87804878 67.12195122] ; [233.12195122 252.87804878],0
p3,1,0.021714,5.268559,[54 74] ; [262 227],[65.55591572 62.44408428] ; [250.44408428 238.55591572],0
p12,1,0.023481,5.132576,[  4 123] ; [ 45 440],[ 10.16830065 116.83169935] ; [ 38.83169935 446.16830065],0
