Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,124.983094,[81  8] ; [ 26 127],[39.35123967 49.64876033] ; [67.64876033 85.35123967],1
s6,1,0.0,66.776567,[74 13] ; [ 47 108],[43.5 43.5] ; [77.5 77.5],1
s7,1,0.0,42.716779,[51 34] ; [ 27 122],[28.33333333 56.66666667] ; [49.66666667 99.33333333],1
s8,1,0.0,42.678898,[44 45] ; [ 18 137],[22.6147541 66.3852459] ; [ 39.3852459 115.6147541],1
s4,1,6e-06,20.4338,[30 58] ; [ 16 138],[16.72727273 71.27272727] ; [ 29.27272727 124.72727273],1
s5,1,1.7e-05,18.502085,[31 49] ; [ 21 130],[18.00865801 61.99134199] ; [ 33.99134199 117.00865801],1
p9,1,0.000926,10.969636,[74 14] ; [96 54],[62.85714286 25.14285714] ; [107.14285714  42.85714286],1
p4,1,0.001165,10.544399,[45 44] ; [ 46 109],[33.19262295 55.80737705] ; [57.80737705 97.19262295],0
d1,1,0.001599,9.960354,[56 33] ; [65 90],[44.1352459 44.8647541] ; [76.8647541 78.1352459],0
d2,1,0.001767,9.777021,[51 38] ; [56 97],[39.35123967 49.64876033] ; [67.64876033 85.35123967],0
r4,1,0.002561,9.096366,[75 14] ; [103  52],[64.92622951 24.07377049] ; [113.07377049  41.92622951],0
p10,1,0.004868,7.927936,[66 22] ; [87 66],[55.86721992 32.13278008] ; [97.13278008 55.86721992],0
p2,1,0.005269,7.784879,[69 20] ; [93 62],[59.09016393 29.90983607] ; [102.90983607  52.09016393],0
p6,1,0.007669,7.109073,[19 70] ; [ 14 139],[12.13636364 76.86363636] ; [ 20.86363636 132.13636364],0
p3,1,0.008365,6.953673,[34 54] ; [ 35 119],[25.09090909 62.90909091] ; [ 43.90909091 110.09090909],0
u3,1,0.012716,6.20818,[21  8] ; [30 37],[15.40625 13.59375] ; [35.59375 31.40625],0
r2,1,0.013682,6.078727,[82  6] ; [125  28],[75.58506224 12.41493776] ; [131.41493776  21.58506224],0
r3,1,0.015181,5.895393,[82  7] ; [124  30],[75.44855967 13.55144033] ; [130.55144033  23.44855967],0
v4,1,0.022637,5.196116,[81  8] ; [123  31],[74.71604938 14.28395062] ; [129.28395062  24.71604938],0
b5,1,0.038092,4.300892,[63 26] ; [89 66],[55.44262295 33.55737705] ; [96.55737705 58.44262295],0
p12,1,0.051527,3.791051,[ 5 83] ; [  2 151],[ 2.5560166 85.4439834] ; [  4.4439834 148.5560166],0
