Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000162,14.226392,[57 40] ; [77 15],[68.77248677 28.22751323] ; [65.22751323 26.77248677],1
p2,1,0.000725,11.423476,[45 52] ; [65 27],[56.45502646 40.54497354] ; [53.54497354 38.45502646],1
r3,1,0.000868,11.089561,[71 25] ; [84  7],[79.57219251 16.42780749] ; [75.42780749 15.57219251],1
n6,1,0.007829,7.07221,[51 44] ; [66 25],[59.75806452 35.24193548] ; [57.24193548 33.75806452],0
r1,1,0.018474,5.550676,[57 38] ; [70 22],[64.51871658 30.48128342] ; [62.48128342 29.51871658],0
v4,1,0.019684,5.439738,[71 24] ; [81 11],[77.21925134 17.78074866] ; [74.78074866 17.21925134],0
p9,1,0.025247,5.006855,[27 68] ; [39 49],[34.26229508 60.73770492] ; [31.73770492 56.26229508],0
v2,1,0.034591,4.465256,[33 61] ; [45 44],[40.06557377 53.93442623] ; [37.93442623 51.06557377],0
b1,1,0.048272,3.900486,[54 43] ; [38 54],[47.21693122 49.78306878] ; [44.78306878 47.21693122],0
s8,1,0.0512,3.801705,[16 80] ; [26 65],[21.56149733 74.43850267] ; [20.43850267 70.56149733],0
n2,1,0.05683,3.627559,[22 21] ; [22  8],[25.91780822 17.08219178] ; [18.08219178 11.91780822],0
s5,1,0.068241,3.324842,[11 85] ; [19 70],[15.56756757 80.43243243] ; [14.43243243 74.56756757],0
n1,1,0.072184,3.232653,[20 22] ; [ 8 22],[16.33333333 25.66666667] ; [11.66666667 18.33333333],0
u3,1,0.102964,2.659022,[16 27] ; [20 16],[19.59493671 23.40506329] ; [16.40506329 19.59493671],0
n3,1,0.114287,2.493912,[21 19] ; [22  9],[24.22535211 15.77464789] ; [18.77464789 12.22535211],0
p6,1,0.117368,2.452096,[17 77] ; [25 65],[21.45652174 72.54347826] ; [20.54347826 69.45652174],0
v1,1,0.120339,2.412903,[31 65] ; [39 51],[36.12903226 59.87096774] ; [33.87096774 56.12903226],0
n4,1,0.130062,2.291765,[56 39] ; [64 28],[60.96256684 34.03743316] ; [59.03743316 32.96256684],0
r2,1,0.1371,2.210208,[78 18] ; [81 10],[81.62566845 14.37433155] ; [77.37433155 13.62566845],0
