Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,0.003247,8.663102,[3 6] ; [ 2 49],[0.75 8.25] ; [ 4.25 46.75],0
p6,1,0.003823,8.366013,[5 4] ; [ 7 44],[1.8 7.2] ; [10.2 40.8],0
s7,1,0.006455,7.418796,[6 3] ; [11 39],[2.59322034 6.40677966] ; [14.40677966 35.59322034],0
s6,1,0.007218,7.218017,[7 2] ; [16 36],[3.39344262 5.60655738] ; [19.60655738 32.39344262],0
r4,1,0.013351,6.122004,[8 1] ; [23 29],[4.57377049 4.42622951] ; [26.42622951 25.57377049],0
s8,1,0.013819,6.061153,[4 5] ; [ 6 46],[1.47540984 7.52459016] ; [ 8.52459016 43.47540984],0
a8,1,0.022949,5.172358,[3 5] ; [ 4 43],[1.01818182 6.98181818] ; [ 5.98181818 41.01818182],0
s2,1,0.027466,4.861287,[6 3] ; [15 37],[3.09836066 5.90163934] ; [17.90163934 34.09836066],0
n6,1,0.03924,4.250468,[8 1] ; [26 24],[5.18644068 3.81355932] ; [28.81355932 21.18644068],0
p7,1,0.042438,4.117647,[7 2] ; [21 30],[4.2 4.8] ; [23.8 27.2],0
p9,1,0.047847,3.915358,[7 2] ; [21 29],[4.27118644 4.72881356] ; [23.72881356 26.27118644],0
d4,1,0.076523,3.137255,[6 3] ; [18 33],[3.6 5.4] ; [20.4 30.6],0
b4,1,0.114158,2.495689,[6 3] ; [20 32],[3.83606557 5.16393443] ; [22.16393443 29.83606557],0
v2,1,0.121417,2.398946,[4 5] ; [10 39],[2.17241379 6.82758621] ; [11.82758621 37.17241379],0
n5,1,0.125047,2.352941,[8 1] ; [32 19],[6. 3.] ; [34. 17.],0
d2,1,0.134104,2.244336,[4 5] ; [11 41],[2.21311475 6.78688525] ; [12.78688525 39.21311475],0
p2,1,0.149358,2.078797,[7 2] ; [27 25],[5.01639344 3.98360656] ; [28.98360656 23.01639344],0
u2,1,0.175567,1.834753,[4 3] ; [ 9 21],[2.45945946 4.54054054] ; [10.54054054 19.45945946],0
p1,1,0.176557,1.826366,[2 7] ; [ 4 48],[0.8852459 8.1147541] ; [ 5.1147541 46.8852459],0
p10,1,0.176558,1.826363,[5 3] ; [19 32],[3.25423729 4.74576271] ; [20.74576271 30.25423729],0
r1,1,0.192068,1.701681,[6 3] ; [22 29],[4.2 4.8] ; [23.8 27.2],0
u3,1,0.217657,1.51975,[4 3] ; [10 21],[2.57894737 4.42105263] ; [11.42105263 19.57894737],0
a5,1,0.231394,1.432269,[5 4] ; [18 34],[3.39344262 5.60655738] ; [19.60655738 32.39344262],0
d3,1,0.231394,1.432269,[5 4] ; [18 34],[3.39344262 5.60655738] ; [19.60655738 32.39344262],0
n4,1,0.237674,1.394336,[7 2] ; [29 22],[5.4 3.6] ; [30.6 20.4],0
v3,1,0.260703,1.26502,[4 5] ; [13 37],[2.59322034 6.40677966] ; [14.40677966 35.59322034],0
s3,1,0.278076,1.176471,[6 3] ; [24 27],[4.5 4.5] ; [25.5 25.5],0
p4,1,0.400554,0.706662,[4 4] ; [18 34],[2.93333333 5.06666667] ; [19.06666667 32.93333333],0
a3,1,0.416881,0.659091,[2 6] ; [20 30],[3.03448276 4.96551724] ; [18.96551724 31.03448276],0
a7,1,0.422219,0.644131,[5 4] ; [21 30],[3.9 5.1] ; [22.1 28.9],0
v1,1,0.465976,0.531501,[4 4] ; [19 33],[3.06666667 4.93333333] ; [19.93333333 32.06666667],0
b5,1,0.474644,0.511145,[6 3] ; [28 24],[5.01639344 3.98360656] ; [28.98360656 23.01639344],0
n3,1,0.635788,0.224293,[1 2] ; [11 12],[1.38461538 1.61538462] ; [10.61538462 12.38461538],0
s4,1,0.729937,0.11917,[1 8] ; [ 4 48],[0.73770492 8.26229508] ; [ 4.26229508 47.73770492],0
b2,1,0.733271,0.116129,[2 3] ; [10 21],[1.66666667 3.33333333] ; [10.33333333 20.66666667],0
b3,1,0.733271,0.116129,[2 3] ; [10 21],[1.66666667 3.33333333] ; [10.33333333 20.66666667],0
a6,1,0.734437,0.115077,[4 5] ; [20 32],[3.54098361 5.45901639] ; [20.45901639 31.54098361],0
a4,1,0.831547,0.045249,[1 8] ; [ 7 44],[1.2 7.8] ; [ 6.8 44.2],0
n2,1,0.846788,0.037333,[2 1] ; [18  7],[2.14285714 0.85714286] ; [17.85714286  7.14285714],0
p3,1,0.858194,0.031924,[2 7] ; [13 39],[2.21311475 6.78688525] ; [12.78688525 39.21311475],0
p8,1,0.907189,0.013592,[3 6] ; [16 35],[2.85 6.15] ; [16.15 34.85],0
b1,1,0.924302,0.009028,[5 4] ; [28 24],[4.86885246 4.13114754] ; [28.13114754 23.86885246],0
