Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1.4e-05,18.827673,[17 67] ; [28 21],[28.42105263 55.57894737] ; [16.57894737 32.42105263],1
p8,1,0.002402,9.213773,[24 60] ; [27 22],[32.21052632 51.78947368] ; [18.78947368 30.21052632],0
p7,1,0.004134,8.223814,[34 48] ; [33 16],[41.9389313 40.0610687] ; [25.0610687 23.9389313],0
n1,1,0.015577,5.85,[ 3 23] ; [6 7],[ 6. 20.] ; [ 3. 10.],0
a5,1,0.037133,4.344293,[34 50] ; [29 20],[39.78947368 44.21052632] ; [23.21052632 25.78947368],0
p6,1,0.0503,3.83142,[13 68] ; [15 34],[17.44615385 63.55384615] ; [10.55384615 38.44615385],0
d3,1,0.087196,2.9254,[33 50] ; [27 22],[37.72727273 45.27272727] ; [22.27272727 26.72727273],0
p1,1,0.124418,2.360801,[ 4 78] ; [ 6 43],[ 6.25954198 75.74045802] ; [ 3.74045802 45.25954198],0
p12,1,0.125221,2.350768,[ 2 81] ; [ 4 45],[ 3.77272727 79.22727273] ; [ 2.22727273 46.77272727],0
a8,1,0.201278,1.633079,[ 5 74] ; [ 6 40],[ 6.952 72.048] ; [ 4.048 41.952],0
r2,1,0.205999,1.599323,[72 10] ; [39 10],[69.48091603 12.51908397] ; [41.51908397  7.48091603],0
b3,1,0.209505,1.574845,[14 31] ; [ 5 23],[11.71232877 33.28767123] ; [ 7.28767123 20.71232877],0
b2,1,0.209505,1.574845,[14 31] ; [ 5 23],[11.71232877 33.28767123] ; [ 7.28767123 20.71232877],0
u3,1,0.245825,1.346874,[19 22] ; [13  8],[21.16129032 19.83870968] ; [10.83870968 10.16129032],0
a6,1,0.247748,1.33596,[41 43] ; [29 20],[44.21052632 39.78947368] ; [25.78947368 23.21052632],0
a2,1,0.273843,1.197396,[ 2 82] ; [ 3 46],[ 3.15789474 80.84210526] ; [ 1.84210526 47.15789474],0
b5,1,0.275834,1.1875,[45 39] ; [31 18],[48. 36.] ; [28. 21.],0
s6,1,0.299466,1.07657,[35 47] ; [25 23],[37.84615385 44.15384615] ; [22.15384615 25.84615385],0
s2,1,0.338352,0.916667,[28 56] ; [20 28],[30.54545455 53.45454545] ; [17.45454545 30.54545455],0
b1,1,0.363751,0.824902,[31 53] ; [22 27],[33.47368421 50.52631579] ; [19.52631579 29.47368421],0
