Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.003996,8.285847,[17 11] ; [96 17],[22.43971631  5.56028369] ; [90.56028369 22.43971631],0
b1,1,0.00477,7.964631,[17 11] ; [36 77],[10.5248227 17.4751773] ; [42.4751773 70.5248227],0
n4,1,0.014252,6.006601,[15 13] ; [86 26],[20.2  7.8] ; [80.8 31.2],0
r2,1,0.049745,3.850033,[21  6] ; [103  10],[23.91428571  3.08571429] ; [100.08571429  12.91428571],0
a7,1,0.055273,3.673823,[13 15] ; [74 38],[17.4 10.6] ; [69.6 42.4],0
n5,1,0.060485,3.524045,[16 11] ; [87 26],[19.86428571  7.13571429] ; [83.13571429 29.86428571],0
r3,1,0.062959,3.457661,[22  6] ; [102  10],[24.8  3.2] ; [99.2 12.8],0
b5,1,0.063178,3.451939,[21  7] ; [63 50],[16.68085106 11.31914894] ; [67.31914894 45.68085106],0
d3,1,0.102083,2.672702,[ 5 22] ; [39 73],[ 8.54676259 18.45323741] ; [35.45323741 76.54676259],0
p10,1,0.120029,2.416938,[17 10] ; [86 25],[20.15217391  6.84782609] ; [82.84782609 28.15217391],0
p9,1,0.125031,2.353143,[18  9] ; [90 22],[20.97841727  6.02158273] ; [87.02158273 24.97841727],0
s7,1,0.141367,2.163014,[ 8 19] ; [48 58],[11.36842105 15.63157895] ; [44.63157895 61.36842105],0
p3,1,0.172705,1.859307,[ 9 19] ; [52 60],[12.2 15.8] ; [48.8 63.2],0
s2,1,0.214847,1.538462,[ 7 21] ; [42 70],[ 9.8 18.2] ; [39.2 72.8],0
v3,1,0.219056,1.510548,[ 5 22] ; [34 78],[ 7.57553957 19.42446043] ; [31.42446043 80.57553957],0
s3,1,0.220084,1.503823,[11 17] ; [58 53],[13.89928058 14.10071942] ; [55.10071942 55.89928058],0
a6,1,0.245071,1.351183,[19  9] ; [63 50],[16.28368794 11.71631206] ; [65.71631206 47.28368794],0
p5,1,0.265976,1.237382,[ 1 26] ; [ 12 101],[ 2.50714286 24.49285714] ; [ 10.49285714 102.50714286],0
s5,1,0.288298,1.127552,[ 4 23] ; [27 84],[ 6.06521739 20.93478261] ; [24.93478261 86.06521739],0
p4,1,0.290505,1.117279,[13 15] ; [65 48],[15.4893617 12.5106383] ; [62.5106383 50.4893617],0
s1,1,0.292602,1.107611,[ 1 27] ; [  1 109],[ 0.4057971 27.5942029] ; [  1.5942029 108.4057971],0
r1,1,0.299856,1.074833,[16 12] ; [75 36],[18.33093525  9.66906475] ; [72.66906475 38.33093525],0
p11,1,0.316528,1.003239,[19  9] ; [87 26],[21.04964539  6.95035461] ; [84.95035461 28.04964539],0
u2,1,0.335457,0.927715,[9 7] ; [23 31],[7.31428571 8.68571429] ; [24.68571429 29.31428571],0
v4,1,0.341709,0.904009,[23  3] ; [106   7],[24.1294964  1.8705036] ; [104.8705036   8.1294964],0
b3,1,0.346505,0.886217,[ 2 12] ; [18 51],[ 3.37349398 10.62650602] ; [16.62650602 52.37349398],0
b2,1,0.346505,0.886217,[ 2 12] ; [18 51],[ 3.37349398 10.62650602] ; [16.62650602 52.37349398],0
u3,1,0.352567,0.864198,[8 8] ; [20 34],[6.4 9.6] ; [21.6 32.4],0
p1,1,0.367176,0.8132,[ 5 23] ; [ 13 100],[ 3.57446809 24.42553191] ; [14.42553191 98.57446809],0
a3,1,0.375429,0.785615,[12 16] ; [59 54],[14.09929078 13.90070922] ; [56.90070922 56.09929078],0
a5,1,0.42306,0.6418,[13 15] ; [62 51],[14.89361702 13.10638298] ; [60.10638298 52.89361702],0
s8,1,0.425238,0.635793,[ 8 20] ; [41 71],[ 9.8 18.2] ; [39.2 72.8],0
p8,1,0.440416,0.595198,[15 12] ; [52 58],[13.20437956 13.79562044] ; [53.79562044 56.20437956],0
n2,1,0.442663,0.589371,[9 4] ; [24  6],[9.97674419 3.02325581] ; [23.02325581  6.97674419],0
a8,1,0.515035,0.423825,[ 4 22] ; [11 91],[ 3.046875 22.953125] ; [11.953125 90.046875],0
b4,1,0.527253,0.399683,[13 15] ; [60 53],[14.4964539 13.5035461] ; [58.5035461 54.4964539],0
v2,1,0.605842,0.266274,[10 16] ; [48 61],[11.17037037 14.82962963] ; [46.82962963 62.17037037],0
s4,1,0.663805,0.188934,[ 6 22] ; [20 92],[ 5.2 22.8] ; [20.8 91.2],0
n1,1,0.709406,0.138871,[4 9] ; [11 19],[4.53488372 8.46511628] ; [10.46511628 19.53488372],0
n3,1,0.720952,0.127582,[11  2] ; [24  6],[10.58139535  2.41860465] ; [24.41860465  5.58139535],0
v1,1,0.749011,0.102364,[11 16] ; [49 62],[11.73913043 15.26086957] ; [48.26086957 62.73913043],0
a2,1,0.760116,0.093225,[ 3 25] ; [ 10 103],[ 2.58156028 25.41843972] ; [ 10.41843972 102.58156028],0
p7,1,0.816188,0.054033,[18  9] ; [72 40],[17.48201439  9.51798561] ; [72.51798561 39.48201439],0
d2,1,0.823712,0.049628,[ 7 21] ; [26 87],[ 6.55319149 21.44680851] ; [26.44680851 86.55319149],0
a4,1,0.840488,0.040509,[ 6 22] ; [26 86],[ 6.4 21.6] ; [25.6 86.4],0
s6,1,0.842147,0.03966,[16 12] ; [60 49],[15.53284672 12.46715328] ; [60.46715328 48.53284672],0
p6,1,0.905535,0.014083,[ 9 18] ; [36 76],[ 8.74100719 18.25899281] ; [36.25899281 75.74100719],0
d5,1,0.93264,0.007144,[14 14] ; [57 55],[14.2 13.8] ; [56.8 55.2],0
