Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.02565,4.979471,[ 3 12] ; [10  7],[6.09375 8.90625] ; [ 6.90625 10.09375],0
p4,1,0.388476,0.743706,[ 4 11] ; [ 7 10],[5.15625 9.84375] ; [ 5.84375 11.15625],0
p1,1,0.80955,0.058084,[ 3 12] ; [ 4 13],[ 3.28125 11.71875] ; [ 3.71875 13.28125],0
p11,1,0.811235,0.057041,[10  5] ; [12  5],[10.3125  4.6875] ; [11.6875  5.3125],0
b1,1,0.982301,0.000492,[8 7] ; [9 8],[7.96875 7.03125] ; [9.03125 7.96875],0
