Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.010973,6.469655,[ 2 12] ; [15 12],[5.80487805 8.19512195] ; [11.19512195 15.80487805],0
u2,1,0.020921,5.333333,[5 1] ; [1 5],[3. 3.] ; [3. 3.],0
d4,1,0.034437,4.472887,[9 5] ; [28  3],[11.51111111  2.48888889] ; [25.48888889  5.51111111],0
n4,1,0.035751,4.408925,[7 7] ; [25  6],[9.95555556 4.04444444] ; [22.04444444  8.95555556],0
v2,1,0.036792,4.360023,[ 3 11] ; [17 14],[6.22222222 7.77777778] ; [13.77777778 17.22222222],0
s2,1,0.057712,3.601956,[11  3] ; [15 16],[8.08888889 5.91111111] ; [17.91111111 13.08888889],0
s3,1,0.058319,3.584543,[12  2] ; [17 13],[9.22727273 4.77272727] ; [19.77272727 10.22727273],0
b3,1,0.085886,2.949833,[ 2 10] ; [11 13],[4.33333333 7.66666667] ; [ 8.66666667 15.33333333],0
b2,1,0.085886,2.949833,[ 2 10] ; [11 13],[4.33333333 7.66666667] ; [ 8.66666667 15.33333333],0
d5,1,0.098842,2.724131,[8 6] ; [25  6],[10.26666667  3.73333333] ; [22.73333333  8.26666667],0
d1,1,0.102023,2.673634,[ 4 10] ; [17 14],[6.53333333 7.46666667] ; [14.46666667 16.53333333],0
s8,1,0.111363,2.534768,[5 9] ; [19 12],[7.46666667 6.53333333] ; [16.53333333 14.46666667],0
p8,1,0.111407,2.534152,[8 5] ; [11 20],[5.61363636 7.38636364] ; [13.38636364 17.61363636],0
p9,1,0.112819,2.514286,[8 6] ; [24  6],[10.18181818  3.81818182] ; [21.81818182  8.18181818],0
p7,1,0.118694,2.434471,[9 4] ; [13 17],[6.65116279 6.34883721] ; [15.34883721 14.65116279],0
p6,1,0.1283,2.31295,[7 7] ; [ 8 22],[4.77272727 9.22727273] ; [10.22727273 19.77272727],0
d2,1,0.149854,2.073733,[ 4 10] ; [16 15],[6.22222222 7.77777778] ; [13.77777778 17.22222222],0
a3,1,0.16474,1.930167,[8 6] ; [24  7],[9.95555556 4.04444444] ; [22.04444444  8.95555556],0
p4,1,0.164973,1.928039,[9 5] ; [13 18],[6.84444444 7.15555556] ; [15.15555556 15.84444444],0
p3,1,0.173726,1.850494,[7 7] ; [ 9 22],[4.97777778 9.02222222] ; [11.02222222 19.97777778],0
a5,1,0.173726,1.850494,[7 7] ; [22  9],[9.02222222 4.97777778] ; [19.97777778 11.02222222],0
a4,1,0.183376,1.770047,[ 3 11] ; [13 18],[4.97777778 9.02222222] ; [11.02222222 19.97777778],0
p2,1,0.206898,1.593004,[12  2] ; [21 10],[10.26666667  3.73333333] ; [22.73333333  8.26666667],0
r1,1,0.226101,1.465222,[ 3 11] ; [12 18],[4.77272727 9.22727273] ; [10.22727273 19.77272727],0
b4,1,0.234782,1.411655,[5 9] ; [17 14],[6.84444444 7.15555556] ; [15.15555556 15.84444444],0
s6,1,0.255503,1.292959,[10  4] ; [16 14],[8.27272727 5.72727273] ; [17.72727273 12.27272727],0
r3,1,0.282843,1.153379,[8 6] ; [22  8],[9.54545455 4.45454545] ; [20.45454545  9.54545455],0
n5,1,0.290007,1.119591,[9 5] ; [23  6],[10.41860465  3.58139535] ; [21.58139535  7.41860465],0
d3,1,0.32233,0.979468,[9 5] ; [15 16],[7.46666667 6.53333333] ; [16.53333333 14.46666667],0
n6,1,0.354539,0.857143,[8 6] ; [20  8],[9.33333333 4.66666667] ; [18.66666667  9.33333333],0
p10,1,0.390399,0.737698,[9 5] ; [23  7],[10.18181818  3.81818182] ; [21.81818182  8.18181818],0
a2,1,0.411673,0.673963,[ 1 13] ; [ 5 26],[ 1.86666667 12.13333333] ; [ 4.13333333 26.86666667],0
b5,1,0.428346,0.627304,[9 5] ; [16 15],[7.77777778 6.22222222] ; [17.22222222 13.77777778],0
a7,1,0.456652,0.554088,[8 6] ; [14 17],[6.84444444 7.15555556] ; [15.15555556 15.84444444],0
s5,1,0.54542,0.365587,[4 7] ; [ 8 22],[3.2195122 7.7804878] ; [ 8.7804878 21.2195122],0
p1,1,0.555,0.348435,[ 1 13] ; [ 1 30],[ 0.62222222 13.37777778] ; [ 1.37777778 29.62222222],0
v4,1,0.619668,0.246334,[11  3] ; [20  8],[10.33333333  3.66666667] ; [20.66666667  7.33333333],0
n1,1,0.632585,0.228571,[2 4] ; [ 8 10],[2.5 3.5] ; [ 7.5 10.5],0
r2,1,0.636871,0.222857,[9 4] ; [16 10],[8.33333333 4.66666667] ; [16.66666667  9.33333333],0
n3,1,0.707787,0.140498,[3 3] ; [ 7 10],[2.60869565 3.39130435] ; [7.39130435 9.60869565],0
u3,1,0.724939,0.12381,[4 2] ; [4 3],[3.69230769 2.30769231] ; [4.30769231 2.69230769],0
a6,1,0.730668,0.118499,[8 6] ; [16 15],[7.46666667 6.53333333] ; [16.53333333 14.46666667],0
n2,1,0.771671,0.084211,[5 1] ; [14  4],[4.75 1.25] ; [14.25  3.75],0
u1,1,0.782097,0.076501,[ 1 13] ; [ 3 28],[ 1.24444444 12.75555556] ; [ 2.75555556 28.24444444],0
p11,1,0.846038,0.037704,[10  4] ; [23  8],[10.26666667  3.73333333] ; [22.73333333  8.26666667],0
b1,1,0.920183,0.010041,[7 7] ; [15 16],[6.84444444 7.15555556] ; [15.15555556 15.84444444],0
s1,1,0.931419,0.007406,[ 1 13] ; [ 2 29],[ 0.93333333 13.06666667] ; [ 2.06666667 28.93333333],0
