Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,103.927113,[301  28] ; [64 67],[261.05434783  67.94565217] ; [103.94565217  27.05434783],1
r2,1,0.0,44.130574,[314  13] ; [95 31],[295.2384106  31.7615894] ; [113.7615894  12.2384106],1
r3,1,0.0,42.801928,[312  15] ; [97 33],[292.65426696  34.34573304] ; [116.34573304  13.65426696],1
v4,1,0.0,36.75177,[306  19] ; [97 34],[287.22587719  37.77412281] ; [115.77412281  15.22587719],1
s6,1,4e-06,21.291175,[210 116] ; [53 77],[188.02192982 137.97807018] ; [74.97807018 55.02192982],1
d4,1,6.3e-05,16.008025,[270  56] ; [86 45],[253.95185996  72.04814004] ; [102.04814004  28.95185996],1
u3,1,0.00013,14.648231,[65 34] ; [15 32],[54.24657534 44.75342466] ; [25.75342466 21.24657534],1
v2,1,0.00013,14.642369,[173 141] ; [44 82],[154.85909091 159.14090909] ; [62.14090909 63.85909091],1
u1,1,0.000136,14.558251,[ 72 257] ; [  9 122],[ 57.9326087 271.0673913] ; [ 23.0673913 107.9326087],1
a5,1,0.000165,14.190912,[234  95] ; [69 62],[216.71086957 112.28913043] ; [86.28913043 44.71086957],1
a2,1,0.000206,13.778697,[ 94 235] ; [ 16 115],[ 78.67391304 250.32608696] ; [31.32608696 99.67391304],1
d1,1,0.000469,12.233691,[185 144] ; [50 81],[168.07608696 160.92391304] ; [66.92391304 64.07608696],1
d3,1,0.000575,11.855139,[222 106] ; [65 64],[205.9868709 122.0131291] ; [81.0131291 47.9868709],1
a7,1,0.000845,11.140396,[235  93] ; [72 58],[219.86026201 108.13973799] ; [87.13973799 42.86026201],1
s2,1,0.001619,9.938372,[164 160] ; [45 86],[148.82637363 175.17362637] ; [60.17362637 70.82637363],0
s8,1,0.001861,9.681741,[125 203] ; [ 30 101],[110.76252723 217.23747277] ; [44.23747277 86.76252723],0
u2,1,0.004248,8.17473,[60 36] ; [17 29],[52.05633803 43.94366197] ; [24.94366197 21.05633803],0
p10,1,0.004426,8.100092,[230  96] ; [73 56],[217.09450549 108.90549451] ; [85.90549451 43.09450549],0
s7,1,0.00443,8.098697,[138 173] ; [37 88],[124.82798165 186.17201835] ; [50.17201835 74.82798165],0
s3,1,0.00521,7.805078,[181 142] ; [54 76],[167.5607064 155.4392936] ; [67.4392936 62.5607064],0
d5,1,0.005771,7.620445,[264  64] ; [89 41],[252.80349345  75.19650655] ; [100.19650655  29.80349345],0
v1,1,0.006363,7.444423,[150 171] ; [41 85],[137.16107383 183.83892617] ; [53.83892617 72.16107383],0
p11,1,0.008497,6.92567,[226 103] ; [73 58],[213.85 115.15] ; [85.15 45.85],0
v3,1,0.008874,6.848026,[112 202] ; [29 98],[100.39455782 213.60544218] ; [40.60544218 86.39455782],0
a6,1,0.010151,6.608287,[229  99] ; [75 56],[217.23747277 110.76252723] ; [86.76252723 44.23747277],0
p2,1,0.01361,6.088043,[235  94] ; [78 53],[223.86304348 105.13695652] ; [89.13695652 41.86304348],0
n4,1,0.013819,6.061109,[241  87] ; [81 50],[230.10021786  97.89978214] ; [91.89978214 39.10021786],0
