Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.975883,[29 34] ; [49  8],[40.95 22.05] ; [37.05 19.95],1
p4,1,1e-05,19.598358,[30 35] ; [49  9],[41.74796748 23.25203252] ; [37.25203252 20.74796748],1
p8,1,1.9e-05,18.266721,[22 43] ; [42 16],[33.82113821 31.17886179] ; [30.17886179 27.82113821],1
p10,1,0.000378,12.637465,[46 17] ; [56  2],[53.10743802  9.89256198] ; [48.89256198  9.10743802],1
p11,1,0.001825,9.717868,[42 24] ; [51  7],[49.5 16.5] ; [43.5 14.5],0
p3,1,0.006695,7.353145,[26 40] ; [37 21],[33.53225806 32.46774194] ; [29.46774194 28.53225806],0
d1,1,0.007567,7.13322,[31 35] ; [41 17],[38.32258065 27.67741935] ; [33.67741935 24.32258065],0
s7,1,0.015494,5.859451,[29 32] ; [39 17],[35.45299145 25.54700855] ; [32.54700855 23.45299145],0
d5,1,0.025355,4.999475,[47 19] ; [50  7],[52.04878049 13.95121951] ; [44.95121951 12.04878049],0
r4,1,0.02785,4.837339,[56 10] ; [56  2],[59.61290323  6.38709677] ; [52.38709677  5.61290323],0
p9,1,0.029814,4.72,[50 13] ; [54  4],[54.14876033  8.85123967] ; [49.85123967  8.14876033],0
r3,1,0.030005,4.709018,[56 10] ; [55  2],[59.56097561  6.43902439] ; [51.43902439  5.56097561],0
a4,1,0.030791,4.664577,[27 39] ; [35 23],[33. 33.] ; [29. 29.],0
p2,1,0.035554,4.418378,[52 13] ; [54  4],[56.01626016  8.98373984] ; [49.98373984  8.01626016],0
n4,1,0.036138,4.390572,[43 22] ; [48 10],[48.08943089 16.91056911] ; [42.91056911 15.08943089],0
s2,1,0.036412,4.377709,[39 26] ; [45 13],[44.3902439 20.6097561] ; [39.6097561 18.3902439],0
v1,1,0.048857,3.880251,[25 39] ; [33 25],[30.42622951 33.57377049] ; [27.57377049 30.42622951],0
a5,1,0.055035,3.681011,[42 24] ; [46 12],[46.83870968 19.16129032] ; [41.16129032 16.83870968],0
r1,1,0.059471,3.552068,[47 18] ; [50  8],[51.2601626 13.7398374] ; [45.7398374 12.2601626],0
d3,1,0.062346,3.47385,[41 25] ; [45 13],[45.77419355 20.22580645] ; [40.22580645 17.77419355],0
n5,1,0.070858,3.263021,[44 22] ; [47 11],[48.43548387 17.56451613] ; [42.56451613 15.43548387],0
s6,1,0.103573,2.64964,[54 11] ; [52  4],[56.94214876  8.05785124] ; [49.05785124  6.94214876],0
v4,1,0.125055,2.352836,[60  5] ; [57  1],[61.82926829  3.17073171] ; [55.17073171  2.82926829],0
s8,1,0.125958,2.341627,[28 37] ; [33 25],[32.23577236 32.76422764] ; [28.76422764 29.23577236],0
n3,1,0.138011,2.2,[14  4] ; [8 7],[12.  6.] ; [10.  5.],0
s1,1,0.179071,1.805321,[ 6 57] ; [ 2 56],[ 4.16528926 58.83471074] ; [ 3.83471074 54.16528926],0
r2,1,0.201899,1.628581,[60  6] ; [56  2],[61.74193548  4.25806452] ; [54.25806452  3.74193548],0
a2,1,0.211402,1.5618,[12 54] ; [16 42],[14.90322581 51.09677419] ; [13.09677419 44.90322581],0
u3,1,0.247752,1.335937,[11 11] ; [11  5],[12.73684211  9.26315789] ; [9.26315789 6.73684211],0
s3,1,0.261916,1.258599,[43 22] ; [43 14],[45.81967213 19.18032787] ; [40.18032787 16.81967213],0
n6,1,0.307145,1.042912,[55 11] ; [52  6],[56.9516129  9.0483871] ; [50.0483871  7.9516129],0
p1,1,0.315335,1.008197,[ 7 57] ; [10 48],[ 8.91803279 55.08196721] ; [ 8.08196721 49.91803279],0
s4,1,0.315709,1.00664,[18 48] ; [20 36],[20.55737705 45.44262295] ; [17.44262295 38.55737705],0
p5,1,0.318242,0.996157,[10 55] ; [13 45],[12.15447154 52.84552846] ; [10.84552846 47.15447154],0
d4,1,0.366509,0.815465,[54 12] ; [50  7],[55.80487805 10.19512195] ; [48.19512195  8.80487805],0
b5,1,0.374323,0.789264,[36 30] ; [27 31],[33.53225806 32.46774194] ; [29.46774194 28.53225806],0
b3,1,0.407143,0.687129,[14 24] ; [18 21],[15.79220779 22.20779221] ; [16.20779221 22.79220779],0
b2,1,0.407143,0.687129,[14 24] ; [18 21],[15.79220779 22.20779221] ; [16.20779221 22.79220779],0
b4,1,0.454492,0.559424,[43 23] ; [34 24],[40.98387097 25.01612903] ; [36.01612903 21.98387097],0
b1,1,0.527182,0.399821,[27 39] ; [27 31],[28.74193548 37.25806452] ; [25.25806452 32.74193548],0
a3,1,0.568698,0.324865,[44 21] ; [42 16],[45.44715447 19.55284553] ; [40.55284553 17.44715447],0
a1,1,0.571386,0.320369,[ 3 63] ; [ 4 54],[ 3.72580645 62.27419355] ; [ 3.27419355 54.72580645],0
u1,1,0.57816,0.309218,[ 9 57] ; [10 48],[10.11290323 55.88709677] ; [ 8.88709677 49.11290323],0
a7,1,0.580358,0.305656,[43 23] ; [35 23],[41.51612903 24.48387097] ; [36.48387097 21.51612903],0
