Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.047269,[ 5 21] ; [91 26],[17.45454545  8.54545455] ; [78.54545455 38.45454545],1
v4,1,3e-06,21.609841,[12 14] ; [100  15],[20.65248227  5.34751773] ; [91.34751773 23.65248227],1
r1,1,0.000393,12.562976,[10 16] ; [87 30],[17.63636364  8.36363636] ; [79.36363636 37.63636364],1
a6,1,0.003193,8.693752,[11 15] ; [84 32],[17.3943662  8.6056338] ; [77.6056338 38.3943662],0
r3,1,0.003419,8.569022,[15 11] ; [97 19],[20.50704225  5.49295775] ; [91.49295775 24.50704225],0
u3,1,0.004069,8.252986,[ 3 10] ; [28 13],[7.46296296 5.53703704] ; [23.53703704 17.46296296],0
d5,1,0.00722,7.217377,[12 14] ; [85 31],[17.76056338  8.23943662] ; [79.23943662 36.76056338],0
b1,1,0.009067,6.809524,[20  6] ; [57 60],[14. 12.] ; [63. 54.],0
p2,1,0.014868,5.932034,[11 15] ; [78 37],[16.41134752  9.58865248] ; [72.58865248 42.41134752],0
d1,1,0.044734,4.028623,[ 6 20] ; [52 65],[10.54545455 15.45454545] ; [47.45454545 69.54545455],0
s2,1,0.060236,3.530864,[ 4 22] ; [40 77],[ 8. 18.] ; [36. 81.],0
p9,1,0.08021,3.060636,[11 14] ; [73 43],[14.89361702 10.10638298] ; [69.10638298 46.89361702],0
d3,1,0.083842,2.988805,[11 15] ; [70 45],[14.93617021 11.06382979] ; [66.06382979 48.93617021],0
s7,1,0.096154,2.768196,[ 2 19] ; [29 81],[ 4.96946565 16.03053435] ; [26.03053435 83.96946565],0
p11,1,0.102951,2.659222,[11 15] ; [70 47],[14.72727273 11.27272727] ; [66.27272727 50.72727273],0
p3,1,0.112395,2.520224,[ 4 21] ; [37 79],[ 7.26950355 17.73049645] ; [33.73049645 82.26950355],0
v3,1,0.120333,2.412978,[ 4 22] ; [33 75],[ 7.17910448 18.82089552] ; [29.82089552 78.17910448],0
n4,1,0.180135,1.796514,[10 16] ; [62 55],[13.09090909 12.90909091] ; [58.90909091 58.09090909],0
