Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000223,13.628426,[6 2] ; [ 2 21],[2.06451613 5.93548387] ; [ 5.93548387 17.06451613],1
p6,1,0.003135,8.727273,[4 4] ; [ 1 21],[1.33333333 6.66666667] ; [ 3.66666667 18.33333333],0
p4,1,0.006688,7.354842,[6 2] ; [ 5 18],[2.83870968 5.16129032] ; [ 8.16129032 14.83870968],0
p7,1,0.006688,7.354842,[6 2] ; [ 5 18],[2.83870968 5.16129032] ; [ 8.16129032 14.83870968],0
v3,1,0.010863,6.487536,[4 4] ; [ 2 21],[1.5483871 6.4516129] ; [ 4.4516129 18.5483871],0
r3,1,0.023697,5.11668,[7 1] ; [ 9 13],[4.26666667 3.73333333] ; [11.73333333 10.26666667],0
p11,1,0.031154,4.644478,[7 1] ; [10 13],[4.38709677 3.61290323] ; [12.61290323 10.38709677],0
p3,1,0.031287,4.637164,[4 4] ; [ 3 20],[1.80645161 6.19354839] ; [ 5.19354839 17.80645161],0
d2,1,0.063723,3.437722,[5 3] ; [ 6 17],[2.83870968 5.16129032] ; [ 8.16129032 14.83870968],0
s6,1,0.063723,3.437722,[5 3] ; [ 6 17],[2.83870968 5.16129032] ; [ 8.16129032 14.83870968],0
p2,1,0.080346,3.05788,[6 2] ; [ 9 14],[3.87096774 4.12903226] ; [11.12903226 11.87096774],0
p12,1,0.088787,2.896222,[2 6] ; [ 1 22],[0.77419355 7.22580645] ; [ 2.22580645 20.77419355],0
p5,1,0.088787,2.896222,[2 6] ; [ 1 22],[0.77419355 7.22580645] ; [ 2.22580645 20.77419355],0
a8,1,0.096451,2.763269,[3 4] ; [ 3 19],[1.44827586 5.55172414] ; [ 4.55172414 17.44827586],0
b4,1,0.129305,2.300834,[4 4] ; [18  5],[5.67741935 2.32258065] ; [16.32258065  6.67741935],0
v2,1,0.149443,2.077922,[4 4] ; [ 5 17],[2.4 5.6] ; [ 6.6 15.4],0
p10,1,0.1593,1.98086,[5 2] ; [ 9 13],[3.37931034 3.62068966] ; [10.62068966 11.37931034],0
v1,1,0.212662,1.553209,[4 4] ; [ 6 17],[2.58064516 5.41935484] ; [ 7.41935484 15.58064516],0
n6,1,0.221719,1.493213,[6 2] ; [11 11],[4.53333333 3.46666667] ; [12.46666667  9.53333333],0
p9,1,0.23099,1.434756,[5 2] ; [10 12],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
s5,1,0.236057,1.403986,[2 6] ; [ 2 21],[1.03225806 6.96774194] ; [ 2.96774194 20.03225806],0
s2,1,0.2686,1.223885,[3 4] ; [ 5 18],[1.86666667 5.13333333] ; [ 6.13333333 16.86666667],0
s3,1,0.299328,1.077188,[3 4] ; [ 5 17],[1.93103448 5.06896552] ; [ 6.06896552 15.93103448],0
a6,1,0.446576,0.579329,[4 4] ; [ 8 15],[3.09677419 4.90322581] ; [ 8.90322581 14.09677419],0
b3,1,0.467267,0.528431,[2 3] ; [ 4 13],[1.36363636 3.63636364] ; [ 4.63636364 12.36363636],0
b2,1,0.467267,0.528431,[2 3] ; [ 4 13],[1.36363636 3.63636364] ; [ 4.63636364 12.36363636],0
b1,1,0.474381,0.511753,[3 5] ; [12 11],[3.87096774 4.12903226] ; [11.12903226 11.87096774],0
n1,1,0.55368,0.350765,[1 3] ; [3 4],[1.45454545 2.54545455] ; [2.54545455 4.45454545],0
a7,1,0.591507,0.287997,[4 4] ; [ 9 14],[3.35483871 4.64516129] ; [ 9.64516129 13.35483871],0
s7,1,0.594853,0.282828,[2 5] ; [ 4 17],[1.5 5.5] ; [ 4.5 16.5],0
a4,1,0.610163,0.259938,[2 6] ; [ 8 15],[2.58064516 5.41935484] ; [ 7.41935484 15.58064516],0
a3,1,0.697418,0.151172,[5 3] ; [12 10],[4.53333333 3.46666667] ; [12.46666667  9.53333333],0
n4,1,0.71271,0.135585,[5 3] ; [16  7],[5.41935484 2.58064516] ; [15.58064516  7.41935484],0
d3,1,0.71271,0.135585,[3 5] ; [ 7 16],[2.58064516 5.41935484] ; [ 7.41935484 15.58064516],0
d5,1,0.749518,0.101936,[4 4] ; [10 13],[3.61290323 4.38709677] ; [10.38709677 12.61290323],0
s4,1,0.753905,0.098279,[1 7] ; [ 2 21],[0.77419355 7.22580645] ; [ 2.22580645 20.77419355],0
s1,1,0.753905,0.098279,[1 7] ; [ 2 21],[0.77419355 7.22580645] ; [ 2.22580645 20.77419355],0
b5,1,0.767872,0.087119,[5 3] ; [13 10],[4.64516129 3.35483871] ; [13.35483871  9.64516129],0
a5,1,0.767872,0.087119,[5 3] ; [13 10],[4.64516129 3.35483871] ; [13.35483871  9.64516129],0
n2,1,0.818971,0.052381,[2 2] ; [4 3],[2.18181818 1.81818182] ; [3.81818182 3.18181818],0
u2,1,0.836813,0.042424,[1 2] ; [3 8],[0.85714286 2.14285714] ; [3.14285714 7.85714286],0
d1,1,0.849304,0.036102,[2 6] ; [ 5 18],[1.80645161 6.19354839] ; [ 5.19354839 17.80645161],0
n5,1,0.889951,0.019145,[5 3] ; [15  8],[5.16129032 2.83870968] ; [14.83870968  8.16129032],0
r1,1,0.889951,0.019145,[3 5] ; [ 8 15],[2.83870968 5.16129032] ; [ 8.16129032 14.83870968],0
d4,1,0.889951,0.019145,[5 3] ; [15  8],[5.16129032 2.83870968] ; [14.83870968  8.16129032],0
a2,1,0.968494,0.00156,[1 7] ; [ 3 20],[1.03225806 6.96774194] ; [ 2.96774194 20.03225806],0
