Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,47.951936,[409  84] ; [32 37],[386.85587189 106.14412811] ; [54.14412811 14.85587189],1
n4,1,0.0,37.360569,[409  83] ; [36 34],[389.57295374 102.42704626] ; [55.42704626 14.57295374],1
p10,1,6.4e-05,15.967775,[426  61] ; [47 21],[415.04684685  71.95315315] ; [57.95315315 10.04684685],1
p11,1,0.001668,9.883487,[398  95] ; [45 25],[387.92007105 105.07992895] ; [55.07992895 14.92007105],0
s7,1,0.001954,9.592544,[300 171] ; [30 38],[288.36734694 182.63265306] ; [41.63265306 26.36734694],0
s5,1,0.00739,7.175546,[222 258] ; [19 47],[211.86813187 268.13186813] ; [29.13186813 36.86813187],0
p9,1,0.012819,6.193949,[436  50] ; [54 14],[429.85559567  56.14440433] ; [60.14440433  7.85559567],0
p12,1,0.029598,4.732509,[ 56 434] ; [ 2 67],[ 50.84078712 439.15921288] ; [ 7.15921288 61.84078712],0
u1,1,0.030906,4.658181,[112 381] ; [ 8 62],[105.07992895 387.92007105] ; [14.92007105 55.07992895],0
v3,1,0.033006,4.545453,[207 272] ; [18 44],[199.21441774 279.78558226] ; [25.78558226 36.21441774],0
a4,1,0.035895,4.402072,[233 256] ; [24 46],[224.81753131 264.18246869] ; [32.18246869 37.81753131],0
p5,1,0.039922,4.221199,[ 74 416] ; [ 4 64],[ 68.49462366 421.50537634] ; [ 9.50537634 58.49462366],0
r2,1,0.043463,4.077285,[482   9] ; [66  4],[479.62210339  11.37789661] ; [68.37789661  1.62210339],0
u3,1,0.04836,3.897436,[80 48] ; [20  4],[84.21052632 43.78947368] ; [15.78947368  8.21052632],0
u2,1,0.05692,3.624939,[75 53] ; [19  5],[79.15789474 48.84210526] ; [14.84210526  9.15789474],0
p4,1,0.059519,3.550725,[329 161] ; [39 31],[322. 168.] ; [46. 24.],0
p6,1,0.062812,3.461546,[206 281] ; [20 46],[199.02712477 287.97287523] ; [26.97287523 39.02712477],0
a3,1,0.077806,3.110154,[364 126] ; [45 25],[357.875 132.125] ; [51.125 18.875],0
b1,1,0.079995,3.065006,[179 314] ; [33 37],[185.64120782 307.35879218] ; [26.35879218 43.64120782],0
p8,1,0.099673,2.710761,[272 212] ; [31 37],[265.67391304 218.32608696] ; [37.32608696 30.67391304],0
n2,1,0.108722,2.5727,[73 24] ; [20  2],[75.80672269 21.19327731] ; [17.19327731  4.80672269],0
d5,1,0.126575,2.33401,[414  78] ; [53 16],[409.56149733  82.43850267] ; [57.43850267 11.56149733],0
a7,1,0.141071,2.16624,[370 121] ; [47 23],[364.96791444 126.03208556] ; [52.03208556 17.96791444],0
d2,1,0.143875,2.136015,[253 239] ; [29 40],[247.31550802 244.68449198] ; [34.68449198 34.31550802],0
s2,1,0.170872,1.87528,[327 162] ; [41 29],[321.9177102 167.0822898] ; [46.0822898 23.9177102],0
v4,1,0.182338,1.778468,[484   9] ; [67  3],[482.4920071  10.5079929] ; [68.5079929  1.4920071],0
v1,1,0.205149,1.605333,[279 201] ; [34 34],[274.16058394 205.83941606] ; [38.83941606 29.16058394],0
s8,1,0.240514,1.377578,[282 209] ; [35 35],[277.4456328 213.5543672] ; [39.5543672 30.4456328],0
p3,1,0.250008,1.323259,[268 224] ; [33 37],[263.5088968 228.4911032] ; [37.4911032 32.5088968],0
p7,1,0.262,1.258157,[321 158] ; [39 26],[316.98529412 162.01470588] ; [43.01470588 21.98529412],0
d3,1,0.263168,1.252015,[353 139] ; [45 24],[349.04812834 142.95187166] ; [48.95187166 20.04812834],0
a2,1,0.291625,1.112105,[135 358] ; [15 55],[131.34991119 361.65008881] ; [18.65008881 51.34991119],0
n3,1,0.295866,1.092737,[68 28] ; [18  4],[69.96610169 26.03389831] ; [16.03389831  5.96610169],0
a5,1,0.340906,0.907022,[377 115] ; [50 20],[373.81494662 118.18505338] ; [53.18505338 16.81494662],0
p2,1,0.363247,0.826636,[413  77] ; [56 14],[410.375  79.625] ; [58.625 11.375],0
v2,1,0.373552,0.791814,[274 202] ; [32 30],[270.73605948 205.26394052] ; [35.26394052 26.73605948],0
d1,1,0.40893,0.68191,[307 186] ; [40 30],[303.85612789 189.14387211] ; [43.14387211 26.85612789],0
d4,1,0.44603,0.58072,[416  75] ; [56 13],[413.84285714  77.15714286] ; [58.15714286 10.84285714],0
b4,1,0.574903,0.314548,[299 194] ; [40 30],[296.85079929 196.14920071] ; [42.14920071 27.85079929],0
b5,1,0.581015,0.304596,[300 193] ; [45 25],[302.10479574 190.89520426] ; [42.89520426 27.10479574],0
s4,1,0.608119,0.262923,[103 382] ; [13 57],[101.36936937 383.63063063] ; [14.63063063 55.36936937],0
a1,1,0.678036,0.172345,[ 27 466] ; [ 3 67],[ 26.26998224 466.73001776] ; [ 3.73001776 66.26998224],0
r1,1,0.737842,0.112033,[427  64] ; [61  8],[427.87142857  63.12857143] ; [60.12857143  8.87142857],0
b2,1,0.794499,0.067846,[113 186] ; [15 27],[112.23460411 186.76539589] ; [15.76539589 26.23460411],0
b3,1,0.794499,0.067846,[113 186] ; [15 27],[112.23460411 186.76539589] ; [15.76539589 26.23460411],0
p1,1,0.821907,0.050667,[ 46 443] ; [ 6 64],[ 45.48837209 443.51162791] ; [ 6.51162791 63.48837209],0
a8,1,0.852848,0.034405,[ 68 380] ; [ 9 54],[ 67.50684932 380.49315068] ; [ 9.49315068 53.50684932],0
n1,1,0.877577,0.023729,[41 55] ; [ 9 13],[40.6779661 55.3220339] ; [ 9.3220339 12.6779661],0
