Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000139,14.519247,[ 6 56] ; [15 20],[13.42268041 48.57731959] ; [ 7.57731959 27.42268041],1
r1,1,0.000275,13.236622,[28 37] ; [29  7],[36.68316832 28.31683168] ; [20.31683168 15.68316832],1
s5,1,0.000487,12.166649,[ 4 62] ; [11 23],[ 9.9 56.1] ; [ 5.1 28.9],1
s8,1,0.000809,11.21998,[ 6 60] ; [13 23],[12.29411765 53.70588235] ; [ 6.70588235 29.29411765],1
r4,1,0.001332,10.297538,[36 30] ; [31  5],[43.35294118 22.64705882] ; [23.64705882 12.35294118],0
p10,1,0.002092,9.46738,[33 31] ; [29  6],[40.08080808 23.91919192] ; [21.91919192 13.08080808],0
p9,1,0.002131,9.432767,[37 26] ; [31  4],[43.71428571 19.28571429] ; [24.28571429 10.71428571],0
p4,1,0.00679,7.327586,[22 44] ; [22 14],[28.47058824 37.52941176] ; [15.52941176 20.47058824],0
a5,1,0.012907,6.181818,[27 39] ; [24 12],[33. 33.] ; [18. 18.],0
r3,1,0.013347,6.122523,[45 19] ; [33  3],[49.92 14.08] ; [28.08  7.92],0
a6,1,0.020788,5.344517,[34 32] ; [27  9],[39.47058824 26.52941176] ; [21.52941176 14.47058824],0
p11,1,0.027976,4.829545,[39 27] ; [29  7],[44. 22.] ; [24. 12.],0
u2,1,0.03851,4.282353,[14 21] ; [12  5],[17.5 17.5] ; [8.5 8.5],0
s2,1,0.039154,4.254154,[ 3 63] ; [ 6 30],[ 5.82352941 60.17647059] ; [ 3.17647059 32.82352941],0
v4,1,0.089353,2.885986,[51 14] ; [33  3],[54.05940594 10.94059406] ; [29.94059406  6.05940594],0
u1,1,0.090017,2.874072,[ 1 65] ; [ 3 33],[ 2.58823529 63.41176471] ; [ 1.41176471 34.58823529],0
d5,1,0.097836,2.740469,[25 40] ; [20 16],[28.96039604 36.03960396] ; [16.03960396 19.96039604],0
v2,1,0.099078,2.72033,[20 41] ; [17 17],[23.75789474 37.24210526] ; [13.24210526 20.75789474],0
p2,1,0.106258,2.609015,[41 25] ; [28  8],[44.64705882 21.35294118] ; [24.35294118 11.64705882],0
p3,1,0.124118,2.364571,[21 45] ; [17 19],[24.58823529 41.41176471] ; [13.41176471 22.58823529],0
u3,1,0.139776,2.180419,[13 22] ; [10  7],[15.48076923 19.51923077] ; [7.51923077 9.48076923],0
r2,1,0.140546,2.171972,[50 15] ; [32  4],[52.77227723 12.22772277] ; [29.22772277  6.77227723],0
b3,1,0.169142,1.890535,[18 22] ; [ 5 14],[15.59322034 24.40677966] ; [ 7.40677966 11.59322034],0
b2,1,0.169142,1.890535,[18 22] ; [ 5 14],[15.59322034 24.40677966] ; [ 7.40677966 11.59322034],0
p8,1,0.191891,1.703036,[26 38] ; [19 16],[29.09090909 34.90909091] ; [15.90909091 19.09090909],0
p5,1,0.194941,1.679878,[ 3 63] ; [ 4 31],[ 4.57425743 61.42574257] ; [ 2.42574257 32.57425743],0
b1,1,0.229068,1.446642,[32 34] ; [13 23],[29.11764706 36.88235294] ; [15.88235294 20.11764706],0
a4,1,0.300785,1.070712,[19 47] ; [ 7 29],[16.82352941 49.17647059] ; [ 9.17647059 26.82352941],0
b4,1,0.316105,1.004994,[28 38] ; [19 17],[30.41176471 35.58823529] ; [16.58823529 19.41176471],0
n6,1,0.351587,0.867719,[41 24] ; [26 10],[43.11881188 21.88118812] ; [23.88118812 12.11881188],0
n1,1,0.378556,0.775385,[12 14] ; [3 7],[10.83333333 15.16666667] ; [4.16666667 5.83333333],0
n5,1,0.4935,0.468887,[46 19] ; [27  8],[47.45 17.55] ; [25.55  9.45],0
d3,1,0.507065,0.440119,[14 50] ; [10 26],[15.36 48.64] ; [ 8.64 27.36],0
p7,1,0.577942,0.309573,[31 33] ; [19 16],[32.32323232 31.67676768] ; [17.67676768 17.32323232],0
s4,1,0.586537,0.295785,[ 7 59] ; [ 5 30],[ 7.84158416 58.15841584] ; [ 4.15841584 30.84158416],0
b5,1,0.620397,0.24531,[40 26] ; [20 16],[38.82352941 27.17647059] ; [21.17647059 14.82352941],0
a2,1,0.622884,0.241835,[ 7 59] ; [ 5 31],[ 7.76470588 58.23529412] ; [ 4.23529412 31.76470588],0
a3,1,0.624426,0.239695,[31 34] ; [19 17],[32.17821782 32.82178218] ; [17.82178218 18.17821782],0
p12,1,0.636362,0.223532,[ 4 62] ; [ 3 32],[ 4.57425743 61.42574257] ; [ 2.42574257 32.57425743],0
s1,1,0.639939,0.218822,[ 3 61] ; [ 1 35],[ 2.56 61.44] ; [ 1.44 34.56],0
d1,1,0.660282,0.193182,[ 3 63] ; [ 1 35],[ 2.58823529 63.41176471] ; [ 1.41176471 34.58823529],0
n2,1,0.763208,0.090764,[17  9] ; [6 4],[16.61111111  9.38888889] ; [6.38888889 3.61111111],0
p6,1,0.781594,0.076863,[20 44] ; [10 25],[19.39393939 44.60606061] ; [10.60606061 24.39393939],0
d2,1,0.803645,0.061818,[18 48] ; [ 9 27],[17.47058824 48.52941176] ; [ 9.52941176 26.47058824],0
v1,1,0.834945,0.043416,[25 41] ; [14 21],[25.48514851 40.51485149] ; [13.51485149 21.48514851],0
a8,1,0.863019,0.029767,[ 6 54] ; [ 4 32],[ 6.25 53.75] ; [ 3.75 32.25],0
v3,1,0.904698,0.014335,[16 49] ; [ 8 26],[15.75757576 49.24242424] ; [ 8.24242424 25.75757576],0
n3,1,0.908333,0.013258,[17  8] ; [7 3],[17.14285714  7.85714286] ; [6.85714286 3.14285714],0
a7,1,0.933253,0.007015,[35 29] ; [20 16],[35.2 28.8] ; [19.8 16.2],0
n4,1,0.935348,0.00658,[41 24] ; [23 13],[41.18811881 23.81188119] ; [22.81188119 13.18811881],0
