Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,50.326822,[46 70] ; [215  65],[76.45454545 39.54545455] ; [184.54545455  95.45454545],1
d3,1,0.0,38.682583,[54 62] ; [220  61],[80.0604534 35.9395466] ; [193.9395466  87.0604534],1
a2,1,2e-06,22.778663,[ 11 105] ; [ 92 191],[29.94486216 86.05513784] ; [ 73.05513784 209.94486216],1
u1,1,6.7e-05,15.900866,[  9 107] ; [ 72 211],[23.54887218 92.45112782] ; [ 57.45112782 225.54887218],1
r4,1,0.000415,12.46153,[98 18] ; [269  14],[106.69674185   9.30325815] ; [260.30325815  22.69674185],1
b5,1,0.001333,10.29668,[54 62] ; [181 102],[68.32080201 47.67919799] ; [166.67919799 116.32080201],0
d1,1,0.00307,8.765598,[60 56] ; [191  92],[72.97243108 43.02756892] ; [178.02756892 104.97243108],0
v2,1,0.00759,7.127863,[50 61] ; [162 108],[61.76377953 49.23622047] ; [150.23622047 119.76377953],0
r1,1,0.007696,7.102783,[86 30] ; [240  41],[95.25440806 20.74559194] ; [230.74559194  50.25440806],0
b1,1,0.017251,5.670653,[61 55] ; [112 171],[50.29573935 65.70426065] ; [122.70426065 160.29573935],0
r2,1,0.018744,5.525246,[107   8] ; [274   6],[110.92405063   4.07594937] ; [270.07594937   9.92405063],0
d4,1,0.030065,4.705548,[87 27] ; [240  41],[94.37468354 19.62531646] ; [232.62531646  48.37468354],0
u3,1,0.033544,4.517775,[11 15] ; [47 24],[15.54639175 10.45360825] ; [42.45360825 28.54639175],0
s7,1,0.070049,3.281867,[85 28] ; [179  93],[77.48571429 35.51428571] ; [186.51428571  85.48571429],0
s8,1,0.086675,2.935064,[78 38] ; [163 118],[70.41813602 45.58186398] ; [170.58186398 110.41813602],0
a5,1,0.089359,2.885884,[79 37] ; [216  67],[85.76441103 30.23558897] ; [209.23558897  73.76441103],0
u2,1,0.092021,2.838651,[10 16] ; [41 30],[13.67010309 12.32989691] ; [37.32989691 33.67010309],0
p10,1,0.130326,2.288614,[93 22] ; [244  37],[97.86616162 17.13383838] ; [239.13383838  41.86616162],0
b4,1,0.149549,2.076843,[61 55] ; [171 112],[67.44862155 48.55137845] ; [164.55137845 118.44862155],0
b3,1,0.159071,1.983039,[37 44] ; [ 63 110],[31.88976378 49.11023622] ; [ 68.11023622 104.88976378],0
b2,1,0.159071,1.983039,[37 44] ; [ 63 110],[31.88976378 49.11023622] ; [ 68.11023622 104.88976378],0
v4,1,0.186151,1.747819,[106   8] ; [272  11],[108.5440806   5.4559194] ; [269.4559194  13.5440806],0
p4,1,0.188254,1.731232,[70 46] ; [189  92],[75.67758186 40.32241814] ; [183.32241814  97.67758186],0
p9,1,0.216613,1.526672,[98 18] ; [250  31],[101.68261965  14.31738035] ; [246.31738035  34.68261965],0
n4,1,0.24456,1.354117,[107   9] ; [249  33],[103.75879397  12.24120603] ; [252.24120603  29.75879397],0
p12,1,0.306581,1.045346,[ 10 104] ; [ 35 248],[ 12.92191436 101.07808564] ; [ 32.07808564 250.92191436],0
d5,1,0.318852,0.993649,[90 25] ; [232  49],[93.51010101 21.48989899] ; [228.48989899  52.51010101],0
a1,1,0.349545,0.875107,[  8 108] ; [ 13 270],[  6.10526316 109.89473684] ; [ 14.89473684 268.10526316],0
p7,1,0.436426,0.605661,[81 32] ; [184  88],[77.77922078 35.22077922] ; [187.22077922  84.77922078],0
p5,1,0.442999,0.588503,[20 95] ; [ 40 239],[17.51269036 97.48730964] ; [ 42.48730964 236.51269036],0
r3,1,0.453986,0.560682,[109   7] ; [269  12],[110.44836272   5.55163728] ; [267.55163728  13.44836272],0
n1,1,0.48214,0.494018,[13 16] ; [26 23],[14.5 14.5] ; [24.5 24.5],0
s2,1,0.501704,0.45133,[90 26] ; [228  55],[92.45112782 23.54887218] ; [225.54887218  57.45112782],0
v3,1,0.50203,0.450642,[53 62] ; [114 155],[50.01302083 64.98697917] ; [116.98697917 152.01302083],0
n6,1,0.535251,0.384412,[102  14] ; [253  28],[103.7279597  12.2720403] ; [251.2720403  29.7279597],0
a8,1,0.543389,0.369295,[18 94] ; [ 49 213],[20.06417112 91.93582888] ; [ 46.93582888 215.06417112],0
s5,1,0.588569,0.292585,[50 62] ; [112 157],[47.62204724 64.37795276] ; [114.37795276 154.62204724],0
s1,1,0.606286,0.265619,[  4 110] ; [ 13 265],[  4.94387755 109.05612245] ; [ 12.05612245 265.94387755],0
a3,1,0.609718,0.260585,[90 26] ; [212  70],[88.0201005 27.9798995] ; [213.9798995  68.0201005],0
p1,1,0.629642,0.232547,[ 10 105] ; [ 29 253],[ 11.29722922 103.70277078] ; [ 27.70277078 254.29722922],0
p8,1,0.642673,0.215264,[61 53] ; [157 123],[63.07614213 50.92385787] ; [154.92385787 125.07614213],0
a4,1,0.652431,0.202848,[52 63] ; [135 148],[54.03266332 60.96733668] ; [132.96733668 150.03266332],0
p6,1,0.682307,0.16754,[50 63] ; [118 163],[48.18274112 64.81725888] ; [119.81725888 161.18274112],0
