Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000463,12.260436,[3 5] ; [57  8],[6.57534247 1.42465753] ; [53.42465753 11.57534247],1
p2,1,0.00466,8.006785,[3 4] ; [56  9],[5.73611111 1.26388889] ; [53.26388889 11.73611111],0
p10,1,0.007193,7.224078,[2 6] ; [47 18],[5.36986301 2.63013699] ; [43.63013699 21.36986301],0
r3,1,0.010139,6.610284,[6 2] ; [63  2],[7.56164384 0.43835616] ; [61.43835616  3.56164384],0
d5,1,0.018945,5.506612,[4 4] ; [55 10],[6.46575342 1.53424658] ; [52.53424658 12.46575342],0
r2,1,0.037993,4.305351,[5 3] ; [58  7],[6.90410959 1.09589041] ; [56.09589041  8.90410959],0
a6,1,0.04552,3.999253,[3 5] ; [47 18],[5.47945205 2.52054795] ; [44.52054795 20.47945205],0
p11,1,0.04552,3.999253,[3 5] ; [47 18],[5.47945205 2.52054795] ; [44.52054795 20.47945205],0
v1,1,0.075927,3.15,[1 7] ; [29 35],[3.33333333 4.66666667] ; [26.66666667 37.33333333],0
r1,1,0.108022,2.58292,[4 4] ; [49 15],[5.88888889 2.11111111] ; [47.11111111 16.88888889],0
s8,1,0.110966,2.540404,[1 7] ; [27 38],[3.06849315 4.93150685] ; [24.93150685 40.06849315],0
a7,1,0.113169,2.509403,[3 5] ; [43 22],[5.04109589 2.95890411] ; [40.95890411 24.04109589],0
p9,1,0.128742,2.307605,[4 4] ; [49 16],[5.80821918 2.19178082] ; [47.19178082 17.80821918],0
n4,1,0.144897,2.125162,[2 6] ; [34 31],[3.94520548 4.05479452] ; [32.05479452 32.94520548],0
p8,1,0.176961,1.822965,[2 5] ; [36 29],[3.69444444 3.30555556] ; [34.30555556 30.69444444],0
a4,1,0.192236,1.700395,[5 3] ; [25 40],[3.28767123 4.71232877] ; [26.71232877 38.28767123],0
d2,1,0.192236,1.700395,[5 3] ; [25 40],[3.28767123 4.71232877] ; [26.71232877 38.28767123],0
n2,1,0.205903,1.6,[2 2] ; [16  4],[3. 1.] ; [15.  5.],0
s7,1,0.219436,1.508055,[1 6] ; [23 38],[2.47058824 4.52941176] ; [21.52941176 39.47058824],0
s2,1,0.240421,1.378125,[2 6] ; [30 34],[3.55555556 4.44444444] ; [28.44444444 35.55555556],0
d3,1,0.319699,0.990179,[4 4] ; [44 21],[5.26027397 2.73972603] ; [42.73972603 22.26027397],0
b1,1,0.367028,0.813703,[6 2] ; [38 27],[4.82191781 3.17808219] ; [39.17808219 25.82191781],0
s1,1,0.371241,0.799507,[1 7] ; [ 3 60],[0.45070423 7.54929577] ; [ 3.54929577 59.45070423],0
v3,1,0.382723,0.761936,[1 6] ; [18 42],[1.98507463 5.01492537] ; [17.01492537 42.98507463],0
a8,1,0.488288,0.480296,[1 6] ; [ 4 54],[0.53846154 6.46153846] ; [ 4.46153846 53.53846154],0
s3,1,0.5324,0.389808,[5 3] ; [32 31],[4.16901408 3.83098592] ; [32.83098592 30.16901408],0
p5,1,0.548706,0.35964,[1 6] ; [ 5 60],[0.58333333 6.41666667] ; [ 5.41666667 59.58333333],0
p7,1,0.582306,0.302521,[5 3] ; [46 18],[5.66666667 2.33333333] ; [45.33333333 18.66666667],0
u2,1,0.594853,0.282828,[2 1] ; [20  5],[2.35714286 0.64285714] ; [19.64285714  5.35714286],0
b2,1,0.630765,0.231025,[2 3] ; [13 31],[1.53061224 3.46938776] ; [13.46938776 30.53061224],0
b3,1,0.630765,0.231025,[2 3] ; [13 31],[1.53061224 3.46938776] ; [13.46938776 30.53061224],0
p1,1,0.640369,0.21826,[1 7] ; [ 5 60],[0.65753425 7.34246575] ; [ 5.34246575 59.65753425],0
p6,1,0.65553,0.198998,[3 4] ; [22 42],[2.46478873 4.53521127] ; [22.53521127 41.46478873],0
b4,1,0.709604,0.138673,[4 4] ; [37 28],[4.49315068 3.50684932] ; [36.50684932 28.49315068],0
n5,1,0.736422,0.113297,[3 5] ; [28 36],[3.44444444 4.55555556] ; [27.55555556 36.44444444],0
a2,1,0.741193,0.10908,[2 6] ; [13 52],[1.64383562 6.35616438] ; [13.35616438 51.64383562],0
s4,1,0.750093,0.101453,[1 7] ; [11 54],[1.31506849 6.68493151] ; [10.68493151 54.31506849],0
b5,1,0.763316,0.090679,[5 3] ; [37 28],[4.60273973 3.39726027] ; [37.39726027 27.60273973],0
v2,1,0.85917,0.031481,[4 4] ; [32 28],[4.23529412 3.76470588] ; [31.76470588 28.23529412],0
d1,1,0.90188,0.0152,[4 4] ; [34 31],[4.16438356 3.83561644] ; [33.83561644 31.16438356],0
p3,1,0.90188,0.0152,[4 4] ; [34 31],[4.16438356 3.83561644] ; [33.83561644 31.16438356],0
d4,1,0.903347,0.014746,[6 2] ; [50 15],[6.1369863 1.8630137] ; [49.8630137 15.1369863],0
s6,1,0.906146,0.013901,[5 3] ; [42 23],[5.15068493 2.84931507] ; [41.84931507 23.15068493],0
n1,1,0.923708,0.009171,[2 2] ; [ 9 10],[1.91304348 2.08695652] ; [9.08695652 9.91304348],0
a3,1,0.95791,0.002785,[5 3] ; [40 25],[4.93150685 3.06849315] ; [40.06849315 24.93150685],0
s5,1,0.960073,0.002506,[2 6] ; [15 47],[1.94285714 6.05714286] ; [15.05714286 46.94285714],0
n3,1,1.0,0.0,[3 1] ; [15  5],[3. 1.] ; [15.  5.],0
