Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.002066,9.489817,[6 5] ; [ 4 32],[2.34042553 8.65957447] ; [ 7.65957447 28.34042553],0
s2,1,0.002066,9.489817,[6 5] ; [ 4 32],[2.34042553 8.65957447] ; [ 7.65957447 28.34042553],0
v3,1,0.011292,6.418808,[5 6] ; [ 4 32],[2.10638298 8.89361702] ; [ 6.89361702 29.10638298],0
a3,1,0.019267,5.477139,[10  1] ; [18 17],[6.69565217 4.30434783] ; [21.30434783 13.69565217],0
v1,1,0.021629,5.275397,[6 4] ; [ 8 28],[3.04347826 6.95652174] ; [10.95652174 25.04347826],0
s6,1,0.025251,5.006583,[6 4] ; [ 8 27],[3.11111111 6.88888889] ; [10.88888889 24.11111111],0
n6,1,0.028108,4.821429,[9 1] ; [18 17],[6. 4.] ; [21. 14.],0
r3,1,0.07417,3.188243,[9 2] ; [18 17],[6.45652174 4.54347826] ; [20.54347826 14.45652174],0
p10,1,0.083935,2.987013,[8 3] ; [15 20],[5.5 5.5] ; [17.5 17.5],0
p7,1,0.101066,2.68864,[6 5] ; [10 26],[3.74468085 7.25531915] ; [12.25531915 23.74468085],0
p6,1,0.118541,2.436497,[4 7] ; [ 5 29],[2.2 8.8] ; [ 6.8 27.2],0
s5,1,0.152992,2.042159,[3 7] ; [ 4 31],[1.55555556 8.44444444] ; [ 5.44444444 29.55555556],0
s3,1,0.165891,1.919686,[6 5] ; [11 24],[4.06521739 6.93478261] ; [12.93478261 22.06521739],0
a8,1,0.177619,1.817431,[4 7] ; [ 6 29],[2.39130435 8.60869565] ; [ 7.60869565 27.39130435],0
s4,1,0.189038,1.7251,[2 9] ; [ 2 34],[ 0.93617021 10.06382979] ; [ 3.06382979 32.93617021],0
s1,1,0.189038,1.7251,[2 9] ; [ 2 34],[ 0.93617021 10.06382979] ; [ 3.06382979 32.93617021],0
p11,1,0.201241,1.633347,[7 4] ; [15 21],[5.14893617 5.85106383] ; [16.85106383 19.14893617],0
n3,1,0.202288,1.625782,[4 2] ; [5 9],[2.7 3.3] ; [6.3 7.7],0
a4,1,0.241937,1.369272,[2 9] ; [13 22],[3.58695652 7.41304348] ; [11.41304348 23.58695652],0
