Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.014456,5.981574,[14  1] ; [13 10],[10.65789474  4.34210526] ; [16.34210526  6.65789474],0
d1,1,0.039016,4.260161,[ 4 11] ; [14  9],[7.10526316 7.89473684] ; [10.89473684 12.10526316],0
d3,1,0.044789,4.02656,[7 8] ; [18  5],[9.86842105 5.13157895] ; [15.13157895  7.86842105],0
p7,1,0.04733,3.933611,[12  3] ; [11 12],[9.07894737 5.92105263] ; [13.92105263  9.07894737],0
b4,1,0.054344,3.702093,[ 5 10] ; [15  8],[7.89473684 7.10526316] ; [12.10526316 10.89473684],0
a7,1,0.097034,2.753623,[ 5 10] ; [14  9],[7.5 7.5] ; [11.5 11.5],0
v2,1,0.192113,1.70134,[ 4 11] ; [11 12],[5.92105263 9.07894737] ; [ 9.07894737 13.92105263],0
a6,1,0.192113,1.70134,[11  4] ; [12 11],[9.07894737 5.92105263] ; [13.92105263  9.07894737],0
p8,1,0.207886,1.586087,[9 6] ; [ 9 14],[7.10526316 7.89473684] ; [10.89473684 12.10526316],0
a3,1,0.257586,1.281686,[7 8] ; [15  8],[8.68421053 6.31578947] ; [13.31578947  9.68421053],0
d4,1,0.289651,1.121245,[11  4] ; [20  3],[12.23684211  2.76315789] ; [18.76315789  4.23684211],0
a4,1,0.293661,1.102761,[ 4 11] ; [10 13],[5.52631579 9.47368421] ; [ 8.47368421 14.52631579],0
d2,1,0.293661,1.102761,[ 4 11] ; [10 13],[5.52631579 9.47368421] ; [ 8.47368421 14.52631579],0
n1,1,0.333998,0.933333,[3 2] ; [3 6],[2.14285714 2.85714286] ; [3.85714286 5.14285714],0
p1,1,0.33909,0.913869,[ 1 14] ; [ 4 19],[ 1.97368421 13.02631579] ; [ 3.02631579 19.97368421],0
a2,1,0.33909,0.913869,[ 1 14] ; [ 4 19],[ 1.97368421 13.02631579] ; [ 3.02631579 19.97368421],0
v4,1,0.360533,0.836034,[8 7] ; [15  7],[9.32432432 5.67567568] ; [13.67567568  8.32432432],0
b5,1,0.389412,0.740779,[7 8] ; [14  9],[8.28947368 6.71052632] ; [12.71052632 10.28947368],0
d5,1,0.427576,0.6294,[10  5] ; [18  5],[11.05263158  3.94736842] ; [16.94736842  6.05263158],0
s4,1,0.427576,0.6294,[ 5 10] ; [ 5 18],[ 3.94736842 11.05263158] ; [ 6.05263158 16.94736842],0
s5,1,0.502944,0.448718,[ 3 12] ; [ 6 14],[ 3.85714286 11.14285714] ; [ 5.14285714 14.85714286],0
p6,1,0.531725,0.391094,[ 5 10] ; [10 13],[5.92105263 9.07894737] ; [ 9.07894737 13.92105263],0
p5,1,0.565403,0.330435,[ 3 12] ; [ 3 20],[ 2.36842105 12.63157895] ; [ 3.63157895 19.36842105],0
n6,1,0.612689,0.256277,[12  3] ; [16  6],[11.35135135  3.64864865] ; [16.64864865  5.35135135],0
b2,1,0.615228,0.252632,[3 9] ; [ 2 10],[2.5 9.5] ; [2.5 9.5],0
b3,1,0.615228,0.252632,[3 9] ; [ 2 10],[2.5 9.5] ; [2.5 9.5],0
p9,1,0.630202,0.231786,[10  5] ; [17  6],[10.65789474  4.34210526] ; [16.34210526  6.65789474],0
v1,1,0.635318,0.224918,[6 9] ; [11 12],[6.71052632 8.28947368] ; [10.28947368 12.71052632],0
s6,1,0.637809,0.22162,[8 7] ; [10 12],[7.2972973 7.7027027] ; [10.7027027 11.2972973],0
