Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,114.081745,[ 3 82] ; [203  91],[46.2005277 38.7994723] ; [159.7994723 134.2005277],1
d4,1,0.0,61.285396,[41 42] ; [260  34],[66.26790451 16.73209549] ; [234.73209549  59.26790451],1
d3,1,0.0,34.383606,[35 49] ; [222  72],[57.11111111 26.88888889] ; [199.88888889  94.11111111],1
a3,1,0.0,32.733142,[35 49] ; [220  74],[56.66666667 27.33333333] ; [198.33333333  95.66666667],1
d2,1,0.0,29.912581,[17 68] ; [157 136],[39.12698413 45.87301587] ; [134.87301587 158.12698413],1
a4,1,1.4e-05,18.804354,[17 67] ; [137 157],[34.22222222 49.77777778] ; [119.77777778 174.22222222],1
a5,1,3.4e-05,17.170111,[42 42] ; [217  77],[57.55555556 26.44444444] ; [201.44444444  92.55555556],1
a2,1,0.000115,14.866841,[ 5 80] ; [ 74 220],[17.7176781 67.2823219] ; [ 61.2823219 232.7176781],1
u1,1,0.002477,9.15735,[ 4 81] ; [ 53 241],[12.78364116 72.21635884] ; [ 44.21635884 249.78364116],0
a7,1,0.007583,7.129356,[51 33] ; [222  72],[60.66666667 23.33333333] ; [212.33333333  81.66666667],0
p12,1,0.010925,6.4775,[10 73] ; [ 13 279],[ 5.09066667 77.90933333] ; [ 17.90933333 274.09066667],0
p2,1,0.01956,5.450725,[58 26] ; [238  56],[65.77777778 18.22222222] ; [230.22222222  63.77777778],0
r1,1,0.021318,5.300596,[62 23] ; [246  47],[69.25925926 15.74074074] ; [238.74074074  54.25925926],0
s8,1,0.025943,4.959783,[22 62] ; [116 178],[30.66666667 53.33333333] ; [107.33333333 186.66666667],0
v2,1,0.050226,3.833883,[26 53] ; [128 155],[33.60773481 45.39226519] ; [120.39226519 162.60773481],0
n4,1,0.055234,3.675,[53 31] ; [217  77],[60. 24.] ; [210.  84.],0
s7,1,0.088957,2.893143,[27 51] ; [128 154],[33.58333333 44.41666667] ; [121.41666667 160.58333333],0
p5,1,0.129446,2.299131,[10 74] ; [ 20 273],[ 6.68435013 77.31564987] ; [ 23.31564987 269.68435013],0
p10,1,0.137631,2.204246,[56 26] ; [223  69],[61.17112299 20.82887701] ; [217.82887701  74.17112299],0
v4,1,0.1392,2.186777,[83  1] ; [280  14],[80.66666667  3.33333333] ; [282.33333333  11.66666667],0
s6,1,0.148479,2.087809,[46 36] ; [188 102],[51.58064516 30.41935484] ; [182.41935484 107.58064516],0
p4,1,0.249723,1.324854,[37 44] ; [155 138],[41.5828877 39.4171123] ; [150.4171123 142.5828877],0
p6,1,0.289737,1.120845,[29 55] ; [ 83 208],[25.088 58.912] ; [ 86.912 204.088],0
n3,1,0.352346,0.864992,[17  3] ; [64 21],[15.42857143  4.57142857] ; [65.57142857 19.42857143],0
s2,1,0.36301,0.827452,[34 50] ; [135 158],[37.65517241 46.34482759] ; [131.34482759 161.65517241],0
n5,1,0.387818,0.745773,[51 32] ; [195  98],[54.30319149 28.69680851] ; [191.69680851 101.30319149],0
u3,1,0.390095,0.738646,[25 24] ; [43 30],[27.31147541 21.68852459] ; [40.68852459 32.31147541],0
v3,1,0.40486,0.693844,[26 55] ; [ 78 207],[23.01639344 57.98360656] ; [ 80.98360656 204.01639344],0
n6,1,0.420341,0.649361,[67 18] ; [243  51],[69.52506596 15.47493404] ; [240.47493404  53.52506596],0
r3,1,0.4302,0.622285,[82  3] ; [287   6],[82.97619048  2.02380952] ; [286.02380952   6.97619048],0
p7,1,0.472066,0.517135,[45 36] ; [174 116],[47.81401617 33.18598383] ; [171.18598383 118.81401617],0
p11,1,0.512287,0.429392,[66 19] ; [218  76],[63.6939314 21.3060686] ; [220.3060686  73.6939314],0
p1,1,0.56093,0.338096,[ 7 77] ; [ 19 273],[ 5.80851064 78.19148936] ; [ 20.19148936 271.80851064],0
b5,1,0.564883,0.331319,[45 40] ; [166 128],[47.32189974 37.67810026] ; [163.67810026 130.32189974],0
s5,1,0.574791,0.314732,[26 55] ; [ 82 202],[23.96712329 57.03287671] ; [ 84.03287671 199.96712329],0
s4,1,0.578963,0.307914,[17 67] ; [ 51 239],[15.27272727 68.72727273] ; [ 52.72727273 237.27272727],0
r2,1,0.582478,0.302245,[81  4] ; [282  10],[81.84350133  3.15649867] ; [281.15649867  10.84350133],0
a6,1,0.59249,0.286472,[56 28] ; [205  89],[58. 26.] ; [203.  91.],0
n2,1,0.604431,0.268364,[17  5] ; [61 24],[16.03738318  5.96261682] ; [61.96261682 23.03738318],0
p9,1,0.638073,0.221271,[63 19] ; [229  60],[64.53908356 17.46091644] ; [227.46091644  61.53908356],0
p3,1,0.7353,0.114301,[37 47] ; [123 170],[35.64986737 48.35013263] ; [124.35013263 168.64986737],0
b2,1,0.755137,0.097265,[11 29] ; [ 51 119],[11.80952381 28.19047619] ; [ 50.19047619 119.80952381],0
b3,1,0.755137,0.097265,[11 29] ; [ 51 119],[11.80952381 28.19047619] ; [ 50.19047619 119.80952381],0
n1,1,0.78729,0.072809,[ 8 13] ; [29 54],[ 7.47115385 13.52884615] ; [29.52884615 53.47115385],0
