Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.339532,[ 8 33] ; [46 25],[19.76785714 21.23214286] ; [34.23214286 36.76785714],1
s8,1,0.000423,12.428641,[ 7 34] ; [36 35],[15.74107143 25.25892857] ; [27.25892857 43.74107143],1
s5,1,0.001124,10.611381,[ 5 35] ; [29 39],[12.59259259 27.40740741] ; [21.40740741 46.59259259],0
s3,1,0.002175,9.395541,[13 27] ; [44 26],[20.72727273 19.27272727] ; [36.27272727 33.72727273],0
u3,1,0.008104,7.01037,[7 8] ; [23  4],[10.71428571  4.28571429] ; [19.28571429  7.71428571],0
a5,1,0.021731,5.267193,[24 17] ; [56 15],[29.28571429 11.71428571] ; [50.71428571 20.28571429],0
u2,1,0.023636,5.121181,[6 9] ; [21  7],[9.41860465 5.58139535] ; [17.58139535 10.41860465],0
d1,1,0.031421,4.629795,[18 23] ; [46 25],[23.42857143 17.57142857] ; [40.57142857 30.42857143],0
b4,1,0.042128,4.130068,[21 20] ; [50 21],[25.99107143 15.00892857] ; [45.00892857 25.99107143],0
d3,1,0.043949,4.058503,[28 13] ; [60 11],[32.21428571  8.78571429] ; [55.78571429 15.21428571],0
p10,1,0.048195,3.903178,[23 18] ; [52 18],[27.7027027 13.2972973] ; [47.2972973 22.7027027],0
d2,1,0.050904,3.811443,[13 28] ; [36 35],[17.9375 23.0625] ; [31.0625 39.9375],0
s7,1,0.054407,3.700175,[11 29] ; [31 36],[15.70093458 24.29906542] ; [26.29906542 40.70093458],0
p2,1,0.059246,3.558372,[37  4] ; [53 17],[33.24324324  7.75675676] ; [56.75675676 13.24324324],0
d4,1,0.059568,3.549379,[30 11] ; [62  9],[33.67857143  7.32142857] ; [58.32142857 12.67857143],0
p6,1,0.073501,3.203052,[12 29] ; [33 38],[16.47321429 24.52678571] ; [28.52678571 42.47321429],0
r3,1,0.116154,2.468434,[37  4] ; [69  2],[38.80357143  2.19642857] ; [67.19642857  3.80357143],0
d5,1,0.1797,1.800105,[29 12] ; [58 13],[31.84821429  9.15178571] ; [55.15178571 15.84821429],0
r4,1,0.197916,1.657689,[32  9] ; [62  9],[34.41071429  6.58928571] ; [59.58928571 11.41071429],0
a1,1,0.205462,1.603115,[ 1 40] ; [ 6 65],[ 2.5625 38.4375] ; [ 4.4375 66.5625],0
p9,1,0.226508,1.462654,[26 15] ; [52 18],[28.81081081 12.18918919] ; [49.18918919 20.81081081],0
p3,1,0.245294,1.349908,[22 19] ; [46 25],[24.89285714 16.10714286] ; [43.10714286 27.89285714],0
p11,1,0.288595,1.126166,[30 11] ; [45 26],[27.45535714 13.54464286] ; [47.54464286 23.45535714],0
a2,1,0.310644,1.027937,[ 6 35] ; [16 55],[ 8.05357143 32.94642857] ; [13.94642857 57.05357143],0
p7,1,0.360193,0.83722,[30 11] ; [46 25],[27.82142857 13.17857143] ; [48.17857143 22.82142857],0
n4,1,0.388966,0.742172,[19 22] ; [27 44],[16.83928571 24.16071429] ; [29.16071429 41.83928571],0
u1,1,0.390472,0.737472,[ 4 37] ; [11 60],[ 5.49107143 35.50892857] ; [ 9.50892857 61.49107143],0
v4,1,0.479425,0.500172,[39  2] ; [65  6],[38.07142857  2.92857143] ; [65.92857143  5.07142857],0
s1,1,0.483923,0.490009,[ 3 38] ; [ 3 68],[ 2.19642857 38.80357143] ; [ 3.80357143 67.19642857],0
a7,1,0.535455,0.384028,[29 12] ; [54 17],[30.38392857 10.61607143] ; [52.61607143 18.38392857],0
a8,1,0.606309,0.265585,[ 4 34] ; [ 5 61],[ 3.28846154 34.71153846] ; [ 5.71153846 60.28846154],0
n3,1,0.611196,0.258437,[9 2] ; [17  6],[8.41176471 2.58823529] ; [17.58823529  5.41176471],0
b1,1,0.631875,0.229526,[16 25] ; [31 40],[17.20535714 23.79464286] ; [29.79464286 41.20535714],0
v3,1,0.633554,0.227272,[ 9 29] ; [19 49],[10.03773585 27.96226415] ; [17.96226415 50.03773585],0
b2,1,0.640151,0.218544,[ 8 18] ; [11 32],[ 7.15942029 18.84057971] ; [11.84057971 31.15942029],0
b3,1,0.640151,0.218544,[ 8 18] ; [11 32],[ 7.15942029 18.84057971] ; [11.84057971 31.15942029],0
n6,1,0.641064,0.217353,[27 14] ; [43 27],[25.85585586 15.14414414] ; [44.14414414 25.85585586],0
p12,1,0.648526,0.207764,[ 2 39] ; [ 5 66],[ 2.5625 38.4375] ; [ 4.4375 66.5625],0
a3,1,0.656565,0.197723,[26 15] ; [42 29],[24.89285714 16.10714286] ; [43.10714286 27.89285714],0
b5,1,0.719896,0.128592,[24 17] ; [44 27],[24.89285714 16.10714286] ; [43.10714286 27.89285714],0
p5,1,0.722949,0.125684,[ 3 38] ; [ 4 67],[ 2.5625 38.4375] ; [ 4.4375 66.5625],0
a4,1,0.765026,0.089334,[15 26] ; [28 43],[15.74107143 25.25892857] ; [27.25892857 43.74107143],0
n2,1,0.774622,0.081988,[6 4] ; [15  8],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
a6,1,0.800092,0.064125,[25 16] ; [45 26],[25.625 15.375] ; [44.375 26.625],0
v2,1,0.840377,0.040566,[19 20] ; [34 33],[19.5 19.5] ; [33.5 33.5],0
p8,1,0.844493,0.038475,[21 20] ; [35 36],[20.5 20.5] ; [35.5 35.5],0
r1,1,0.897317,0.016654,[30 11] ; [52 18],[30.28828829 10.71171171] ; [51.71171171 18.28828829],0
r2,1,0.90352,0.014693,[36  5] ; [62  8],[36.1981982  4.8018018] ; [61.8018018  8.1981982],0
p1,1,0.924792,0.008911,[ 5 36] ; [ 8 61],[ 4.84545455 36.15454545] ; [ 8.15454545 60.84545455],0
v1,1,0.939389,0.005782,[15 25] ; [26 42],[15.18518519 24.81481481] ; [25.81481481 42.18518519],0
n1,1,0.941553,0.005375,[3 8] ; [ 6 17],[2.91176471 8.08823529] ; [ 6.08823529 16.91176471],0
