Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.004527,8.059211,[9 3] ; [11 27],[4.8 7.2] ; [15.2 22.8],0
p2,1,0.006141,7.508522,[8 4] ; [ 9 29],[4.08 7.92] ; [12.92 25.08],0
r2,1,0.006841,7.314286,[11  1] ; [17 19],[7. 5.] ; [21. 15.],0
p8,1,0.01033,6.577135,[4 8] ; [ 2 35],[ 1.46938776 10.53061224] ; [ 4.53061224 32.46938776],0
v2,1,0.013318,6.126384,[8 4] ; [10 27],[4.40816327 7.59183673] ; [13.59183673 23.40816327],0
d5,1,0.022002,5.245644,[11  1] ; [21 17],[7.68 4.32] ; [24.32 13.68],0
d4,1,0.0438,4.064274,[11  1] ; [23 15],[8.16 3.84] ; [25.84 12.16],0
s8,1,0.046945,3.947368,[3 9] ; [ 2 36],[ 1.2 10.8] ; [ 3.8 34.2],0
p6,1,0.079549,3.074096,[ 2 10] ; [ 1 36],[ 0.73469388 11.26530612] ; [ 2.26530612 34.73469388],0
n5,1,0.095997,2.770828,[5 7] ; [26 12],[7.44 4.56] ; [23.56 14.44],0
p4,1,0.112761,2.515095,[4 8] ; [ 5 33],[2.16 9.84] ; [ 6.84 31.16],0
u2,1,0.17166,1.868382,[2 3] ; [ 2 14],[0.95238095 4.04761905] ; [ 3.04761905 12.95238095],0
a7,1,0.185326,1.754386,[8 4] ; [17 21],[6. 6.] ; [19. 19.],0
a5,1,0.185326,1.754386,[4 8] ; [21 17],[6. 6.] ; [19. 19.],0
p11,1,0.188516,1.729179,[7 5] ; [14 24],[5.04 6.96] ; [15.96 22.04],0
s6,1,0.226476,1.462859,[5 7] ; [ 9 29],[3.36 8.64] ; [10.64 27.36],0
s3,1,0.271315,1.210084,[5 7] ; [ 9 27],[3.5 8.5] ; [10.5 25.5],0
v3,1,0.276978,1.181859,[4 8] ; [ 7 31],[2.64 9.36] ; [ 8.36 29.64],0
s7,1,0.298052,1.082888,[ 1 10] ; [ 8 26],[2.2 8.8] ; [ 6.8 27.2],0
b5,1,0.325915,0.965061,[6 6] ; [13 25],[4.56 7.44] ; [14.44 23.56],0
u3,1,0.360585,0.835855,[1 4] ; [ 1 15],[0.47619048 4.52380952] ; [ 1.52380952 14.47619048],0
n6,1,0.362724,0.828441,[7 5] ; [16 21],[5.63265306 6.36734694] ; [17.36734694 19.63265306],0
p12,1,0.379564,0.772113,[ 1 11] ; [ 1 37],[ 0.48 11.52] ; [ 1.52 36.48],0
a8,1,0.394716,0.724365,[ 2 10] ; [ 3 34],[ 1.2244898 10.7755102] ; [ 3.7755102 33.2244898],0
d3,1,0.411152,0.675467,[7 5] ; [17 21],[5.76 6.24] ; [18.24 19.76],0
n1,1,0.427205,0.630409,[2 1] ; [ 8 11],[1.36363636 1.63636364] ; [ 8.63636364 10.36363636],0
p9,1,0.433521,0.613373,[6 6] ; [13 22],[4.85106383 7.14893617] ; [14.14893617 20.85106383],0
b4,1,0.450282,0.569941,[9 3] ; [24 14],[7.92 4.08] ; [25.08 12.92],0
s5,1,0.460947,0.543595,[ 1 10] ; [ 7 31],[1.79591837 9.20408163] ; [ 6.20408163 31.79591837],0
p10,1,0.4795,0.5,[3 9] ; [13 23],[4. 8.] ; [12. 24.],0
b1,1,0.507801,0.438596,[7 5] ; [18 20],[6. 6.] ; [19. 19.],0
a4,1,0.55924,0.341022,[5 7] ; [12 25],[4.16326531 7.83673469] ; [12.83673469 24.16326531],0
a6,1,0.631012,0.23069,[6 6] ; [16 22],[5.28 6.72] ; [16.72 21.28],0
a2,1,0.653896,0.201023,[ 1 11] ; [ 5 33],[ 1.44 10.56] ; [ 4.56 33.44],0
p3,1,0.760077,0.093256,[ 2 10] ; [ 5 33],[ 1.68 10.32] ; [ 5.32 32.68],0
n4,1,0.772553,0.083542,[8 4] ; [27 11],[8.4 3.6] ; [26.6 11.4],0
s2,1,0.80744,0.059405,[3 9] ; [ 8 29],[2.69387755 9.30612245] ; [ 8.30612245 28.69387755],0
d1,1,0.85183,0.034888,[5 7] ; [17 21],[5.28 6.72] ; [16.72 21.28],0
b3,1,0.854,0.033862,[2 3] ; [12 15],[2.1875 2.8125] ; [11.8125 15.1875],0
b2,1,0.854,0.033862,[2 3] ; [12 15],[2.1875 2.8125] ; [11.8125 15.1875],0
d2,1,0.935145,0.006622,[6 6] ; [18 19],[5.87755102 6.12244898] ; [18.12244898 18.87755102],0
a3,1,0.945013,0.004757,[7 5] ; [22 15],[7.10204082 4.89795918] ; [21.89795918 15.10204082],0
v1,1,0.962276,0.002237,[3 9] ; [ 9 28],[2.93877551 9.06122449] ; [ 9.06122449 27.93877551],0
